cluster_id,Applicable Material,Base,Brand,Built,Capacity,Care Instructions,Category,Collection,Color,Compliance Standards,Construction,Control Type,Country of Origin,Depth,Diameter,Dimensions,Dirt Types,EAN,Energy Efficiency,Expiry,Finish,Freezer Capacity,Height,Length,Manufacturing Standard,Material,Model Number,Model Number Type,Mounting,Packaging Type,Packing Type,Power,Price,Product Type,Room,Scent,Series,Shape,Style,Thickness,UPC,Warranty,Weight,Width
7681838,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,['one'],,['355.00 Pound(s)'],,,"['section self', 'front']",,,,,,,,"['reach in', 'contained refrigeration aluminum', 'half height glass doors']",,,,,"['half door(s), wide']",,,,,
7682701,,,,,,,,,,,,,,,,,,,,,,,['750.00 Pound(s)'],,['60 1'],['timer stainless steel construction'],,,,,,,,['60 minute'],,,,,,,,,,
7686890,,,['refrigerated'],,"['8 l', '60 1', '9 amps']",,,,"['chef base', 'back aluminum']",,,,,,,,,,,,,,"['300 series', '621.00 Pound(s)']",,,"['18 gauge', 'stainless steel']",['nsf ce made in'],,,,,,,"['floor', 'not included']",,,,,"['top', 'drawers']",,,,,
7689551,,,,,"['5 casters', '24 - 37 cu. ft.']",,['one'],,,,,['glass (display)'],,,,,,,,,,,['500.00 Pound(s)'],,,['section self'],,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'glass half doors']",,,,['hinged'],"['half door(s), wide']",,,,,
7692483,,['(2) standard / space saver ovens'],,,,,,,"['ultimate', 'back left 2']",,,,,,,,,,,,"['saver ovens with battery', 'nsf']",,['735.00 Pound(s)'],,,['oven'],,,,,,,,,,"['front left', 'backriser with hi-shelf']",,,"['restaurant', 'burners', 'right standing pilot 2 space', 'per']",,,,,
7696083,,,,,['15 f'],,,,,['one section self contained refrigeration stainless steel'],,,,['standard'],,,,,,,,,['500.00 Pound(s)'],,,,['28'],,,,,,,"['temp freezer', 'half height glass doors']",,['electric condensate evaporator'],,,,,,,,
7696382,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,,,['365.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'half height glass doors']",,,,,"['half door(s), wide']",,['one'],,,
7698479,,,,,,,,,,,,,,,,,,,,,,,['360.00 Pound(s)'],,,"['stainless steel work top', 'exterior front', 'stainless steel']",,,,,,,,"['line freezer', '6 backsplash stainless steel', 'half height field', 'refrigeration']",,['nsf ce etl'],,,"['reinforced', 'legs 1', 'doors']",,,,,
7704143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['packs'],,,,,,,,,,
7704388,,,['chopsticks'],,['9 l'],,,,,,,,,,,,,,,,,,,,,['stainless steel hollow dishwasher'],,,,,,,,['safe'],,,,,,,,,,
7706712,,"['(1) standard oven, (1) cabinet']",,,,,['left standing pilot 1'],,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,['restaurant'],"['burners', 'front', 'back right', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
7706727,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['burners', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['right standing pilot 1 standard', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
7709658,,,['single sided'],,['86 l'],,,,,,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,['buffet shield'],,['top'],,,,,
7713324,,,,,,,,"['2', '2']","['back bar cooler pass', 'back bar cooler pass']",,,"['Glass', 'Glass']",,,,,,,,,['stainless steel'],,"['415.00 Pound(s)', '415.00 Pound(s)']",['25 shallow'],,"['stainless steel', 'stainless steel', 'stainless steel top', 'glass doors']",,,,,,,,"['floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration']",,,,"['stainless steel', 'sliding', 'stainless steel']",['glass doors'],,,,,"['59 - 72 inches', '59 - 72 inches']"
7713751,,,['le chasseur'],,,,,,['black suitable'],['h round with lid'],,,,,,,,,,,,,,,,,,,,,,,,['ceramic halogen and induction'],,,,,['enameled cast iron'],,,,,
7713768,,,,,"['4 qt', '11 l']",,,,['enameled cast iron'],,,,,,,,,,,,,,,,,['rectangular'],,,,,,,,"['terrine 1', 'ceramic halogen and induction']",,,,['chasseur'],['h with lid and handles'],,,,,
7713785,,,,,"['8 qt', '12 1', '2 l']",,,,"['chasseur terrine', 'enameled cast iron']",['h with lid and handles'],,,,,,,,,,,,,,,,"['rectangular', 'suitable']",,,,,,,,['ceramic halogen and induction'],,,,,,,,,,
7713786,,,,,"['4 qt', '11 l']",,,,['enameled cast iron'],,,,,,,,,,,,,,,,,"['rectangular', 'suitable']",,,,,,,,"['terrine 1', 'ceramic halogen and induction']",,,,['chasseur'],['h with lid and handles'],,,,,
7713787,,,,,"['12 1', '2 l']",,,,['enameled cast iron'],['h with lid and handles'],,,,,,,,,,,,,,['8 qt'],,['rectangular'],,,,,,,,"['terrine', 'ceramic halogen and induction']",,,,['chasseur'],,,,,,
7719969,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],['60 4 star saut burners'],['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['ultimate'],"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
7720135,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
7720476,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['left thermostatic', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
7721339,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['left thermostatic', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
7723709,['front'],"['open burners', '(1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['450.00 Pound(s)'],,,['manual'],,,,,,,,['heavy duty'],,,,,['open burners'],,,,,
7727593,,,,,,,,,['rear mounted'],['one section 1 field'],,,,['standard'],,,,,,,,,['240.00 Pound(s)'],,,['stainless steel'],,,,,,,,,,,,,"['line worktop freezer', 'front', 'self contained refrigeration', 'doors']",,,,,
7733377,,,,,,,,,['carbon filter'],,,,,,,,,,,,['ansi'],,,,,,,,,,,,,,,,,,['sediment bad tastes'],,,,,
7733729,,['enameled cast iron suitable'],,,['9 dia'],,,,['chasseur fondue pot'],,,,,,,,,,,,,,,,,,,,,,,,,['ceramic halogen and induction'],,,,,,,,,,
7739249,,"['18 even', '(1) cabinet']",,,,,,,,['heat hot tops'],,,,,,,,,,,,,['525.00 Pound(s)'],,,"['front', 'black']",,,,,,,,"['heavy duty', 'shelves 6']",,,,,"['open cabinet base with stainless steel', 'flue riser black']",,,,,
7741741,,['contained refrigeration stainless steel'],,,['54 - 85 cu. ft.'],,,,['narrow half height solid doors'],,,['solid'],,,,,,,,,,,['830.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,['reach in three'],,,,,['half door(s)'],,,,,
7751440,,,,,['60 l'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7753293,,,,,,,,,,"['tripod style base with 16 7', 'long polycarbonate arms dry', 'pasta includes']",,,,,,,,,,,,,,,,,,,,,,,,['transfer ruler'],,['chrome plated 5'],,,['pasta drying'],,['up'],,,
7753330,,,['linguini'],,,,,,['pasta cutter'],,,,,,,,,,,,,,,,,,,,,,,,,['blade'],,,,,,,,,,
7753331,,,['capellini pasta cutter blade 1'],,,,,,['manual and electric models'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756992,,,,,['0.9 - 1.0 cu. ft. capacity'],,,,['touch control'],,,['push button controls'],,,,,,,,,['stainless steel'],,['123.00 Pound(s)'],,,,,,,,,,,"['touch pads', 'door with tempered', 'ceramic shelf']",,['60 minute'],,,"['levels', 'glass lighted', '4400 total watts']",,,,,['17 - 20 inches']
7757890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hanging hole'],,,,,,,,,,
7762538,,['(2) standard ovens'],,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['oven'],,,,,,,,['standard grates'],,['backriser with hi-shelf'],,['restaurant'],"['standard ovens with battery', 'per']",,,,,
7763287,,['(2) standard ovens'],,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['oven'],,,,,,,,['left standing pilot'],,['backriser with hi-shelf'],,['restaurant'],"['standard ovens with battery', 'per']",,,,,
7763306,,['contained refrigeration stainless steel'],,,['54 - 85 cu. ft.'],,,,['narrow half height solid doors'],,,['solid'],,,,,,,,,,,['905.00 Pound(s)'],,,,,,,,,,,['reach in three'],,,,,['half door(s)'],,,,,
7763503,,['(2) standard ovens'],,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['oven'],,,,,,,,,,['backriser with hi-shelf'],,['restaurant'],"['standard ovens with battery', 'per']",,,,,
7763529,,"['standard ovens', '(2) standard ovens']",,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,['restaurant'],['per'],,,,,
7763564,,"['standard ovens', '(2) standard ovens']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],['60 4 star saut burners'],['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,,"['restaurant', 'per']",,,,,
7769089,,,,,['8'],,,,"['comes with forced air', 'front and sides', 'provide better air flow while the stainless steel insulated hood and lid', 'per shelf', 'standard with clear polycarbonate']",,,['solid'],"['polyethylene', 'nsf']",,,,,,,,"['stainless steel', 'without tools and come']",,['214.00 Pound(s)'],,,"['temperature in', 'galvanized', 'stainless steel', 'plastic', 'friendly cfc free', 'stainless steel', 'epoxy coated shelving']",,,,,,['1/6 Hp'],,"['fresher and maintain', 'food pans and cabinet', 'exterior full length', 'added', 'open feature door openings have', 'this unit comes', 'encased in', 'large fan motor and fan blades', 'per door with clips and adjustable', 'add to this unit s convenience', 'food pans and adaptor bars']",,"['recessed door handle and high impact', 'magnetic door gaskets can be removed']",,"['abs plastic', 'mounted']","['it', 'products at', 'back panel heavy duty stainless steel', 'completely', 'with coved', 'divider', 'wall between', 'complete with a 2 cfc free polyurethane', 'colder and minimize', 'white', 'to clean this unit comes', 'Swing']",,,,,
7771123,,,,,"['60 wide', '8 - 9 pan']",,,,,,,,,,,,,,,,['north america'],,['370.00 Pound(s)'],,,,,,,,,,,,,,,,"['refrigerator', 'deep stainless steel insulated lid and hood front', 'doors']",,,,,"['60"" - 62"" wide']"
7771312,,,,,,['Aluminum'],,,"['easy to stack aluminum', 'multiples']",,,,,,,,,,,,['natural'],,['2.00 Pound(s)'],,,"['aluminum', 'aluminum sheet']",,,,,,,,['pan is'],,,,"['pan non', 'ideal']","['measures', 'made with durable 18 gauge', 'reinforced rim that helps', 'cookies and roasting chicken this', 'solid']",,"['will', '12']",,,
7774472,,"['h backsplash', 'legs with boxed crossrails']",,,"['12 deep', '18 gauge']",['stainless steel'],,,,['back x'],,,,,,,,,,,['nsf'],,"['8""', '158.00 Pound(s)']",,,['stainless steel'],,,,,,,,['open frame'],,['304 series stainless steel'],,,['compartment with right hand'],,,,,
7776510,,,,,,,,,['shallow depth cabinet wide'],,,,,['standard'],,,,,,,,,['885.00 Pound(s)'],,,"['line refrigerator freezer', 'front doors']",,,,,,,,"['reach in three', 'half height solid doors']",,,,,,,,,,
7776589,,['contained refrigeration stainless steel'],,,,,,,,,,,,['shallow'],,,,,,,,,['885.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['line refrigerator freezer', 'reach in three', 'height doors']",,,,,,,,,,
7776603,,['contained refrigeration stainless steel'],,,,,,,,,,,,['shallow'],,,,,,,,,['885.00 Pound(s)'],,,,,,,,,,,"['line refrigerator freezer', 'reach in three', 'height doors']",,,,,,,,,,
7777622,,,,,['10 - 12 pan'],,,,,,,,,,,,,,,,,,['315.00 Pound(s)'],,,"['stainless steel', 'front aluminum']",,,,,,,,,,,,,"['deep pans with', 'top', 'self contained refrigeration', 'drawers']",,['12'],['two section with'],,"['60"" - 62"" wide']"
7777788,,,,,['10 - 12 pan'],,,,['rear mounted'],,,,,,,,,,,,,,['311.00 Pound(s)'],,['two section 12 1'],['front aluminum'],,,,,,,,['top'],,,,,"['deep pans with', 'self contained refrigeration', 'doors']",,['12'],,,"['60"" - 62"" wide']"
7779313,,,,,['3'],,['front'],,['cetlus etl sanitation'],,,,,,,,,,,,,,['950.00 Pound(s)'],,,['sliding'],,,,,,,,"['glass shelves', 'glass rear doors', '2 full', 'end panels with mirror']",,,,,,,,,,
7779402,,,,,['10 - 12 pan'],,,,['accommodates 1'],,,,,,,,,,,,,,"['12 x 20', '319.00 Pound(s)']",,,"['stainless steel', 'front aluminum']",,,,,,,,,,,['two section'],,"['deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'drawers']",,,,,"['60"" - 62"" wide']"
7781985,,,,,,,,,['line worktop freezer'],['field rehingable solid doors stainless steel front'],,,,['standard'],,,,,,,['rear mounted'],,['260.00 Pound(s)'],,,,,,,,,,,['top'],,,,,"['two', 'self contained refrigeration', 'doors']",,,,,
7785720,,,,,,,,,"['line refrigerated base 60 wide', 'reinforced stainless steel work top']",,,,,,,,,,,,,,['425.00 Pound(s)'],,,"['exterior front', 'stainless steel']",,,,,,,,"['6 backsplash stainless steel', 'half height field', 'refrigeration']",,['nsf ce etl'],,,"['legs 1', 'drawers']",,,,,
7786611,,,,,['14 - 16 pan'],,,,['rear mounted'],,,,,,,,,,,,,,['315.00 Pound(s)'],,,['front aluminum'],,,,,,,,['top'],,,['two section 16'],,"['deep pans with', 'self contained refrigeration', 'doors']",,['12'],,,"['60"" - 62"" wide']"
7786901,,,,,['14 - 16 pan'],,,,"['two', 'section with drawers 16']",,,,,,,,,,,,,,['315.00 Pound(s)'],,,"['stainless steel', 'front aluminum']",,,,,,,,,,,,,"['deep pans with', 'top', 'self contained refrigeration', 'drawers']",,['12'],,,"['60"" - 62"" wide']"
7787026,,,,,,,"['cooking', '60']",,,,,['programmable'],,,,,,,,,,,['110.23 Pound(s)'],,,['cetlus etl'],,,,,,,,['fans single point probe internal'],,,,,"['glass panel stainless steel', 'floor model']",,,,,
7792474,['two'],,,,['21 - 24 pan'],,,,['accommodates 1'],,,,,,,,,,,,,,"['12 x 20', '330.00 Pound(s)']",,,"['stainless steel', 'front aluminum']",,,,,,,,,,,,,"['deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'drawers']",,,,,"['60"" - 62"" wide']"
7793077,,,,,['26 full'],['Aluminum'],,,"['meats and potatoes this easy to stack perforated bun', 'multiples']",,,,,,,,,,,,['natural'],,['2.75 Pound(s)'],,,"['size aluminum sheet', 'aluminum', 'size aluminum sheet']",,,['pan'],,,,,['pan is'],,,,['ideal'],"['measures', 'made with durable 18 gauge', 'reinforced rim that helps', 'deliciously crispy food the', 'perforated']",,"['will', '12']",,,
7797050,,,,,,,,,,,,,,['standard'],,,,,,,,,['825.00 Pound(s)'],,,['section stainless steel'],,,,,,,,"['line', 'narrow full']",,,,['heated cabinet'],,,,,,
7797071,,,['bus cart panels doors and back panels only for'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7801510,,['legs ecosmart culus'],,,"['48 l', 'heated full']",,['ansi'],,['eph'],,,,,,,,,,,,,,['380.00 Pound(s)'],,,,,,,,,,,"['display', 'work shelf', 'thermostat indicator lights holds various']",,['stainless steel'],,,['sliding doors'],,,,,
7805019,,,,,,,['company additional search keywords'],,['stem'],,,,,,,,,,,,,,,,,"['assembly', 'not manufactured or authorized']",,,,,,,,"['brass faucets', 'compliant fits central', 'compliant this product']",,,,['not owned'],['replacement'],,,,,
7805500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hose connector allows'],,,,,,,,,,
7806824,,,,,['10 - 23 cu. ft.'],,,,,,,['solid'],,,,,,,,,['one'],,['385.00 Pound(s)'],,,['section self'],,,,,,,,"['reach in', 'contained refrigeration stainless steel', 'half height solid doors']",,,,,"['half door(s), wide']",,,,,
7806870,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,['one'],,['390.50 Pound(s)'],,,['section self'],,,,,,,,"['reach in', 'contained refrigeration stainless steel']",,,,,"['full height glass door exterior digital thermometer 6 stainless steel', 'legs']",,,,,
7808125,,,,,['not be'],,['well'],,,,,,,,,,,,,,['pan'],,,,,"['laminate or corian', 'cold', 'cold']",,,['pan 48 refrigerated'],,,,,['shelf'],,"['stainless fits signature server with stainless steel', '46 beverage counter']",,['48 bain'],['shelf'],['48 nsf7'],,,,
7809297,,,,,,,['lighting'],,['display refrigerator'],['field rehingable glass doors led'],,,,,,,,,,,['two'],,['255.00 Pound(s)'],,,"['stainless steel front aluminum subtop sides', 'front breathing rear mounted']",,,,,,,,,,,,,"['self contained refrigeration', 'reach-in, with sub-top', 'doors']",,,,,
7810160,,,,,,,['stainless steel'],,['rear mounted'],['field rehingable'],,,,,,,,,,,,['one section 1'],['235.00 Pound(s)'],,,['front aluminum subtop sides'],,,,,,,,,,,,,"['display refrigerator', 'self contained refrigeration', 'reach-in, with sub-top', 'doors']",,,,,
7820964,,['cooking surface'],,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['2 burners', 'solid state', 'aluminized steel burners', 'front']",,,,,,,,"['duty griddle', 'splashes']",,"['thick steel', 'thermostat every']",,['stainless steel'],"['atmospheric type', 'electronic', 'knob guards 1 drawer', 'nsf csa']",,,,,
7820969,,,,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,['front'],,,,,,,,['splashes'],,['thermostat every'],['solid state'],"['irx infrared', 'stainless steel']","['burners', 'knob guards 1 drawer']",,,,,
7821054,,,,,,,['stainless steel'],,['rear mounted'],['field rehingable'],,,,,,,,,,,,['one section 1'],['180.00 Pound(s)'],,,['front aluminum subtop sides'],,,,,,,,['27 wide'],,,,,"['display refrigerator', 'self contained refrigeration', 'reach-in, with sub-top', 'doors']",,,,,
7821502,,['cooking surface'],,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['solid state', 'aluminized steel burners', 'front']",,,,,,,,"['duty griddle', 'splashes']",,,,"['burners', 'stainless steel']","['atmospheric type', 'electronic', 'knob guards 1 drawer']",,,,,
7821507,,,,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['solid state', 'front']",,,,,,,,['splashes'],,,,"['burners', 'stainless steel']","['irx infrared burner', 'knob guards 1 drawer']",,,,,
7822004,,['cooking surface'],,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,['front'],,,,,,,,['splashes'],,"['thick steel', 'thermostat every']",['solid state'],"['irx infrared', 'stainless steel']","['duty griddle', 'burners', 'knob guards 1 drawer']",,,,,
7822096,,['cooking surface'],,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['aluminized steel burners', 'front']",,,,,,,,"['duty griddle', 'splashes']",,"['thick steel', 'thermostat every']",['solid state'],['stainless steel'],"['burners', 'atmospheric type', 'electronic', 'knob guards 1 drawer']",,,,,
7823163,,['cooking surface'],,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['5 burners', 'stainless steel']",,,['front sides'],,,,,"['duty griddle', 'splashes']",,"['thick steel', 'thermostat every']",['solid state'],['irx infrared'],['knob guards'],,,,,
7823176,,,,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['aluminized steel burners', 'stainless steel']",,,['front sides'],,,,,"['solid state thermostat every', 'splashes']",,,,,"['atmospheric type', 'electronic', 'knob guards']",,,,,
7823687,,,,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['solid state', 'stainless steel']",,,['front sides'],,,,,['splashes'],,['thermostat every'],,['irx infrared'],['knob guards'],,,,,
7823695,,,,,,,['ledge front grease'],,,,,,,,,,,,,,,,,,,"['solid state', 'aluminized steel burners', 'stainless steel']",,,['front sides'],,,,,['splashes'],,['thermostat every'],,,"['atmospheric type', 'electronic', 'knob guards']",,,,,
7825454,,,,,"['5 casters', '38 - 53 cu. ft.']",,,,,,,['glass (display)'],,,,,,,,,,,['660.00 Pound(s)'],,,['section self'],,,,,,,,"['refrigerator', 'contained refrigeration stainless steel']",,,,,"['two', 'full height sliding', 'glass doors']",,,,,
7827742,,['digital thermostat and'],,,,,,,,,,['thermostat / solid state'],,,,,,,['Energy Star'],,,,['230.00 Pound(s)'],['120v 60'],,"['stainless steel', 'with']",,,,,,,,"['cooking surface', 'cord plug energy star replaces']",,,,,['legs'],,,,,
7827782,,['digital thermostat and'],,,,,,,,,,['thermostat / solid state'],,,,,,,['Energy Star'],,,,['230.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['cooking surface', 'cabinet']",,"['cord plug energy star replaces', 'ggf1201b2400 s2']",,,['natural gas'],,,,,
7831320,,['legs not included'],,,,,,,['temperature range 140 500 f 2 speed fan 3'],,,['digital controls'],,,,,,,['ENERGY STAR®'],,['thermostat control'],,['470.00 Pound(s)'],,,['glass door'],,,,,,,,"['pan capacity stainless steel', 'cetlus']",,,,,"['electric full size single deck electronic', 'floor model']",,,,,
