viaf_id,viaf_birthdate,viaf_deathdate,viaf_gender,viaf_name,viaf_work,viaf_uri
viaf_6010,1704-02-12,1772-03-26,male,Charles Pinot Duclos,"Duclos, Charles Pinot-,	 Duclos, Charles Pinot	 Histoire de Madame de Luz",http://viaf.org/viaf/66731528
viaf_6011,1966-08-10,,male,Christian Bök,"Bök, Christian,	 Xenotext	 Crystallography",http://viaf.org/viaf/56843291
viaf_6012,1940-04-10,,male,Clark Blaise,"Resident alien	 Time lord : the remarkable Canadian who missed his train, and changed the world	 Tribal justice",http://viaf.org/viaf/7439147
viaf_6013,1910-02-04,2003-04-26,male,David Lavender,"Lavender, David,",http://viaf.org/viaf/56737542
viaf_6014,1944-08-27,,male,Dennis Cooley,,http://viaf.org/viaf/32011503
viaf_6015,1895-05-08,1972-06-12,male,Edmund Wilson,"Wilson, Edmund,	 Memoirs of Hecate County	 I thought of Daisy	 Patriotic gore	 Scrolls from the Dead Sea",http://viaf.org/viaf/61553881
viaf_6016,1887-05-15,1959-01-03,male,Edwin Muir,"Structure of the novel	 Prose works.	 Poems	 Muir, Edwin,",http://viaf.org/viaf/41875982
viaf_6017,1828-02-12,1909-05-18,male,George Meredith,"Diana of the crossways.	 Tragic comedians	 Meredith, George,	 Lord Ormont And His Aminta	 The ordeal of Richard Feverel.	 Meredith, George	 The egoist	 Meredith, George (1828-1909).",http://viaf.org/viaf/14773801
viaf_6018,1916-03-04,2000-04-13,male,Giorgio Bassani,"Storie ferraresi	 Bassani, Giorgio (1916-2000).	 Airone	 Dietro la porta	 Occhiali d'oro.	 Bassani	 Cinque Storie Ferraresi	 Odore del fieno	 Dentro le mura",http://viaf.org/viaf/108729325
viaf_6019,1934-08-09,,male,Graeme Gibson,Perpetual motion	 Gentleman death : a novel,http://viaf.org/viaf/111843547
viaf_6020,1908-02-13,1986-06-04,female,Helen Gardner,Art of t.s. eliot	 In defence of the imagination,http://viaf.org/viaf/100213876
viaf_6021,1870-01-03,1946-03-20,,Henry Handel Richardson,"Young cosima	 Getting of wisdom	 Richardson, Henry Handel,	 Way home	 Ultima Thule	 Richardson, Henry Handel",http://viaf.org/viaf/59091257
viaf_6022,1936-01-28,,male,Ismail Kadare,"Pasardhësi : roman	 Aksidenti : roman	 Kadare,, Ismail.	 Prilli i thyer	 Kronikë në gur : roman	 Kadare, Ismail.	 Kush e solli Doruntinën : roman	 Koncert në fund të dimrit : roman	 Gjenerali i ushtërisë së vdekur	 Tri këngë zie për Kosovën : novela",http://viaf.org/viaf/97033239
viaf_6023,1719-10-17,1792-09-25,male,Jacques Cazotte,"Diable amoureux et autres écrits fantastiques	 Mille et une fadaises	 Cazotte, Jacques	 Lord impromptu",http://viaf.org/viaf/8698
viaf_6024,1819-02-22,1891-08-12,male,James Russell Lowell,"Old English dramatists.	 Poems.	 Lowell, James Russell,",http://viaf.org/viaf/29549920
viaf_6025,1700-09-11,1748-08-27,male,James Thomson,"Alfred	 Sophonisba	 Works	 The castle of indolence	 Seasons	 Coriolanus	 Summer	 Spring A poem	 Thomson, James,	 Part 2",http://viaf.org/viaf/14778969
viaf_6026,1614-12-25,1654-12-05,male,Jean-François Sarasin,"Sarasin, Jean-François,	 Conspiration de Walstein	 Conspiración de Waldstein",http://viaf.org/viaf/2530038
viaf_6027,1952-02-21,,male,Jeff Shaara,Last full measure	 Final storm : a novel of the war in the pacific	 Rising tide : a novel of world war ii	 Gods and generals,http://viaf.org/viaf/92752529
viaf_6028,1932-05-07,2018-01-08,female,Jenny Joseph,"Joseph, Jenny,",http://viaf.org/viaf/113868591
viaf_6029,1936-10-07,,female,Joanna M. Glass,Woman wanted	 Reflections on a mountain summer	 To grandmother's house we go : a play in two acts,http://viaf.org/viaf/47561294
viaf_6030,1692-02-29,1763-09-26,male,John Byrom,"Byrom, John,",http://viaf.org/viaf/52488399
viaf_6031,1793-07-13,1864-05-20,male,John Clare,"Works.	 Clare, John,	 Poems.",http://viaf.org/viaf/51703338
viaf_6032,1957-04-10,2006-09-25,male,John M. Ford,Dragon waiting : a masque of history	 Web of angels	 Final reflection	 How much for just the planet?,http://viaf.org/viaf/620469
viaf_6033,1953-11-05,,female,Joyce Maynard,The usual rules	 To die for	 Baby love	 Labor Day	 Looking back	 Best of us : a memoir	 At Home in the World	 Under the influence	 Good daughters	 After her,http://viaf.org/viaf/265385372
viaf_6034,1906-11-18,1949-05-21,male,Klaus Mann,"Der Wendepunkt	 Flucht in den Norden	 Speed	 Mann	 Mann, Klaus	 Alexander	 Symphonie pathétique	 Der fromme Tanz	 Mann, Klaus,",http://viaf.org/viaf/56613409
viaf_6035,1950-07-02,,female,Lee Maracle,"Essais.	 Goodbye Snauq	 Maracle, Lee,",http://viaf.org/viaf/25511009
viaf_6036,1970-01-24,,female,Lynn Coady,Antagonist	 Saints of Big Harbour,http://viaf.org/viaf/81079630
viaf_6037,1634-03-18,1693-05-25,female,Marie-Madeleine Pioche de La Vergne de La Fayette,"La princesse de Clèves	 Princesse de Clèves.	 La vie de la Princesse d'Angleterre	 La Fayette	 La Fayette,	 Mémoires de la cour de France pour les années 1688 et 1689	 La comtesse de Tende	 La Fayette, Marie-Madeleine Pioche de La Vergne de",http://viaf.org/viaf/95237212
viaf_6038,1928-06-10,2012-05-08,male,Maurice Sendak,"Outside over there	 Sendak, Maurice.	 Where the wild things are	 Pierre	 Sign on rosie's door	 Higglety pigglety pop! or, There must be more to life	 Sendak, Maurice",http://viaf.org/viaf/96213928
viaf_6039,1947-04-08,,male,Michael Albert,Trajectory of change : activist strategies for social transformation	 Moving forward : program for a participatory economy	 Realizing hope : life beyond capitalism	 Parecon : life after capitalism,http://viaf.org/viaf/76369894
viaf_6040,1905-05-24,1984-02-21,male,Mikhaïl Aleksandrovitch Cholokhov,"Tichij Don	 Sholokhov, Mikhail Aleksandrovich,	 Tihij Don	 Šolochov, Michail A.	 Поднятая целина	 Oni srazhalisʹ za rodinu	 Slovo o rodine	 Sud'ba čeloveka	 Le Don paisible",http://viaf.org/viaf/94750009
viaf_6041,1955-04-19,,male,Neil Bissoondath,Digging up the mountains : selected stories	 Innocence of age	 Doing the heart good	 Unyielding clamor of the night	 Worlds within her	 On the eve of uncertain tomorrows	 Casual brutality	 Clameur des ténèbres	 Soul of all great designs : a novel,http://viaf.org/viaf/68950643
viaf_6042,1858-08-09,1928-03-05,male,Charles-Paul-Marie Sabatier,Speculum perfectionis	 Fioretti di san francesco	 Vie de S. François d'Assise	 À propos de la séparation des églises & de l'état	 Modernistes	 Vie de Saint François d'Assise	 Orientation religieuse de la france actuelle,http://viaf.org/viaf/19824682
viaf_6043,1833-05-05,1900-01-23,male,Richard Watson Dixon,"Dixon, Richard Watson,",http://viaf.org/viaf/66591
viaf_6044,1746-01-25,1830-12-31,female,Stéphanie Félicité Genlis,"Inès de Castro	 Genlis, Stéphanie Félicité,	 Chevaliers du Cygne.	 Annales de la vertu, ou, Cours d'histoire à l'usage des jeunes personnes.	 Batuecas	 Veillées du chateau	 Souvenirs de Félicie	 Précis de la conduite de Madame de Genlis.",http://viaf.org/viaf/71391471
viaf_6045,1935-03-08,,female,Sylvia Fraser,My Father's House	 Ancestral suitcase	 My father's house : a memoir of incest and of healing,http://viaf.org/viaf/79350002
viaf_6046,1799-05-23,1845-05-03,male,Thomas Hood,"Before I go to sleep	 Hood, Thomas,	 Works.",http://viaf.org/viaf/71512169
viaf_6047,1835-01-19,1874-11-20,male,Tom Hood,,http://viaf.org/viaf/3386370
viaf_6048,1893-12-29,1970-03-29,female,Vera Brittain,"Born 1925 : a novel of youth	 Account rendered	 England's hour	 Honourable estate : a novel of transition	 Brittain, Vera",http://viaf.org/viaf/17265870
viaf_6049,1830-02-28,1909-04-13,male,Whitley Stokes,"The tripartite life of Patrick.	 Stokes, Whitley,	 Togail bruidne da'Derga. The destruction of da'Derga's hostel",http://viaf.org/viaf/39462509
viaf_6050,1885-11-05,1981-11-07,male,William Durant,"Durant, Will,	 Mansions of philosophy.	 Life of Greece	 Story of civilization	 Story of philosophy: the lives and opinions of the great philosophers of the western world	 Greatest minds and ideas of all time",http://viaf.org/viaf/41839540
viaf_6051,1947-04-29,,male,Yusef Komunyakaa,"Dien Cai Dau	 Komunyakaa, Yusef.",http://viaf.org/viaf/32006129
viaf_6052,1873-01-07,1914-09-05,male,Charles Péguy,"Péguy	 Le mystère de la charité de Jeanne d'Arc	 Notre jeunesse	 Clio, dialogue de l'histoire et de l'âme pai͏̈enne	 Péguy, Charles,	 Présentation de la beauce a Notre Dame de Chartres	 Péguy, Charles	 Mystère des saints innocents",http://viaf.org/viaf/7395351
viaf_6053,1930-05-24,,male,Hans-Martin Linde,"Linde, Hans-Martin	 Serenade,	 Handbuch des Blockflötenspiels	 Kleine Anleitung zum verzieren alter Musik	 Neuzeitliche Übungsstücke für die Altblockflöte	 Music for a bird	 Linde, Hans-Martin,",http://viaf.org/viaf/7574522
viaf_6054,1870-09-07,1938-08-25,male,Aleksandr Ivanovich Kuprin,"Reka zhizni : povesti i rasskazy	 Poedinok	 Суламиѳь	 Gambrinus	 Molokh	 Белый пудель	 Олеся : роман, повесть, рассказы	 Гранатовый браслет	 I︠A︡ma	 Izbrannye sochinenii︠a︡",http://viaf.org/viaf/44330008
viaf_6055,1931-07-10,,,Alice Munro,"Open secrets	 Moons of jupiter : stories	 Dear life	 Runaway : stories	 Too much happiness	 Munro	 Munro, Alice,	 Boys and girls	 Love of a good woman : stories",http://viaf.org/viaf/68944521
viaf_6056,1899-11-19,1979-02-09,male,Allen Tate,Fathers	 Poems.	 Poems	 Essays.,http://viaf.org/viaf/44325423
viaf_6057,1949-12-25,,female,Anne Spielberg,,http://viaf.org/viaf/14981211
viaf_6058,1657-10-02,1725-05-19,male,Hakuseki Arai,"南島志 : [2卷	 読史余論	 Honchō gunki kō	 折たく柴の記	 Arai, Hakuseki,",http://viaf.org/viaf/50022747
viaf_6059,1934-03-13,,male,Barry Hughart,,http://viaf.org/viaf/18288315
viaf_6060,1935-02-08,,female,Bernice Morgan,Topography of love.	 Random passage	 Waiting for time,http://viaf.org/viaf/23004018
viaf_6061,1925-06-13,2017-04-01,male,Burton Watson,Han-Feizi	 China at last.	 Songs from my heart	 Early Chinese literature	 Lotus sutra	 Ssu-ma Chʻien grand historian of China,http://viaf.org/viaf/272548034
viaf_6062,1613-04-01,1703-09-29,male,Charles de Marguetel de Saint-Denis Saint-Évremond,"Saint-Evremond,	 Saint-Évremond, Charles de Marguetel de Saint-Denis (1613-1703 ; seigneur de).",http://viaf.org/viaf/192407953
viaf_6063,1953-12-18,,male,Daniel Poliquin,"Poliquin, Daniel,	 Visions de Jude : roman	 Nouvelles	 Obomsawin	 Homme de paille : roman	 Vol de l'ange : roman	 Roman colonial	 Écureuil noir : roman",http://viaf.org/viaf/66490016
viaf_6064,1913-12-08,1966-07-11,male,Delmore Schwartz,World is a wedding	 In dreams begin responsibilities and other stories	 Ego is always at the wheel : bagatelles,http://viaf.org/viaf/36934167
viaf_6065,1868-08-23,1950-03-05,male,Edgar Lee Masters,"Spoon river anthology	 Masters, Edgar Lee,	 Spoon River anthology.",http://viaf.org/viaf/27068379
viaf_6066,1892-04-04,1923-06-26,female,Edith Södergran,"Samlade dikter	 Södergran	 Ediths brev	 Edith Södergrans dikter	 Landet som icke är	 Södergran, Edith,",http://viaf.org/viaf/27108529
viaf_6067,1947-02-06,,male,Eric Flint,In the heart of darkness	 1632	 Tyrant	 1633,http://viaf.org/viaf/45432081
viaf_6068,1955-04-17,,female,Erin Mouré,"Little theatres.	 O Cadoiro	 Mouré, Erin,",http://viaf.org/viaf/22186962
viaf_6069,1849-07-19,1906-12-09,male,Ferdinand Brunetière,Manuel de l'histoire de la littérature française	 Science et la religion,http://viaf.org/viaf/29605167
viaf_6070,1932-08-11,,male,Fernando Arrabal,"Enterrement de la sardine	 Théâtre bouffe	 Arrabal, Fernando,	 Arrabal, Fernando (1932-....).	 Le cimetière des voitures	 Torre herida por el rayo	 Viva la muerte	 Baal Babylone	 Pierre de la folie",http://viaf.org/viaf/56605121
viaf_6071,1761-09-18,1836-10-27,male,François Juste Marie Raynouard,Les Templiers	 Raynouard,http://viaf.org/viaf/59088344
viaf_6072,1559,1634-05-12,male,George Chapman,"Widow's tears	 Chapman, George,	 Eastward hoe.	 Chabot	 Conspiracie and tragedy of Charles, Duke of Byron, Marshall of France	 Ovid's banquet of Sence	 Chapman, George	 Eastward hoe",http://viaf.org/viaf/41879013
viaf_6073,1888-02-20,1948-07-05,male,Georges Bernanos,"France contre les robots	 Nouvelle histoire de Mouchette	 Bernanos, Georges (1888-1948).	 Joie	 Crime	 Sous le soleil de Satan	 Bernanos, Georges,	 Bernanos	 L'imposture",http://viaf.org/viaf/44295297
viaf_6074,1925-02-22,,male,Gerald Stern,Poems.,http://viaf.org/viaf/116108024
viaf_6075,1946-04-29,2005-01-04,male,Humphrey Carpenter,"Mr Majeika	 J.R.R. Tolkien : a biography	 Serious character : the life of ezra pound	 Jesus	 Carpenter, Humphrey.	 Oxford companion to children's literature	 Geniuses together : American writers in Paris in the 1920s",http://viaf.org/viaf/41837660
viaf_6076,1956-05-20,,male,Ingvar Ambjørnsen,Elling	 Innocentia Park	 Arven etter onkel Rin-Tin-Tei	 Elsk meg i morgen : roman	 Dronningen sover : fortelling	 Utsikt til paradiset	 Hvite niggere : roman	 Dukken i taket : roman	 Brødre i blodet : roman	 Fugledansen : roman,http://viaf.org/viaf/73891026
viaf_6077,1920-06-11,1993-05-05,male,Irving Howe,"William Faulkner, a critical study	 Trotsky	 Politics and the novel.",http://viaf.org/viaf/108241502
viaf_6078,1954-08-01,,male,James Gleick,"Isaac Newton	 Gleick, James	 Chaos	 Genius : the life and science of Richard Feynman	 Time travel : a history	 Faster : the acceleration of just about everything",http://viaf.org/viaf/51721740
viaf_6079,1930-05-27,,male,John Barth,"Barth	 Barth, John	 Sabbatical : a romance	 The tidewater tales	 The lost in funhouse	 End of the road	 The last voyage of Somebody the Sailor",http://viaf.org/viaf/85932912
viaf_6080,1909-04-08,1983-05-08,male,John Fante,"Ask the dust	 Wait until spring, Bandini	 Wine of youth	 Brotherhood of the grape	 Full of life	 Fante, John	 My dog Stupid	 1933 was a bad year	 Dreams from Bunker Hill	 West of Rome",http://viaf.org/viaf/32008159
viaf_6081,1900-10-26,1941-04-24,female,Karin Maria Boye,Kris	 Kallocain roman från 2000-talet	 För trädets skull	 Dikter	 Astarte	 Hon som bär templet	 Kallocain,http://viaf.org/viaf/76330437
viaf_6082,1933-05-25,,male,Leonard Kriegel,,http://viaf.org/viaf/97975727
viaf_6083,1895-10-19,1990-01-26,male,Lewis Mumford,"From the ground up : observations on contemporary architecture, housing, highway building, and civic design	 Highway and the city	 Myth of the machine	 Condition of man	 Herman Melville	 Technics and civilization	 Brown decades; a study of the arts in america, 1865-1895	 City in history: its origins, its transformations, and its prospects	 Story of utopias",http://viaf.org/viaf/12312890
viaf_6084,1944-10-10,,female,Linda Rogers,Frankie Zapper and the disappearing teacher,http://viaf.org/viaf/64243306
viaf_6085,1810-05-23,1850-07-19,female,Sarah Margaret Fuller Ossoli,"Great lawsuit : man versus men, woman versus women	 Woman and the myth.	 Summer on the lakes in 1843	 Fuller, Margaret	 Fuller, Margaret,",http://viaf.org/viaf/9866789
viaf_6086,1908-08-28,1995-11-17,female,Marguerite Young,"Miss MacIntosh, my darling.",http://viaf.org/viaf/79126873
viaf_6087,1823-12-06,1900-10-28,male,Max Müller,"India, what can it teach us?	 Lectures on the science of language	 Auld lang syne	 Müller, F. Max	 Comparative mythology	 Lectures on the origin and growth of religion	 Science of thought	 Natural religion	 Introduction to the science of religion	 Lectures on the origin and growth of religion as illustrated by the religions of India",http://viaf.org/viaf/9893606
viaf_6088,1893-07-07,1981-12-29,male,Miroslav Krleza,Aretej	 Gospoda Glembajevi	 Krleža	 Povratak Filipa Latinovicza	 Novele	 Mala biblioteka Miroslava Krleže	 Zastave	 Banket u Blitvi	 Na rubu pameti : roman	 Balade Petrice Kerempuha,http://viaf.org/viaf/101793621
viaf_6089,1652,1715-07-30,male,Nahum Tate,"The ingratitude of a common-wealth	 Tate, Nahum,	 History of King Lear.	 New version of the Psalms of David.	 Dido and Aeneas",http://viaf.org/viaf/29545787
viaf_6090,1903-10-17,1940-12-22,male,Nathanael West,"Dream life of balso snell	 Complete works of nathanael west	 West, Nathanaël, 1903-1940.	 Cool million	 The day of the locust",http://viaf.org/viaf/31963900
viaf_6091,1919-06-19,2001-09-02,female,Pauline Kael,"5001 nights at the movies : a guide from A to Z	 When the Lights Go Down	 Kiss kiss bang bang	 Kael, Pauline.	 State of the art	 Hooked",http://viaf.org/viaf/108830785
viaf_6092,1947-03-06,,male,Peter Finch,Poems.,http://viaf.org/viaf/84505789
viaf_6093,1880-08-12,1943-10-07,,Radclyffe Hall,"Well of loneliness	 Sixth beatitude	 Saturday life	 Adam's breed	 Hall, Radclyffe",http://viaf.org/viaf/41960584
viaf_6094,1884-08-08,1933-01-29,female,Sara Teasdale,"Teasdale, Sara,",http://viaf.org/viaf/45098494
viaf_6095,1936-04-19,,female,Sharon Pollock,"Pollock, Sharon	 Blood relations	 Plays.",http://viaf.org/viaf/34673422
viaf_6096,1965-02-12,,male,Shyam Selvadurai,Swimming in the monsoon sea	 Funny boy	 Cinnamon gardens,http://viaf.org/viaf/85414581
viaf_6097,1927-12-28,2001-05-12,male,Simon Raven,"Raven, Simon,	 The Rich Pay Late	 Doctors wear scarlet: a romantic tale	 Friends in low places",http://viaf.org/viaf/79142220
viaf_6098,1921-10-16,2003-12-03,,Sita Ram Goel,"Goel, Sita Ram	 Sekyūlarijma, rāshṭradroha kā dusarā nāma.",http://viaf.org/viaf/74686550
viaf_6099,1961-11-18,,male,Steven Moffat,,http://viaf.org/viaf/78803816
viaf_6100,1733-09-13,1817-04-17,male,Genpaku Sugita,"Sugita, Genpaku,	 Works.	 Isai nichiroku",http://viaf.org/viaf/69768333
viaf_6101,1803-12-06,1885-04-08,female,Susanna Moodie,"Roughing it in the bush	 Roughing it in the bush or, Forest life in Canada",http://viaf.org/viaf/20989
viaf_6102,1954-09-30,,female,Sylvia McNicoll,Dying to go viral	 Beauty returns	 Survival,http://viaf.org/viaf/46104776
viaf_6103,1899-06-11,1972-04-16,male,Yasunari Kawabata,"Meijin	 Nemureru bijo	 Izu no odoriko	 Kawabata, Yasunari	 千羽鶴	 Kawabata	 古都	 Yama-no-oto	 眠れる美女",http://viaf.org/viaf/97450170
viaf_6104,1818-04-06,1870-07-30,male,Aasmund Olavsson Vinje,"Vinje, Aasmund Olavsson,",http://viaf.org/viaf/36974188
viaf_6105,1837-12-28,1882-03-08,male,A. E. Kroeger,,http://viaf.org/viaf/59448053
viaf_6106,1939-12-15,,male,Alan Armstrong,Whittington,http://viaf.org/viaf/17514103
viaf_6107,1863-01-19,1949-01-19,male,Aleksandr Serafimovich,"Tri druga : rasskazy	 Gorod v stepi	 Serafimovitch, Aleksandr Serafimovitch (1863-1949).	 Железный поток	 Zeleznyj potok",http://viaf.org/viaf/27071548
viaf_6108,1888-03-16,1917-08-13,male,Alexei Mateevici,"Mateevici, Alexei,",http://viaf.org/viaf/22207114
viaf_6109,1961-06-18,,female,Angela Johnson,I dream of trains	 First part last	 Cool moonlight	 Heaven,http://viaf.org/viaf/28265992
viaf_6110,1955-03-15,,male,Apirana Taylor,"Taylor, Apirana.",http://viaf.org/viaf/244855786
viaf_6111,1929,2014-09-20,male,Ashok Ramchandra Kelkar,,http://viaf.org/viaf/91941437
viaf_6112,1900-03-06,1973-05-18,male,Abraham Shlonsky,Евгений Онегин	 Zemer,http://viaf.org/viaf/51842906
viaf_6113,1920-01-31,2016-06-20,female,Benoîte Groult,Féminisme au masculin	 Mon évasion.	 Histoire d'une évasion	 Groult	 Vaisseaux du cœur : roman	 JOURNAL A QUATRE MAINS	 Le Feminin Pluriel	 Les Trois Quarts Du Temps	 Touche étoile	 Ainsi soit-elle,http://viaf.org/viaf/46977885
