"birthdate","deathdate","label","work","gender","uri"
"+1925-07-21T00:00:00Z","+1992-03-03T00:00:00Z","Martin Camaj","","male","http://www.wikidata.org/entity/Q459607"
"+1947-01-01T00:00:00Z","","Martin Walker","","male","http://www.wikidata.org/entity/Q1806611"
"+1908-08-08T00:00:00Z","+1988-08-08T00:00:00Z","Martiros Kavoukjian","","male","http://www.wikidata.org/entity/Q4131351"
"+1957-05-29T00:00:00Z","","Martín Caparrós","","male","http://www.wikidata.org/entity/Q457402"
"+1946-01-01T00:00:00Z","","Mary Lawson","","female","http://www.wikidata.org/entity/Q6780053"
"+1805-01-01T00:00:00Z","+1848-01-01T00:00:00Z","Mastoureh Ardalan","","female","http://www.wikidata.org/entity/Q464670"
"+1929-03-13T00:00:00Z","+2018-06-06T00:00:00Z","Mateja Matevski","","male","http://www.wikidata.org/entity/Q80358"
"+1973-11-20T00:00:00Z","","Matias Faldbakken","","male","http://www.wikidata.org/entity/Q481331"
"+1909-09-08T00:00:00Z","+1938-05-31T00:00:00Z","Max Blecher","","male","http://www.wikidata.org/entity/Q660670"
"+1967-00-00T00:00:00Z","","Meike Ziervogel","","female","http://www.wikidata.org/entity/Q16211404"
"+1959-05-08T00:00:00Z","+2014-10-02T00:00:00Z","Michael Goldberg","","male","http://www.wikidata.org/entity/Q18206169"
"+1952-11-09T00:00:00Z","","Michael Hiltzik","","male","http://www.wikidata.org/entity/Q6831149"
"+1983-09-01T00:00:00Z","","Michael Lista","","male","http://www.wikidata.org/entity/Q6832263"
"+1949-09-24T00:00:00Z","","Michel Ferracci-Porri","","male","http://www.wikidata.org/entity/Q981937"
"+1943-12-02T00:00:00Z","","Michiel Heyns","","male","http://www.wikidata.org/entity/Q6837385"
"+1908-09-07T00:00:00Z","+2008-02-15T00:00:00Z","Mildred Grosberg Bellin","","female","http://www.wikidata.org/entity/Q6850974"
"+1907-01-27T00:00:00Z","+1974-04-12T00:00:00Z","Mirdza Ķempe","","female","http://www.wikidata.org/entity/Q830087"
"+1926-06-06T00:00:00Z","+2004-11-23T00:00:00Z","Miriam Schlein","","female","http://www.wikidata.org/entity/Q6873413"
"+1889-01-01T00:00:00Z","+1936-01-01T00:00:00Z","Mohammad Lutfur Rahman","","male","http://www.wikidata.org/entity/Q6892154"
"+1894-04-08T00:00:00Z","+1989-02-21T00:00:00Z","Mulk Raj Saraf","","male","http://www.wikidata.org/entity/Q20685441"
"+1878-03-12T00:00:00Z","+1915-04-06T00:00:00Z","Musa Ćazim Ćatić","","male","http://www.wikidata.org/entity/Q1279812"
"+1880-11-29T00:00:00Z","+1949-02-01T00:00:00Z","N. D. Cocea","","male","http://www.wikidata.org/entity/Q328201"
"+1929-01-01T00:00:00Z","+2013-06-01T00:00:00Z","Nada Inada","","male","http://www.wikidata.org/entity/Q6957387"
"+1897-11-01T00:00:00Z","+1999-01-11T00:00:00Z","Naomi Mitchison","","female","http://www.wikidata.org/entity/Q461571"
"+1916-08-18T00:00:00Z","+2018-01-25T00:00:00Z","Neagu Djuvara","","male","http://www.wikidata.org/entity/Q672846"
"+1973-07-16T00:00:00Z","","Neena Haridas","","female","http://www.wikidata.org/entity/Q17708903"
"+1907-08-01T00:00:00Z","+1978-02-06T00:00:00Z","Nicholas Freeston","","male","http://www.wikidata.org/entity/Q16008374"
"+1934-06-29T00:00:00Z","+2004-00-00T00:00:00Z","Nisar Ahmed Faruqi","","male","http://www.wikidata.org/entity/Q7040167"
"+1928-02-15T00:00:00Z","+2014-12-12T00:00:00Z","Norman Bridwell","","male","http://www.wikidata.org/entity/Q3878461"
"+1941-12-29T00:00:00Z","+2007-02-02T00:00:00Z","Oh Kyu-won","","male","http://www.wikidata.org/entity/Q12607740"
"+1907-11-15T00:00:00Z","+1985-11-18T00:00:00Z","Orton Sutherland Hintz","","male","http://www.wikidata.org/entity/Q7105099"
"+1887-01-07T00:00:00Z","+1953-03-23T00:00:00Z","Oskar Luts","","male","http://www.wikidata.org/entity/Q2005705"
"+1973-03-12T00:00:00Z","","Pablo Andrés Illanes Tapia","","male","http://www.wikidata.org/entity/Q6056098"
"+1931-04-20T00:00:00Z","+2013-07-04T00:00:00Z","Pamela Ropner","","female","http://www.wikidata.org/entity/Q7129254"
"+1440-01-01T00:00:00Z","+1484-01-01T00:00:00Z","Paolo Marsi","","male","http://www.wikidata.org/entity/Q16853923"
"+1945-07-30T00:00:00Z","","Patrick Modiano","La Place de l'Étoile	Les Boulevards de ceinture	Missing Person	Un pedigree","male","http://www.wikidata.org/entity/Q222944"
"+1860-02-20T00:00:00Z","+1918-12-23T00:00:00Z","Paul Margueritte","","male","http://www.wikidata.org/entity/Q2988469"
"+1948-01-01T00:00:00Z","","Pauline Holdstock","","female","http://www.wikidata.org/entity/Q1751106"
"+1949-10-06T00:00:00Z","","Penny Junor","","female","http://www.wikidata.org/entity/Q7164394"
"+1866-09-29T00:00:00Z","+1960-02-18T00:00:00Z","Per Hallström","","male","http://www.wikidata.org/entity/Q597713"
"+1922-09-04T00:00:00Z","+1992-10-09T00:00:00Z","Per Olof Sundman","","male","http://www.wikidata.org/entity/Q728197"
"+1956-01-01T00:00:00Z","","Per Roger Lauritzen","","male","http://www.wikidata.org/entity/Q7166783"
"+1884-01-30T00:00:00Z","+1933-02-09T00:00:00Z","Percy Heath","","male","http://www.wikidata.org/entity/Q3899703"
"+1959-08-07T00:00:00Z","","Peter Gizzi","","male","http://www.wikidata.org/entity/Q7174252"
"+1950-00-00T00:00:00Z","","Peter Gould","Breaking Bad","male","http://www.wikidata.org/entity/Q7174311"
"+1798-10-17T00:00:00Z","+1877-07-12T00:00:00Z","Peter Harvey","","male","http://www.wikidata.org/entity/Q7174568"
"+1969-06-14T00:00:00Z","","Peter Hessler","","male","http://www.wikidata.org/entity/Q1070268"
"+1896-08-15T00:00:00Z","+1968-03-29T00:00:00Z","Peter Milne","","male","http://www.wikidata.org/entity/Q18640682"
"+1925-01-01T00:00:00Z","+1987-01-01T00:00:00Z","Peter Whigham","","male","http://www.wikidata.org/entity/Q7177675"
"+1951-05-10T00:00:00Z","","Petra Hammesfahr","","female","http://www.wikidata.org/entity/Q68958"
"+1951-00-00T00:00:00Z","","Philip Haythornthwaite","","male","http://www.wikidata.org/entity/Q7183709"
"+1917-11-19T00:00:00Z","+2003-10-22T00:00:00Z","Philippe Ragueneau","","male","http://www.wikidata.org/entity/Q3380590"
"+1917-06-18T00:00:00Z","+2004-05-31T00:00:00Z","Phyllis Seckler","","female","http://www.wikidata.org/entity/Q4413247"
"+1892-06-15T00:00:00Z","+1967-01-11T00:00:00Z","Povl Winning Toussieng","","male","http://www.wikidata.org/entity/Q12332265"
"+1943-01-21T00:00:00Z","","Pratibha Ray","","female","http://www.wikidata.org/entity/Q1953018"
"+1945-01-08T00:00:00Z","","Pratibha Satpathy","Tanmaya Dhuli","female","http://www.wikidata.org/entity/Q6573929"
"+1873-02-04T00:00:00Z","+1908-08-04T00:00:00Z","Radoje Domanović","","male","http://www.wikidata.org/entity/Q1280278"
"+1986-02-14T00:00:00Z","","Rahima Naz","","female","http://www.wikidata.org/entity/Q3694588"
"+1910-05-06T00:00:00Z","+1981-04-01T00:00:00Z","Rasul Rza","","male","http://www.wikidata.org/entity/Q4394274"
"+1913-01-15T00:00:00Z","+1997-05-02T00:00:00Z","Raymond Sarif Easmon","","male","http://www.wikidata.org/entity/Q7299133"
"+1899-02-02T00:00:00Z","+1985-10-02T00:00:00Z","Rebecca Caudill","","female","http://www.wikidata.org/entity/Q7301692"
"+1839-05-12T00:00:00Z","+1920-08-21T00:00:00Z","Reinis Kaudzīte","","male","http://www.wikidata.org/entity/Q14090598"
"+1977-02-09T00:00:00Z","","Rhiannon Lassiter","Hex","female","http://www.wikidata.org/entity/Q275554"
"+1964-01-01T00:00:00Z","","Richard Beasley","","male","http://www.wikidata.org/entity/Q7324044"
"+1947-03-27T00:00:00Z","","Richard Breitman","","male","http://www.wikidata.org/entity/Q16200414"
"+1863-11-18T00:00:00Z","+1920-02-08T00:00:00Z","Richard Dehmel","","male","http://www.wikidata.org/entity/Q76590"
"+1937-03-08T00:00:00Z","+1966-04-30T00:00:00Z","Richard Fariña","Been Down So Long It Looks Like Up to Me","male","http://www.wikidata.org/entity/Q1931654"
"+1945-07-11T00:00:00Z","","Richard Goodman","","male","http://www.wikidata.org/entity/Q7325985"
"+1950-10-21T00:00:00Z","","Richard Heinberg","The Party's Over: Oil, War, and the Fate of Industrial Societies","male","http://www.wikidata.org/entity/Q1342829"
"+1923-03-14T00:00:00Z","+2010-02-18T00:00:00Z","Richard Hillert","","male","http://www.wikidata.org/entity/Q7326463"
"+1948-08-10T00:00:00Z","","Richard Kenney","","male","http://www.wikidata.org/entity/Q7327047"
"+1943-11-03T00:00:00Z","","Richard Lobban","","male","http://www.wikidata.org/entity/Q7327424"
"+1943-01-01T00:00:00Z","","Richard O'Neill","","male","http://www.wikidata.org/entity/Q7328135"
"+1937-12-13T00:00:00Z","+2006-06-30T00:00:00Z","Robert Gernhardt","","male","http://www.wikidata.org/entity/Q70300"
"+1948-08-02T00:00:00Z","+2009-11-29T00:00:00Z","Robert Holdstock","Mythago Wood","male","http://www.wikidata.org/entity/Q890980"
"+1727-01-01T00:00:00Z","+1783-01-01T00:00:00Z","Robert Sanders","","male","http://www.wikidata.org/entity/Q16859533"
"+1952-07-12T00:00:00Z","+1995-10-28T00:00:00Z","Robin Hardy","","male","http://www.wikidata.org/entity/Q16013433"
"+1948-01-01T00:00:00Z","+1997-01-01T00:00:00Z","Roger Bennett","","male","http://www.wikidata.org/entity/Q7357854"
"+1956-12-05T00:00:00Z","","Ron Henley","","male","http://www.wikidata.org/entity/Q728075"
"+1857-12-18T00:00:00Z","+1940-04-09T00:00:00Z","Rosa Newmarch","","female","http://www.wikidata.org/entity/Q4969317"
"+1922-01-01T00:00:00Z","+2009-10-23T00:00:00Z","Roza Montazemi","","female","http://www.wikidata.org/entity/Q7375305"
"+1936-01-01T00:00:00Z","+2013-10-14T00:00:00Z","Ryōzō Nagashima","","male","http://www.wikidata.org/entity/Q11652296"
"+1971-07-15T00:00:00Z","","S. John Ross","","male","http://www.wikidata.org/entity/Q16213743"
"+1904-12-25T00:00:00Z","+1973-05-21T00:00:00Z","Sagit Agish","","male","http://www.wikidata.org/entity/Q4056954"
"+1933-10-25T00:00:00Z","+2005-12-12T00:00:00Z","Sandipan Chattopadhyay","","male","http://www.wikidata.org/entity/Q12054649"
"+1952-00-00T00:00:00Z","","Sarah Delahunty","","female","http://www.wikidata.org/entity/Q23908901"
"+1946-02-10T00:00:00Z","","Sarah Joseph","Aalahayude Penmakkal","female","http://www.wikidata.org/entity/Q7422467"
"+1971-03-15T00:00:00Z","+2015-04-20T00:00:00Z","Seita Parkkola","","female","http://www.wikidata.org/entity/Q11892856"
"+1958-05-18T00:00:00Z","","Sergei Zavyalov","","male","http://www.wikidata.org/entity/Q4183347"
"+1929-10-23T00:00:00Z","+2006-08-17T00:00:00Z","Shamsur Rahman","","male","http://www.wikidata.org/entity/Q734564"
"+1963-01-01T00:00:00Z","","Shant Kenderian","","male","http://www.wikidata.org/entity/Q7489018"
"+1939-09-00T00:00:00Z","","Shekhar Joshi","","male","http://www.wikidata.org/entity/Q7493260"
"+1936-04-29T00:00:00Z","","Shigehiko Hasumi","","male","http://www.wikidata.org/entity/Q1308340"
"+1924-08-09T00:00:00Z","+2016-06-23T00:00:00Z","Shirley Fenton Huie","","female","http://www.wikidata.org/entity/Q16736716"
"+1957-11-09T00:00:00Z","","Skip Hollandsworth","","male","http://www.wikidata.org/entity/Q7535678"
"+1945-09-09T00:00:00Z","","Slavko Pregl","","male","http://www.wikidata.org/entity/Q7539455"
"+1965-02-26T00:00:00Z","","Sonja Yelich","","female","http://www.wikidata.org/entity/Q16196348"
"+1916-05-17T00:00:00Z","+1982-04-22T00:00:00Z","Stanley Roberts","","male","http://www.wikidata.org/entity/Q3496860"
"+1926-01-06T00:00:00Z","+2010-09-19T00:00:00Z","Stoo Hample","","male","http://www.wikidata.org/entity/Q7619630"
"+1803-01-01T00:00:00Z","+1862-01-01T00:00:00Z","Subbaraya Sastri","","male","http://www.wikidata.org/entity/Q7630865"
"+1875-05-29T00:00:00Z","+1919-04-17T00:00:00Z","Svetozar Ćorović","","male","http://www.wikidata.org/entity/Q1393103"
"+1762-01-01T00:00:00Z","+1827-01-01T00:00:00Z","Syama Sastri","","male","http://www.wikidata.org/entity/Q3519351"
"+1967-01-01T00:00:00Z","","Taddy Blecher","","male","http://www.wikidata.org/entity/Q16979840"
"+1910-05-30T00:00:00Z","+1943-05-31T00:00:00Z","Tadeusz Hollender","","male","http://www.wikidata.org/entity/Q4499104"
"+1948-01-25T00:00:00Z","+2012-01-29T00:00:00Z","Dorofeeva","","female","http://www.wikidata.org/entity/Q4166977"
"+1947-09-28T00:00:00Z","","Thomas Anton Kochan","","male","http://www.wikidata.org/entity/Q7787100"
"+1946-02-27T00:00:00Z","","Thomas Hauser","","male","http://www.wikidata.org/entity/Q952563"
"+1833-07-19T00:00:00Z","+1917-04-22T00:00:00Z","Thomas Jefferson Ramsdell","","male","http://www.wikidata.org/entity/Q7791282"
"+1866-01-01T00:00:00Z","+1923-06-20T00:00:00Z","Thomas Seccombe","","male","http://www.wikidata.org/entity/Q7793857"
"+1933-11-27T00:00:00Z","","Toeti Heraty","","female","http://www.wikidata.org/entity/Q7812944"
"+1955-05-29T00:00:00Z","","Tom Kristensen","","male","http://www.wikidata.org/entity/Q6515115"
"+1893-08-04T00:00:00Z","+1974-06-02T00:00:00Z","Tom Kristensen","","male","http://www.wikidata.org/entity/Q2090457"
"+1987-08-12T00:00:00Z","","Tom Moran","","male","http://www.wikidata.org/entity/Q17319002"
"+1951-01-01T00:00:00Z","","Tom Wessels","","male","http://www.wikidata.org/entity/Q7818017"
"+1877-10-02T00:00:00Z","+1956-08-22T00:00:00Z","Toni Rothmund","","female","http://www.wikidata.org/entity/Q272866"
"+1959-09-07T00:00:00Z","","Tony Burgess","Pontypool	Pontypool Changes Everything","male","http://www.wikidata.org/entity/Q7821984"
"+1923-01-25T00:00:00Z","+2012-03-07T00:00:00Z","Tony Drake (hiker)","","male","http://www.wikidata.org/entity/Q22975474"
"+1957-07-21T00:00:00Z","","Tony Jordan","","male","http://www.wikidata.org/entity/Q3531791"
"+1878-01-01T00:00:00Z","+1950-01-01T00:00:00Z","Umberto Notari","","male","http://www.wikidata.org/entity/Q4003450"
"+1951-11-25T00:00:00Z","","Van Ikin","","male","http://www.wikidata.org/entity/Q7913447"
"+1964-10-08T00:00:00Z","","Vasyl Makhno","","male","http://www.wikidata.org/entity/Q4285777"
"+1901-06-03T00:00:00Z","+1972-06-15T00:00:00Z","Verner Clapp","","male","http://www.wikidata.org/entity/Q7921988"
"+1949-07-23T00:00:00Z","","Victor Bockris","","male","http://www.wikidata.org/entity/Q324135"
"+1866-12-01T00:00:00Z","+1942-03-23T00:00:00Z","Victor Margueritte","","male","http://www.wikidata.org/entity/Q2616465"
"+1909-10-29T00:00:00Z","+1993-11-26T00:00:00Z","Vladimir Admoni","","male","http://www.wikidata.org/entity/Q4057912"
"+1908-11-08T00:00:00Z","+1998-08-16T00:00:00Z","Wallace Fowlie","","male","http://www.wikidata.org/entity/Q7962801"
"+1868-04-26T00:00:00Z","+1959-08-12T00:00:00Z","Walter Lowrie","","male","http://www.wikidata.org/entity/Q7965492"
"+1913-01-01T00:00:00Z","+1985-01-01T00:00:00Z","Will Oursler","","male","http://www.wikidata.org/entity/Q8002999"
"+1861-00-00T00:00:00Z","+1942-00-00T00:00:00Z","William Arthur Satchell","","male","http://www.wikidata.org/entity/Q14954646"
"+1910-11-13T00:00:00Z","+1986-11-20T00:00:00Z","William Bradford Huie","","male","http://www.wikidata.org/entity/Q8005831"
"+1916-01-22T00:00:00Z","+1999-06-06T00:00:00Z","William Corbin","","male","http://www.wikidata.org/entity/Q2578324"
"+1858-00-00T00:00:00Z","+1919-00-00T00:00:00Z","William Nathaniel Harben","","male","http://www.wikidata.org/entity/Q19517957"
"+1737-04-18T00:00:00Z","+1820-07-16T00:00:00Z","William Hazlitt","","male","http://www.wikidata.org/entity/Q8011799"
"+1843-01-01T00:00:00Z","+1937-03-09T00:00:00Z","William Morison","","male","http://www.wikidata.org/entity/Q15434941"
"+1946-05-01T00:00:00Z","","William Thomas Quick","","male","http://www.wikidata.org/entity/Q8019337"
"+1885-05-06T00:00:00Z","+1985-03-30T00:00:00Z","Yaeko Nogami","","female","http://www.wikidata.org/entity/Q468335"
"+1935-12-05T00:00:00Z","+2018-04-28T00:00:00Z","Yevgeny Titarenko","","male","http://www.wikidata.org/entity/Q4458211"
"+1874-08-26T00:00:00Z","+1938-12-27T00:00:00Z","Zona Gale","Miss Lulu Bett","female","http://www.wikidata.org/entity/Q219829"
"+1941-08-10T00:00:00Z","","Émile Martel","","male","http://www.wikidata.org/entity/Q3588647"
"+1960-08-10T00:00:00Z","","Øystein Alme","","male","http://www.wikidata.org/entity/Q4584805"
"+1936-04-12T00:00:00Z","","Øystein Lønn","","male","http://www.wikidata.org/entity/Q329820"
"+1946-02-01T00:00:00Z","+2004-12-05T00:00:00Z","Øystein Rottem","","male","http://www.wikidata.org/entity/Q6516324"
"+1934-10-25T00:00:00Z","+2014-04-12T00:00:00Z","Øystein Øystå","","male","http://www.wikidata.org/entity/Q12012109"
"+1957-01-01T00:00:00Z","","Živojin Tamburić","","male","http://www.wikidata.org/entity/Q12751794"
"+1918-10-29T00:00:00Z","+1993-01-06T00:00:00Z","Ștefan Baciu","","male","http://www.wikidata.org/entity/Q727705"
"+1903-12-03T00:00:00Z","+1976-12-26T00:00:00Z","Yashpal","Meri Teri Uski Baat","male","http://www.wikidata.org/entity/Q1148472"
"+1900-01-14T00:00:00Z","+1982-12-21T00:00:00Z","Abu-Al-Asar Hafeez Jullundhri","","male","http://www.wikidata.org/entity/Q1593557"
"+1970-12-09T00:00:00Z","","Anna Gavalda","Hunting and Gathering","female","http://www.wikidata.org/entity/Q217388"
"+1961-01-28T00:00:00Z","","Arnaldur Indriðason","","male","http://www.wikidata.org/entity/Q215665"
"+1959-05-19T00:00:00Z","","Ed Decter","","male","http://www.wikidata.org/entity/Q3048492"
"+1852-04-23T00:00:00Z","+1925-03-07T00:00:00Z","Edward Frederick Knight","","male","http://www.wikidata.org/entity/Q5343007"
"+1844-01-01T00:00:00Z","+1909-01-01T00:00:00Z","F. J. Rowe","","male","http://www.wikidata.org/entity/Q5423930"
"+1815-05-11T00:00:00Z","+1882-03-11T00:00:00Z","Hans Busk","","male","http://www.wikidata.org/entity/Q5649861"
"+1868-09-29T00:00:00Z","+1943-07-02T00:00:00Z","Henri Antoine Jules-Bois","","male","http://www.wikidata.org/entity/Q2744857"
"+1934-07-20T00:00:00Z","+1968-05-23T00:00:00Z","Henry Dumas","","male","http://www.wikidata.org/entity/Q15500356"
"+1315-00-00T00:00:00Z","+1375-05-05T00:00:00Z","John of Hildesheim","","male","http://www.wikidata.org/entity/Q91136"
"+1894-01-20T00:00:00Z","+1982-06-05T00:00:00Z","Junzaburō Nishiwaki","","male","http://www.wikidata.org/entity/Q908585"
"+1900-01-17T00:00:00Z","+1935-06-29T00:00:00Z","Hasegawa Kaitarō","","male","http://www.wikidata.org/entity/Q142444"
"+1891-01-01T00:00:00Z","+1967-01-01T00:00:00Z","Kennosuke Sato","","male","http://www.wikidata.org/entity/Q11383754"
"+1953-01-01T00:00:00Z","","Larry Gross","","male","http://www.wikidata.org/entity/Q6490430"
"+1901-11-23T00:00:00Z","+1974-02-02T00:00:00Z","Marieluise Fleißer","","female","http://www.wikidata.org/entity/Q62985"
"+1963-01-01T00:00:00Z","","Matt Tullos","","male","http://www.wikidata.org/entity/Q15500346"
"+1841-09-18T00:00:00Z","+1895-07-02T00:00:00Z","Mykhailo Drahomanov","","male","http://www.wikidata.org/entity/Q1359722"
"+1779-01-01T00:00:00Z","+1850-00-00T00:00:00Z","Rebecca Rush","","female","http://www.wikidata.org/entity/Q7301893"
"+1940-00-00T00:00:00Z","","Richard Slaughter","","male","http://www.wikidata.org/entity/Q7329082"
"+1944-09-02T00:00:00Z","","Roland J. Green","","male","http://www.wikidata.org/entity/Q2558680"
"+1872-05-09T00:00:00Z","+1952-10-06T00:00:00Z","Nadezhda Teffi","","female","http://www.wikidata.org/entity/Q2171566"
"+1904-01-01T00:00:00Z","+1962-11-18T00:00:00Z","Abdulla Goran","","male","http://www.wikidata.org/entity/Q317630"
"+1887-10-12T00:00:00Z","+1957-03-16T00:00:00Z","Abolqasem Lahouti","","male","http://www.wikidata.org/entity/Q126783"
"+1887-08-30T00:00:00Z","+1943-08-05T00:00:00Z","Adam Kuckhoff","","male","http://www.wikidata.org/entity/Q87850"
"+1904-02-25T00:00:00Z","+1974-05-31T00:00:00Z","Adelle Davis","","female","http://www.wikidata.org/entity/Q4171992"
"+1765-12-03T00:00:00Z","+1825-03-08T00:00:00Z","Adélaïde Dufrénoy","","female","http://www.wikidata.org/entity/Q2825463"
"+1980-01-01T00:00:00Z","","Afdhere Jama","","male","http://www.wikidata.org/entity/Q382141"
"+1957-05-26T00:00:00Z","","Alaa Al Aswany","The Yacoubian Building","male","http://www.wikidata.org/entity/Q467869"
"+1975-11-17T00:00:00Z","","Alan Bissett","Boyracers	Death of a Ladies' Man","male","http://www.wikidata.org/entity/Q2830467"
