ids,label,rewo_base,cdi_base,rewo_brand,cdi_brand,rewo_capacity,cdi_capacity,rewo_category,cdi_category,rewo_cluster_id,cdi_cluster_id,rewo_color,cdi_color,rewo_finish,cdi_finish,rewo_height,cdi_height,rewo_id,cdi_id,rewo_material,cdi_material,rewo_product_type,cdi_product_type,rewo_shape,cdi_shape,rewo_style,cdi_style,rewo_title,cdi_title
rewo_30575_cdi_107,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1367788,141728,'plus cabinet base','ultimate','nsf','nsf',,'735.00 ',rewo_30575,cdi_107,'stainless steel','battery','standard grates standing pilot','wavy grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4481dc-3gr range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_2684_cdi_107,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,141728,141728,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'735.00 ',rewo_2684,cdi_107,'stainless steel','battery',,'wavy grates' 'shelf 6 adjustable','restaurant',,'with wavy grates' 'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4482dc-2cl range, 48"" restaurant, gas""@en restaurant ""  range gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_10531_cdi_391,0,,'(2) standard / space saver ovens',southbend,southbend,,,,,514695,538405,'restaurant range gas','ultimate','nsf','nsf',,'735.00 ',rewo_10531,cdi_391,,,'standard grates','standard grates',,,'oven base standing pilot' 'csa','restaurant' 'oven'," "" 4361d-2tr range, 36"" restaurant, gas""@en ""  range gas | 30"" - heavy duty range""@en restaurant","ultimate restaurant range "" | culinary depot"""
rewo_16582_cdi_391,0,,'(2) standard / space saver ovens',southbend,southbend,,,,,782251,538405,,'ultimate','nsf','nsf',,'735.00 ',rewo_16582,cdi_391,,,'standard grates','standard grates','restaurant',,'oven base standing pilot' 'csa','restaurant' 'oven'," "" 4361d-2cl range, 36"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_11101_cdi_391,1,,'(2) standard / space saver ovens',southbend,southbend,,,,,538405,538405,,'ultimate','stainless steel' 'nsf','nsf',,'735.00 ',rewo_11101,cdi_391,,,'standard grates standing pilot','standard grates',,,'restaurant' 'oven','restaurant' 'oven'," "" 4481ee-2gr range, 48"" restaurant, gas""@en restaurant gas | heavy duty range""@en ""  range","ultimate restaurant range "" | culinary depot"""
rewo_34471_cdi_1415,0,'flue riser with heavy duty shelf','left thermostatic' 'flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,1522333,1796745,'plus cabinet base standing pilot',,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_34471,cdi_1415,'stainless steel',,'saute burners','standard grates' 'shelf 6 adjustable','restaurant range gas' 'oven','restaurant',,'burners' 'rear'," "" 4603dc-2gr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_6092_cdi_1415,0,'flue riser with heavy duty shelf','left thermostatic' 'flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,308494,1796745,'plus cabinet base standing pilot',,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_6092,cdi_1415,'stainless steel',,'saute burners','standard grates' 'shelf 6 adjustable','restaurant' 'oven','restaurant','in rear' 'standard grates','burners' 'rear'," "" 4604ac-2cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_956_cdi_1415,0,,'left thermostatic' 'flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,49062,1796745,,,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_956,cdi_1415,,,'standard grates' 'left thermostatic','standard grates' 'shelf 6 adjustable','restaurant','restaurant','csa','burners' 'rear'," "" 4361a-2tl range, 36"" restaurant, gas""@en gas | 30"" - heavy duty range""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_34471_cdi_1168,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1522333,1522333,'plus cabinet base standing pilot',,'nsf','nsf',,'1075.00 ',rewo_34471,cdi_1168,'stainless steel','battery','saute burners','shelf 6 adjustable','restaurant range gas' 'oven',,,'ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4603dc-2gr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_22421_cdi_1168,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1034126,1522333,'plus cabinet base standing pilot',,'nsf','nsf',,'1075.00 ',rewo_22421,cdi_1168,'stainless steel','battery','standard grates','shelf 6 adjustable','restaurant',,'oven','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4481ac-2cl range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_16807_cdi_1170,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven',southbend,southbend,,,,,792125,1522886,,,'nsf','stainless steel' 'nsf','22 1','660.00 ',rewo_16807,cdi_1170,'stainless steel','battery','burners','standard grates' 'shelf 6 adjustable','restaurant','ultimate','with wavy grates','restaurant' 'oven'," "" 4602cc-7l range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_34493_cdi_1170,1,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven',southbend,southbend,,,,,1522886,1522886,,,'nsf','stainless steel' 'nsf',,'660.00 ',rewo_34493,cdi_1170,'stainless steel','battery','standard grates','standard grates' 'shelf 6 adjustable','restaurant','ultimate',,'restaurant' 'oven'," "" 4363a-2cl range, 36"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_27523_cdi_1170,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven',southbend,southbend,,,,,1242054,1522886,'plus cabinet base 22',,'nsf','stainless steel' 'nsf',,'660.00 ',rewo_27523,cdi_1170,'stainless steel','battery','saute burners' 'standard grates standing pilot','standard grates' 'shelf 6 adjustable',,'ultimate','restaurant' 'oven','restaurant' 'oven'," "" 4483ac-2tr range, 48"" restaurant, gas""@en restaurant ""  range gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_40473_cdi_1170,0,'pyromax rear' 'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven',southbend,southbend,,,,,1762489,1522886,'ultimate' 'plus cabinet base standing pilot',,'nsf','stainless steel' 'nsf',,'660.00 ',rewo_40473,cdi_1170,'stainless steel','battery','saute burners','standard grates' 'shelf 6 adjustable',,'ultimate','restaurant' 'oven','restaurant' 'oven'," "" 4606ac-2cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_37018_cdi_1348,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1624733,1717617,'plus cabinet base standing pilot',,'nsf','nsf',,'735.00 ',rewo_37018,cdi_1348,'stainless steel','battery','burners','burners' 'shelf 6 adjustable','restaurant','restaurant','oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4607dc-2tl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_2317_cdi_1348,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,123535,1717617,'plus cabinet base standing pilot',,'nsf','nsf',,'735.00 ',rewo_2317,cdi_1348,'stainless steel','battery','standard grates','burners' 'shelf 6 adjustable','oven','restaurant','restaurant' 'burners' 'in rear','oven' 'flue riser with shelf stainless steel' 'front'," "" 4604dc-3cr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_30849_cdi_1348,0,'cabinet base' 'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1377578,1717617,,,'nsf','nsf',,'735.00 ',rewo_30849,cdi_1348,'stainless steel','battery','burners','burners' 'shelf 6 adjustable','restaurant','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4607cc-2gr range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_39333_cdi_1348,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1717617,1717617,'plus cabinet base',,'nsf','nsf',,'735.00 ',rewo_39333,cdi_1348,'burner front' 'stainless steel','battery','burners in','burners' 'shelf 6 adjustable','restaurant' 'oven','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4484dc-7l range, 48"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_38251_cdi_660,0,'left thermostatic' 'cabinet base' 'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1675903,925358,,'ultimate','legs' 'nsf','nsf',,'1075.00 ',rewo_38251,cdi_660,'stainless steel','battery','saute burners' 'standard grates','standard grates' 'shelf 6 adjustable',,,'restaurant','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4603cc-4tl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_19806_cdi_660,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,925358,925358,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_19806,cdi_660,'stainless steel','battery','standard grates','standard grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4601dc-3cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_30089_cdi_2842,0,'pyromax rear' 'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,'2 cabinets',,,1346983,4671444,'ultimate','ultimate','nsf','nsf',,'1075.00 ',rewo_30089,cdi_2842,'stainless steel',,'saute burners','standard grates standing pilot' 'shelf',,,'restaurant' 'plus cabinet base standing pilot','restaurant'," "" 4603ac-6l range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_49409_cdi_2842,1,,'(2) cabinets',southbend,southbend,,'2 cabinets',,,4671444,4671444,,'ultimate','nsf','nsf',,'1075.00 ',rewo_49409,cdi_2842,,,'standard grates','standard grates standing pilot' 'shelf','restaurant',,'cabinet base 22 1','restaurant'," "" 4601cc range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_30089_cdi_1011,1,'pyromax rear' 'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,1346983,1346983,'ultimate','restaurant range gas','nsf','stainless steel' 'nsf',,'1075.00 ',rewo_30089,cdi_1011,'stainless steel','battery','saute burners','burners rear' 'shelf 6 adjustable',,,'restaurant' 'plus cabinet base standing pilot','burners' 'oven'," "" 4603ac-6l range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_5014_cdi_494,0,'convection oven' 'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,'standing pilot',,,,257231,706533,,,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_5014,cdi_494,'stainless steel','battery','standard grates','standard grates' 'shelf 6 adjustable','restaurant',,,'ultimate' 'restaurant' 'oven'," "" 4601aa-2cr range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_14914_cdi_494,1,,'flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,706533,706533,,,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_14914,cdi_494,,'battery','burners' 'standard grates','standard grates' 'shelf 6 adjustable','restaurant',,'oven and 1 cabinet base standing pilot','ultimate' 'restaurant' 'oven'," "" 4603ac-3cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_15672_cdi_522,1,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,'front','front',740859,740859,'plus cabinet base',,'nsf','nsf',,'1075.00 ',rewo_15672,cdi_522,'stainless steel','pyromax burners' 'battery',,'rear' 'shelf 6 adjustable','restaurant' 'pyromax rear','restaurant','oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4605dc-2gr range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_37_cdi_522,0,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,,'front',2104,740859,'plus cabinet base standing pilot',,'nsf','nsf',,'1075.00 ',rewo_37,cdi_522,'stainless steel','pyromax burners' 'battery',,'rear' 'shelf 6 adjustable','restaurant','restaurant','with wavy grates' 'oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4602dc-3gl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20532_cdi_3970,0,'flue riser with heavy duty shelf','flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,957062,7330935,,,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_20532,cdi_3970,'stainless steel',,'standard grates','left thermostatic' 'shelf 6 adjustable','restaurant',,,'ultimate' 'restaurant'," "" 4364c-2gr range, 36"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20532_cdi_3469,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven',southbend,southbend,,,,,957062,6108808,,'ultimate','nsf','stainless steel' 'nsf',,'660.00 ',rewo_20532,cdi_3469,'stainless steel','battery','standard grates','standard grates standing pilot 1' 'shelf 6 adjustable','restaurant',,,'restaurant' 'oven'," "" 4364c-2gr range, 36"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20532_cdi_5393,0,'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,957062,10795456,,,'nsf','nsf',,'1075.00 ',rewo_20532,cdi_5393,'stainless steel','left thermostatic' 'battery','standard grates','standard grates' 'shelf 6','restaurant','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4364c-2gr range, 36"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_6508_cdi_5393,0,'left thermostatic' 'oven' 'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,327460,10795456,'plus cabinet base 22',,'legs' 'nsf','nsf',,'1075.00 ',rewo_6508,cdi_5393,'stainless steel','left thermostatic' 'battery','saute burners' 'standard grates standing pilot','standard grates' 'shelf 6','restaurant','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4483ac-3tl range, 48"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_1368_cdi_5393,0,,'(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,70476,10795456,,,'duty shelf' 'stainless steel' 'nsf','nsf',,'1075.00 ',rewo_1368,cdi_5393,,'left thermostatic' 'battery','standard grates','standard grates' 'shelf 6','restaurant','restaurant','oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4481ee-2cl range, 48"" restaurant, gas""@en ""  range restaurant gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_391_cdi_5393,0,'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,20281,10795456,'plus cabinet base',,'nsf','nsf',,'1075.00 ',rewo_391,cdi_5393,'stainless steel','left thermostatic' 'battery','standard grates standing pilot','standard grates' 'shelf 6','restaurant','restaurant','oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4481dc-2tr range, 48"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_932_cdi_5393,0,'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,47959,10795456,'restaurant range gas' 'plus cabinet base',,'nsf','nsf',,'1075.00 ',rewo_932,cdi_5393,'stainless steel','left thermostatic' 'battery','standard grates standing pilot','standard grates' 'shelf 6',,'restaurant','oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4481dc-2gr range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_39060_cdi_1416,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1707507,1803896,,'ultimate','nsf','nsf',,'735.00 ',rewo_39060,cdi_1416,'stainless steel','battery',,'standard grates' 'shelf 6 adjustable','restaurant',,'with wavy grates','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4362c-2gl range, 36"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
