Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
['geforce'],['msi'],,,,,,,,,,,,,,['384 core'],['years warranty'],,,,5942399
,,,,,,,,,,,,,['pm961'],,,"['samsung', 'samsung']","['samsung', 'write']","['128gb', '128gb']",['128gb'],7082868
['cssd'],,,,,,,,,,,,,,,,"['tlc nand read 560mb s', 'write']",['write'],,,7718699
['when'],['keysonic'],,,['standard layout'],,,,,,,,,['ultra compact mini softskin wired'],,,,,,,7993968
['intel'],['antec'],,,,,,,,,,,,,,['intel amd cpu s'],,['fan straight touch technology'],,,8118095
['antec'],['antec'],['br img'],,,['usb 3 0 w o psu'],,,,,,,,,,,['p280 gun'],,,,8390725
['keysonic'],,,,,['mouse l r buttons'],,,,,,,,,,,,['wireless compact keyboard'],,,8793007
,['akasa'],,,,,,,,,,,,,,,['power extension cable'],,,,9592709
['samsung s'],,['operation'],,,,,['520mb s read 480mb s'],,,,,['sm863a'],"['pm863a', '97k 24k iops']",,,['is an enterprise'],,,['3 8tb'],9678708
"['mzvlw512hmjp', 'mzvlw512hmjp']",['samsung'],,,,['nvme 22x80 pcie 3 0 x4 ssd read 3000mb s'],,,,,,,,,,,"['iops', '450k']",,,"['512gb', '512gb pcie']",10586986
['light'],,,,,,,,,['120 ufo red 600 1000rpm'],,,,,,,['vibrant colour options'],['red led'],,['120mm'],11752699
['light'],,,,,,,,,['1000rpm'],,,,,,,['vibrant colour options'],,,['120mm'],11752740
['light'],,,,,,,,,,,,,,,['600 1000rpm'],['vibrant colour options'],,,,11752767
['light'],,,,,,,,,,,,,,,,['vibrant colour options'],['white led'],,['120mm'],11752781
['netgears'],['netgear dgn2200'],,,,,,,,,,,,,,,,,,,11791053
,['ek supremacy evo water'],,,,,,,,,,,,['cpu block'],,,['available'],['acetal'],,,12362782
['intel'],,,,,,,,,,,,,,,,,,,,12363780
,,,,,,,,,,,,,,,,"['high current pro', 'platinum']",['psu'],,,12528255
['antec'],,,,,,,,,,,,,,,,,"['antec', 'modular 80plus bronze', 'psu']",,,12545471
,['ekwb'],,,,,,,,,,,,,['intel lga 2011'],,,,,,13182506
['dual'],,,,,,,,,,,,,,,['intel core'],['year warranty'],,,,13486024
,['ekwb'],,['nvidia geforce'],,,,,,,,,,,,,,['ek fc1080 waterblock pom acetal nickel plated for'],,,13584211
,,,,,,,,,,,,,,['amd reference design radeon pro duo graphics card'],['amd reference design radeon pro duo graphics card nickel acetal'],,['cover waterblock for'],,,13584496
['ek fc titan x pascal is'],['ekwb'],,['nvidia reference'],,,,,,,,,,,,,"['geforce gtx titan x graphics card', 'geforce gtx titan x graphics card']","['cover waterblock for', 'geforce gtx titan x graphics card']",,,13585491
,['gainward'],,,,,['8008mhz'],,['gddr5'],['gddr5'],,['6gb'],,,,"['geforce gtx 1060 phoenix', 'golden sample']",['processors 1280 vr ready'],,,,13737168
['426018336'],,,,,['gddr5x vr ready graphics card'],['10000mhz'],,,,,['8gb'],,,['core'],['2560 core'],['years warranty'],"['geforce gtx 1080 phoenix', '1733mhz boost']",,,13737541
,,,,,['gddr5x vr ready graphics card'],,,,,,,,,,,['years warranty'],['geforce gtx 1080 ti founders'],,['11gb'],13738403
,['gainward'],['enabled 2'],,,,['8008mhz'],['1506mhz'],['gddr5'],,,['3gb gddr5'],,,,['geforce gtx 1060 phoenix'],,,,,13738793
,['gainward'],['enabled 2'],,,,['8008mhz'],,['gddr5'],['gddr5'],,['3gb'],,,,"['geforce gtx 1060 phoenix', 'golden sample', '1152 core']",,,,,13738842
['usb3'],,['gigabit speeds'],,,,,,,,,,,,,,,['black'],,,14063376
['graphics cards'],,,,,,,,,,,,,,,,,['7990 cards'],,,14468885
['ek fc bridge'],,,,,,,,,,,,,,,,,['interconnect'],,,14480308
,,['operation'],,,,,,,,,,['sm863a'],"['pm863a', '97k 24k iops']",,,['is an enterprise'],"['samsung', '2 5']",,['960gb'],14608519
['ek'],,,,,,,['480'],,,,,,,,,['computer water'],,,,14781317
['1866mhz ram'],,,,,['vengeance pro series'],['65v'],,['vdimm'],['silver pc3 14900'],,,,,,,,['corsair'],,['8gb'],14801733
['ek kit'],['ek kit x360 water cooling kit'],,,,,,,,,,,,,,,,,,,14819160
,,,,,,,['120 1450rpm'],,,,,,,,,['systems'],"['ek vardar', 'pressure fan']",,['120mm'],14864541
['ek vardar'],,,,,,,,,,,,,,,,,['ek vardar'],,['120mm'],14864943
,,,,,,,,,,,,,,,,['systems'],['ek vardar'],,['140mm'],14865247
,,,,,,,,,,,,,,,,['systems'],['ek vardar'],,,14865265
,,,,,,,,,,,,,,,,['systems'],['ek vardar'],,['140mm'],14865284
,,,['Black'],,,,,,,,,,,,,"['pwm fan adapter', 'temperature']","['ek cable', 'control black']",,,14891686
['usb'],,,['black'],,['usb 3 0'],,,,,,,,,,,,,,['3 5'],14965925
['skylake'],['gigabyte'],['intel lan'],,,,,['1151'],,,,,['kabylake ddr4'],,,['intel gbe hdmi dvi d usb'],['usb3'],,,,15023683
,,,,,,,,,['gddr5 graphics card'],,['4gb'],,,,['radeon rx 470 mining edition'],,,,,15311599
,,,['gddr5 graphics'],,,,,,,,['8gb'],,,,['amd radeon rx 470 mining edition'],['1yr warranty'],,,,15343454
,,,,,,,,,,,,,,,,['systems'],"['ek vardar evo', '2000rpm fan']",,['140mm'],15582062
,,,,,['blade pwm 3000rpm'],,,,,,,,,,,['systems'],"['ek vardar evo', 'black']",,['120mm'],15582101
['samsung s'],,['operation'],,,,,,,,,,['sm863a'],['sm863a'],,,['is an enterprise'],"['samsung', '2 5']",,['960gb'],15592844
,['ekwb'],,['sata ssds'],,,,,,,,,,,,,['passive heatsink'],"['black ribbed', 'provides passive']",,,15827183
['ek ram'],['ek ram'],,,,,,,,,,,,,,,"['monarch x4 is unique', 'dominator and corsair']",['monarch x4 clean csq nickel'],,,15837121
['run'],,,,,,,,,['745mhz'],,,,['tesla k40'],,,"['most demanding scientific models on nvidia', 'compute performance']",,,['12gb'],15845420
['bracket'],,,,,,,,,,,,,,,,['pattern application'],['ek uni pump bracket'],,,15906575
['intel'],['gigabyte'],['support'],,['usb 3 0 7'],,,,['ddr3 ram dimm 2x sata 6gb s'],,,,['p67 lga1155'],['1155 ddr3 sata iii'],['intel 2nd gen core i3 i5 i7 4x'],,"['sata 3gb', 'raid 2x']",,,,15925743
,,['years warranty'],,,,"['797mhz', '1000mhz']",['1600mhz'],['gddr3'],['gddr3 gpu'],,,,,,,['memory 2048mb'],['msi geforce'],,['2gb'],16108037
