Base_x,Base_y,Capacity_x,Capacity_y,Category_x,Category_y,Color_x,Color_y,Finish_x,Finish_y,Height_x,Height_y,Material_x,Material_y,Product Type_x,Product Type_y,Shape_x,Shape_y,Style_x,Style_y,brand_x,brand_y,cluster_id,description_x,description_y,id_org_x,id_org_y,title_x,title_y
,'legs with boxed crossrails',,,,,,'regaline sink 3',,,"'20 front', '207.00'","'20 front', '207.00 Pound(s)', '8""'",'nsf','nsf',"'open frame', 'gauge'","'open frame', 'gauge'",,,"'compartment with left hand drainboard', 'deep with'","'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1112563,"""Regaline Sink, 3-compartment, with left-hand drainboard, 20"" front-to-back x 20"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 18"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 27"" F/B x 89"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with left-hand drainboard, 20"" front-to-back x 20""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 18"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 27"" F/B x 89"" L/R, NSF
"" ",14020061,9545577," ""Advance Tabco 93-23-60-18L 89"" 3-Compartment Sink w/ 20""L x 20""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-23-60-18L Regaline Sink ""Advance | Culinary Depot"""
,,'6',,,,,,,,"'12 x 20', '30', '231.00'","'12 x 20', '231.00 Pound(s)'",,,"'mechanical timer', 'star'","'mechanical timer', 'star'",,,"'electric holds 6', 'deep pans vacuum cooking'",'deep pans vacuum cooking',"""Accutemp""@en","""AccuTemp""",1120043,"""Steam'N'Hold™ Convection Steamer, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR®""@en ","""
Steam'N'Hold Boilerless Convection Steamer, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR
"" ",1849894,2715380," ""Accutemp S62083D150 Electric Countertop Steamer w/ (6) Full Size Pan Capacity, 208v/3ph""@en 208v/3ph ""@en Capacity"," "" AccuTemp S62083D150 Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
,,,"'21 3', '16 d'",,'nsf',,'valve per burner manual',,,,'690.00 Pound(s)','range','stainless steel',,,,,"'grates', 'manual', 'and crumb pans stainless steel', 'back and 3', 'manual', 'and crumb pans stainless steel', 'back and 3', 'lp'",,"""Garland""@en","""Garland""",1124353,"""Charbroiler, countertop, gas, 70-7/8"" W, heavy-duty, non-adjustable cast iron grates, manual controls, removable stainless steel grease drawer and crumb pans, stainless steel front, sides, back and 3-1/2"" front rail, 4"" adjustable legs, 216,000 BTU (US Range) NG""@en ","""
Charbroiler, countertop, gas, 72"" W, heavy-duty, non-adjustable cast iron grates, 21-3/16” D broiling grid, (1) variable hi/lo valve per burner, manual controls, crumb tray, reversible cast iron broiler racks in 3” W sections, stainless steel front, sides, back & 3-1/2"" front rail, 4"" adjustable legs, 216,000 BTU (US Range), CSA, NSF
"" ",12938348,10509295," ""Garland UTBG72-NR72 70.88"" Countertop Charbroiler w/ Manual Control & Cast Iron Grates, NG""@en Grates NG ""@en"," "" Garland UTBG72-NR72 Charbroiler ""Garland | Culinary Depot"""
,,'6',,,,,,,,"'231.00', '30'","'12 x 20', '231.00 Pound(s)'",,,,,,,'deep pans digital',"'electric holds 6', 'deep pans digital'","""Accutemp""@en","""AccuTemp""",1128187,"""Connected Evolution™ Boilerless, Convection Steamer featuring Steam Vector Technology, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, Digital Controls, water and drain connection needs plumbed, warranty NOT voided by water quality, NO water filtration required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR®""@en ","""
(QUICK SHIP) Connected Evolution Boilerless, Convection Steamer featuring Steam Vector Technology, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, Digital Controls, water and drain connection needs plumbed, warranty NOT voided by water quality, NO water filtration required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR
"" ",6983445,4631515," ""Accutemp E62083E150 Electric Countertop Steamer w/ (6) Full Size Pan Capacity, 208v/3ph""@en 208v/3ph ""@en Capacity"," "" AccuTemp E62083E150 Connected Evolution Boilerless ""AccuTemp | Culinary Depot"""
'convection steamer includes',,'6',,,,,,,,"'12 x 20', '60', '281.00'","'12 x 20', '281.00 Pound(s)'",,,"'n hold', 'electric holds 6', 'mechanical timer'","'n hold boilerless', 'convection steamer includes', 'electric holds 6', 'mechanical timer'",,,"'deep pans vacuum cooking', 'energy star'","'deep pans vacuum cooking', 'energy star'","""Accutemp""@en","""AccuTemp""",1129927,"""Steam'N'Hold™ Convection Steamer, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 12kw, 440/60/3ph, 5' cord & NEMA L16-20P, ENERGY STAR®""@en ","""
Steam'N'Hold Boilerless Convection Steamer, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 12kw, 440/60/3ph, 5' cord & NEMA L16-20P, ENERGY STAR
"" ",13994019,7831084," ""Accutemp S64403D120SGL Electric Floor Model Steamer w/ (6) Full Size Pan Capacity, 440v/3ph""@en Capacity 440v/3ph ""@en"," "" AccuTemp S64403D120 SGL Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
"'Standard Oven', 'Standard Oven'",'(2) standard ovens','60 3',,'front','front',"'right wavy grates standing pilot 2', 'ultimate', 'right wavy grates standing pilot 2'","'ultimate', 'right wavy grates standing pilot 2'","'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'front', 'oven', 'oven'",'oven',"'lp gas', 'burners rear', 'burners rear'",'burners rear','restaurant range',,"'standard ovens with battery', 'per', 'restaurant', 'standard ovens with battery', 'per', 'LP', 'NG'","'restaurant', 'standard ovens with battery', 'per'","""Southbend""@en","""Southbend""",1138526,"""Ultimate Restaurant Range, NG gas, 60"", (3) non-clog burners front left, (2) pyromax burners rear left, (4) non-clog burners right, wavy grates, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front left, sides, shelf & 6"" adjustable legs, 377,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (3) non-clog burners front left, (2) pyromax burners rear left, (4) non-clog burners right, wavy grates, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front left, sides, shelf & 6"" adjustable legs, 377,000 BTU, CSA, NSF
"" ",2186791,8233032," ""Southbend 4602DD-5L 60"" 9-Burner Gas Range, NG""@en Range NG ""@en"," "" Southbend 4602DD-5L Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with boxed crossrails','95 l','95 l',,,,,'nsf','nsf',"'20 front', '243.00'","'20 front', '243.00 Pound(s)', '11""'",'stainless steel overall','stainless steel overall',,'legs with welded front to rear adjustable',,,"'compartment with left hand drainboard', 'deep with 11 high splash', 'legs with welded front to rear adjustable'","'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1139410,"""Regaline Sink, 3-compartment, with left-hand drainboard, 20"" front-to-back x 16"" wide sink compartments, 14"" deep, with 11"" high splash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 36"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 27"" F/B x 95"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with left-hand drainboard, 20"" front-to-back x 16""W sink compartments, 14"" deep, with 11""H backsplash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 36"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 27"" F/B x 95"" L/R, NSF
"" ",5561463,9107176," ""Advance Tabco 94-3-54-36L 95"" 3-Compartment Sink w/ 16""L x 20""W Bowl, 14"" Deep""@en Deep ""@en Bowl"," "" Advance Tabco 94-3-54-36L Regaline Sink ""Advance | Culinary Depot"""
,,'10.5',,'Drink Dispensers',,'Green',,,,'29.27',,,'insulated plastic',,,,,"'nsf approved', 'Insulated'",'nsf approved',"""Cambro""@en","""Cambro""",1140541,"""Ultra Camtainer Beverage Carrier, insulated plastic, 10-1/2 gallon capacity, green, NSF approved""@en ","""
Ultra Camtainer Beverage Carrier, insulated plastic, 10-1/2 gallon capacity, green, NSF approved
"" ",8584271,12265783," ""Cambro UC1000519 10-1/2-gal Ultra Camtainer Beverage Carrier - Insulated, Green""@en Green ""@en Insulated"," "" Cambro UC1000519 10 Gallon Green Ultra Camtainer Beverage Carrier - 25.75"" H x 16.25"" W 20.5"" D ""Cambro | Culinary Depot"""
"'convection ovens', 'convection ovens', 'Convection Oven', 'Convection Oven'","'convection ovens', '(2) convection ovens'",'60 3',,,'front',"'per oven', 'per oven'","'ultimate', 'per oven'","'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'front', 'battery', 'stainless steel', 'front', 'battery', 'stainless steel'","'battery', 'stainless steel'","'lp gas', 'burners rear', 'left wavy grates standing pilot', 'shelf 6 adjustable', 'burners rear', 'left wavy grates standing pilot', 'shelf 6 adjustable'","'burners rear', 'left wavy grates standing pilot', 'shelf 6 adjustable'","'restaurant range', 'restaurant'",,"'LP', 'NG'",'restaurant',"""Southbend""@en","""Southbend""",1140617,"""Ultimate Restaurant Range, NG gas, 60"", (3) non-clog burners front right, (2) pyromax burners rear right, (4) non-clog burners left, wavy grates, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 351,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (3) non-clog burners front right, (2) pyromax burners rear right, (4) non-clog burners left, wavy grates, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 351,000 BTU, CSA, NSF
"" ",11317600,7754087," ""Southbend 4602AA-5R 60"" 9-Burner Gas Range, NG""@en Range NG ""@en"," "" Southbend 4602AA-5R Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'Standard Oven', 'Standard Oven'",'(1) standard oven',,,,,,,"'nsf', 'nsf'",'nsf',"'660.00', '660.00'",'660.00 Pound(s)',"'burner front', 'battery', 'battery'",'battery',"'lp gas', 'standard grates', 'shelf 6 adjustable', 'standard grates', 'shelf 6 adjustable'","'standard grates', 'shelf 6 adjustable'",'restaurant range','restaurant',"'oven', 'flue riser with shelf stainless steel', 'front', 'oven', 'flue riser with shelf stainless steel', 'front', 'LP', 'NG'","'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",1143694,"""Ultimate Restaurant Range, LP gas, 36"", (1) star/sauté burner front, (1) non-clog burner, standard grates, (1) 24"" charbroiler left, standing pilot, (1) standard oven with battery spark ignition, includes (1) rack, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 175,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 36"", (1) star/sauté burner front, (1) non-clog burner, standard grates, (1) 24"" charbroiler left, standing pilot, (1) standard oven with battery spark ignition, includes (1) rack, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 175,000 BTU, CSA, NSF
"" ",510368,6868201," ""Southbend 4364D-2CL 36"" 2-Burner Gas Range with Charbroiler, LP""@en LP ""@en Charbroiler"," "" Southbend 4364D-2CL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with boxed crossrails',"'20 wide', '18 gauge'",'18 gauge',,,,,,,'207.00',"'8""', '207.00 Pound(s)'","'12', 'nsf'",'nsf','open frame','open frame',,,"'compartment with left hand drainboard', 'deep with'","'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1156641,"""Regaline Sink, 2-compartment, with left-hand drainboard, 28"" front-to-back x 20"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable bullet feet,18 gauge 304 series stainless steel, overall 35"" F/B x 84"" L/R, NSF""@en ","""
Regaline Sink, 2-compartment, with left-hand drainboard, 28"" front-to-back x 20""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable bullet feet,18 gauge 304 series stainless steel, overall 35"" F/B x 84"" L/R, NSF
"" ",2441533,15932431," ""Advance Tabco 9-82-40-36L 84"" 2-Compartment Sink w/ 20""L x 28""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-82-40-36L Regaline Sink ""Advance | Culinary Depot"""
"'convection ovens', 'convection ovens', 'Convection Oven', 'Convection Oven'","'convection ovens', '(2) convection ovens'",'60 3',,'front','front',"'per oven', 'restaurant range', 'per oven'","'restaurant range gas', 'per oven'","'legs 375', 'nsf', 'legs 375', 'nsf'","'legs 375', 'nsf'","'1075.00', '1075.00'",'1075.00 Pound(s)',"'front', 'battery', 'stainless steel', 'battery', 'stainless steel'","'battery', 'stainless steel'","'lp gas', 'burners rear', 'shelf 6 adjustable', 'burners rear', 'shelf 6 adjustable'","'burners rear', 'shelf 6 adjustable'",'restaurant range',,"'grates standing pilot 2', 'grates standing pilot 2', 'LP', 'NG'",'grates standing pilot 2',"""Southbend""@en","""Southbend""",1160410,"""Ultimate Restaurant Range, LP gas, 60"", (3) non-clog burners front left, (2) pyromax burners rear left, (4) non-clog burners right, standard grates, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 375,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (3) non-clog burners front left, (2) pyromax burners rear left, (4) non-clog burners right, standard grates, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 375,000 BTU, CSA, NSF
"" ",14171308,5468780," ""Southbend 4601AA-5L 60"" 9-Burner Gas Range, LP""@en Range LP ""@en"," "" Southbend 4601AA-5L Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with boxed crossrails',"'18 gauge', '95 l'","'18 gauge', '95 l'",,,,,'nsf','nsf',"'20 front', '193.00'","'20 front', '193.00 Pound(s)', '8""'",,,'open frame','open frame',,,"'compartment with right hand drainboard', 'deep with'","'compartment with right hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1166626,"""Regaline Sink, 3-compartment, with right-hand drainboard, 20"" front-to-back x 20"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 27"" F/B x 95"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with right-hand drainboard, 20"" front-to-back x 20""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 27"" F/B x 95"" L/R, NSF
"" ",1662126,11676071," ""Advance Tabco 9-23-60-24R 95"" 3-Compartment Sink w/ 20""L x 20""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-23-60-24R Regaline Sink ""Advance | Culinary Depot"""
,'legs with boxed crossrails','95 l','95 l',,,,,'nsf','nsf',"'20 front', '243.00'","'20 front', '11""', '243.00 Pound(s)'",'stainless steel overall','stainless steel overall',,'legs with welded front to rear adjustable',,,"'compartment with right hand drainboard', 'deep with 11 high splash', 'legs with welded front to rear adjustable'","'compartment with right hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1168454,"""Regaline Sink, 3-compartment, with right-hand drainboard, 20"" front-to-back x 16"" wide sink compartments, 14"" deep, with 11"" high splash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 36"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 27"" F/B x 95"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with right-hand drainboard, 20"" front-to-back x 16""W sink compartments, 14"" deep, with 11""H backsplash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 36"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 27"" F/B x 95"" L/R, NSF
"" ",13787268,9763732," ""Advance Tabco 94-3-54-36R 95"" 3-Compartment Sink w/ 16""L x 20""W Bowl, 14"" Deep""@en Deep ""@en Bowl"," "" Advance Tabco 94-3-54-36R Regaline Sink ""Advance | Culinary Depot"""
