ids,label,katom_base,cdi_base,katom_brand,cdi_brand,katom_capacity,cdi_capacity,katom_category,cdi_category,katom_cluster_id,cdi_cluster_id,katom_color,cdi_color,katom_finish,cdi_finish,katom_height,cdi_height,katom_id,cdi_id,katom_material,cdi_material,katom_product_type,cdi_product_type,katom_shape,cdi_shape,katom_style,cdi_style,katom_title,cdi_title
katom_5291_cdi_2647,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,969013,4325388,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_5291,cdi_2647,'battery' 'stainless steel','battery' 'stainless steel','burners' 'left thermostatic' 'shelf 6 adjustable' 'lp gas' 'saut burners','standard grates' 'shelf 6 adjustable','restaurant range',,'rear' 'ng' 'lp','restaurant' 'burners' 'rear',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_13201_cdi_776,0,,'legs with side crossrails',advance tabco,advance tabco,'18 gauge' '91 l','18 gauge' '48 l',,'12',4692570,1046143,,,'nsf','nsf','182.00',"'84.00 ' '8""'",katom_13201,cdi_776,,,'open frame','open frame',,,'compartment with left right hand drainboards' 'deep with','compartment with right hand' 'deep with',"91"" 3-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_5736_cdi_776,1,,'legs with side crossrails',advance tabco,advance tabco,'18 gauge' '48 l','18 gauge' '48 l','12','12',1046143,1046143,,,'nsf','nsf','84.00',"'84.00 ' '8""'",katom_5736,cdi_776,,,'deep' 'open frame','open frame',,,'compartment with right hand','compartment with right hand' 'deep with',"48"" 1-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_9048_cdi_4455,0,'flue riser with shelf' 'convection oven','left thermostatic' 'flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,'12 griddle',,,,1622224,8660123,'ultimate','ultimate','stainless steel' 'nsf','stainless steel' 'nsf','660.00','1075.00 ',katom_9048,cdi_4455,'left standing pilot','battery','standard grates' 'shelf 6 adjustable','wavy grates' 'shelf 6','restaurant',,'oven' 'ng/electric','restaurant' 'oven',"36"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_9048_cdi_3683,0,'flue riser with shelf' 'convection oven','oven' 'flue riser with shelf' '(1) convection oven',southbend,southbend,'12 griddle',,,,1622224,6549594,'ultimate','ultimate','stainless steel' 'nsf','stainless steel' 'nsf','660.00','660.00 ',katom_9048,cdi_3683,'left standing pilot','battery','standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant',,'oven' 'ng/electric','restaurant',"36"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_9048_cdi_1259,1,'flue riser with shelf' 'convection oven','flue riser with shelf' '(1) convection oven electric',southbend,southbend,'12 griddle','12 griddle',,,1622224,1622224,'ultimate','ultimate','stainless steel' 'nsf','stainless steel' 'nsf','660.00','660.00 ',katom_9048,cdi_1259,'left standing pilot','left standing pilot','standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant',,'oven' 'ng/electric','restaurant' 'oven',"36"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_22270_cdi_7473,0,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,13250640,15852973,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_22270,cdi_7473,'battery' 'oven','saut burners' 'battery' 'oven','wavy grates' 'lp gas','burners rear' 'left thermostatic','restaurant range','restaurant','per' 'ng' 'lp','per',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_9058_cdi_4975,0,,'legs with boxed crossrails',advance tabco,advance tabco,'95 l','18 gauge',,,1623994,9666758,,,'nsf','nsf','20 front' '205.00',"'194.00 ' '8""'",katom_9058,cdi_4975,,,'open frame' 'gauge','open frame',,,'compartment with left hand drainboard' 'deep with','compartment with right hand' 'back' 'deep with',"95"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_9058_cdi_448,0,,'legs with side crossrails',advance tabco,advance tabco,'95 l','50 l',,,1623994,635434,,'regaline sink 1' '12','nsf','nsf','20 front' '205.00',"'20 front' '86.00 ' '8""'",katom_9058,cdi_448,,,'open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with',"95"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_9058_cdi_1263,1,,'legs with boxed crossrails',advance tabco,advance tabco,'95 l','95 l',,,1623994,1623994,,'regaline sink 3','nsf','nsf','20 front' '205.00',"'20 front' '205.00 ' '8""'",katom_9058,cdi_1263,,,'open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"95"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_8185_cdi_1263,0,,'legs with boxed crossrails',advance tabco,advance tabco,'97 l','95 l',,,1472155,1623994,,'regaline sink 3','nsf','nsf','289.00',"'20 front' '205.00 ' '8""'",katom_8185,cdi_1263,,,'open frame' 'gauge','open frame' 'gauge',,,'compartment with left right hand drainboards' 'deep with','compartment with left hand drainboard' 'deep with',"97"" 3-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_868_cdi_777,0,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '50 l','18 gauge',,,174436,1047661,,'regaline sink 3','nsf','nsf','20 front' '77.00',"'8""' '269.00 '",katom_868,cdi_777,,,'deep' 'open frame','open frame','12',,'compartment with right hand drainboard','compartment with right hand' 'deep with',"50"" 1-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_868_cdi_135,1,,'legs with side crossrails',advance tabco,advance tabco,'18 gauge' '50 l','18 gauge' '50 l',,,174436,174436,,'12','nsf','nsf','20 front' '77.00',"'20 front' '8""' '77.00 '",katom_868,cdi_135,,,'deep' 'open frame','open frame','12',,'compartment with right hand drainboard','compartment with right hand drainboard' 'deep with',"50"" 1-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_7097_cdi_135,0,,'legs with side crossrails',advance tabco,advance tabco,'20 wide' '18 gauge' '50 l','18 gauge' '50 l',,,1275540,174436,,'12','nsf','nsf','113.00',"'20 front' '8""' '77.00 '",katom_7097,cdi_135,,,'open frame','open frame',,,'compartment with right hand drainboard','compartment with right hand drainboard' 'deep with',"50"" 1-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_7097_cdi_961,1,,'legs with side crossrails',advance tabco,advance tabco,'20 wide' '18 gauge' '50 l','18 gauge' '50 l',,,1275540,1275540,,,'nsf','nsf','113.00',"'113.00 ' '8""'",katom_7097,cdi_961,,,'open frame','open frame',,,'compartment with right hand drainboard','compartment with right hand drainboard',"50"" 1-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_18469_cdi_2233,0,'standard/convection oven','(2) cabinets',southbend,southbend,'60 3',,,'front',9776065,3418266,,,'legs' 'nsf','nsf','1075.00','1075.00 ',katom_18469,cdi_2233,'saut burners' 'battery','pyromax burners' 'battery','lp gas' 'burners rear' 'shelf 6 adjustable','rear' 'shelf 6 adjustable','restaurant range','restaurant','grates standing pilot 1 standard' 'oven' 'flue riser with shelf stainless steel' 'front' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_9133_cdi_2233,0,'standard/convection oven','(2) cabinets',southbend,southbend,,,,'front',1637695,3418266,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_9133,cdi_2233,'battery','pyromax burners' 'battery','lp gas' 'burners' 'shelf 6 adjustable','rear' 'shelf 6 adjustable',,'restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle & broiler, lp""@en lp ""@en broiler","ultimate restaurant range "" | culinary depot"""
katom_9133_cdi_4487,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,1637695,8703951,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_9133,cdi_4487,'battery','battery','lp gas' 'burners' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable',,,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle & broiler, lp""@en lp ""@en broiler","ultimate restaurant range "" | culinary depot"""
katom_9133_cdi_1273,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,1637695,1637695,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_9133,cdi_1273,'battery','battery','lp gas' 'burners' 'shelf 6 adjustable','burners' 'shelf 6 adjustable',,'restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle & broiler, lp""@en lp ""@en broiler","ultimate restaurant range "" | culinary depot"""
katom_3168_cdi_2839,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 3',,'front',,586323,4671031,'restaurant range','restaurant range gas','nsf','legs' 'nsf','1075.00','1075.00 ',katom_3168,cdi_2839,'pyromax burners' 'battery' 'front','battery','rear' 'left thermostatic' 'shelf 6 adjustable' 'lp gas','wavy grates standing pilot 1' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"60"" 5-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_2769_cdi_374,1,'standard oven','(1) standard oven',southbend,southbend,,,,,514695,514695,,'ultimate','nsf','nsf','660.00','660.00 ',katom_2769,cdi_374,'battery','battery','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6 adjustable','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_3649_cdi_3446,0,'left thermostatic' 'standard/convection oven','(1) space saver oven',southbend,southbend,,,,,676299,6095296,,,'nsf','nsf','1075.00','475.00 ',katom_3649,cdi_3446,'battery','battery','lp gas' 'burners' 'standard grates' 'shelf 6 adjustable','wavy grates standing pilot 1 space' 'shelf 6 adjustable','restaurant range',,'rear' 'oven' 'flue riser with shelf stainless steel' 'front' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_6462_cdi_7362,0,'standard oven','(2) standard ovens',southbend,southbend,'48 griddle',,,,1171496,15643986,'ultimate',,'nsf','nsf','1075.00','1320.00 ',katom_6462,cdi_7362,'left standing pilot' 'oven','oven','standard grates','burners rear',,'restaurant','restaurant' 'standard ovens with battery' 'per' 'ng' 'lp','burners' 'standard ovens with battery' 'per',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_4347_cdi_7510,0,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '133 l','83 l',,,800062,15890331,,,'nsf','nsf','325.00',"'20 front' '188.00 ' '8""'",katom_4347,cdi_7510,,,'open frame','open frame' 'gauge',,,'compartment with left right hand drainboards' 'deep with','compartment with left hand drainboard' 'deep with',"133"" 3-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_4347_cdi_7166,0,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '133 l','18 gauge' '64 l',,,800062,15212484,,,'nsf','nsf','325.00',"'20 front' '80.00 ' '8""'",katom_4347,cdi_7166,,,'open frame','open frame',,,'compartment with left right hand drainboards' 'deep with','compartment with right hand drainboard' 'deep with',"133"" 3-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_4347_cdi_564,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '133 l','18 gauge' '133 l',,,800062,800062,,,'nsf','nsf','325.00',"'8""' '325.00 '",katom_4347,cdi_564,,,'open frame','open frame',,,'compartment with left right hand drainboards' 'deep with','compartment with left right hand drainboards' 'deep with',"133"" 3-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_20689_cdi_392,0,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '58 l','18 gauge',,,11742000,539889,,,'nsf','nsf','150.00',"'287.00 ' '8""'",katom_20689,cdi_392,,,'open frame' 'gauge','open frame',,,'compartment with left right hand drainboards','compartment with left hand' 'deep with',"58"" 1-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_2911_cdi_392,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge',,,539889,539889,,,'nsf','nsf','287.00',"'287.00 ' '8""'",katom_2911,cdi_392,,,'open frame','open frame',,,'compartment with left hand' 'deep with','compartment with left hand' 'deep with',"101"" 3-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_2650_cdi_631,0,'space saver oven','left thermostatic' '(2) standard / space saver ovens',southbend,southbend,,,,,493724,884105,'restaurant range','saver ovens with battery','nsf','nsf','735.00','735.00 ',katom_2650,cdi_631,,'oven','wavy grates' 'lp gas','wavy grates','oven' 'restaurant range','restaurant','ng' 'lp','per',"48"" 4-burner gas range with charbroiler, lp""@en lp ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_4804_cdi_631,1,'left thermostatic' 'space saver oven','left thermostatic' '(2) standard / space saver ovens',southbend,southbend,,,,,884105,884105,'saver ovens with battery','saver ovens with battery','nsf','nsf','735.00','735.00 ',katom_4804,cdi_631,'oven','oven','lp gas' 'wavy grates','wavy grates','restaurant','restaurant','per' 'lp','per',"48"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_2650_cdi_355,1,'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,,,493724,493724,'restaurant range','ultimate','nsf','nsf','735.00','735.00 ',katom_2650,cdi_355,,,'wavy grates' 'lp gas','wavy grates','oven' 'restaurant range','oven','ng' 'lp','restaurant',"48"" 4-burner gas range with charbroiler, lp""@en lp ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_5607_cdi_522,0,'left thermostatic' 'standard/convection oven','(2) cabinets',southbend,southbend,'60 1',,,'front',1024249,740859,'rear',,'nsf','nsf','1075.00','1075.00 ',katom_5607,cdi_522,'battery' 'star saut burners' 'front','pyromax burners' 'battery','standard grates' 'shelf 6' 'lp gas','rear' 'shelf 6 adjustable','restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6948_cdi_908,0,'flue riser with shelf' 'convection oven','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,1248232,1213440,'restaurant range',,'stainless steel' 'nsf','stainless steel' 'nsf','660.00','1075.00 ',katom_6948,cdi_908,'battery','battery','wavy grates' 'shelf 6 adjustable' 'lp gas','wavy grates' 'shelf 6 adjustable','restaurant range','restaurant','oven' 'ng' 'lp','oven',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_6948_cdi_943,1,'flue riser with shelf' 'convection oven','flue riser with shelf' '(1) convection oven',southbend,southbend,,,,,1248232,1248232,'restaurant range','ultimate','stainless steel' 'nsf','stainless steel' 'nsf','660.00','660.00 ',katom_6948,cdi_943,'battery','battery','wavy grates' 'shelf 6 adjustable' 'lp gas','wavy grates' 'shelf 6 adjustable','restaurant range',,'oven' 'ng' 'lp','restaurant' 'oven',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
