oc_id,oc_cluster_id,oc_product_type,oc_category,oc_brand,oc_storage_capacity,oc_memory_type,oc_interface,oc_memory_speed,oc_color,oc_model,oc_processor
oc_4095,1605585,['sata iii'],,,,,,,,,
oc_4096,1605997,['designs within'],,['introduction of'],,,,,,,
oc_4097,1606635,,,['noble'],,,,,,,
oc_4098,1606797,,,['asus'],,,,,,,
oc_4099,1607204,['beautiful rounded shield inspired front and supports an impressive'],,['aegis'],,,,,,,
oc_4100,1607897,['newly evolved design'],,['silverstone'],,,,,,,
oc_4101,1608050,,,['docking station'],,,['usb 3'],,,,
oc_4102,1608193,,,['visibly'],,,,,,['smart graphics'],
oc_4103,1608307,['stylish and capable full tower'],,,,,,,['systems'],,
oc_4104,1610117,,,['logitech'],,,,,,,['advanced 2']
oc_4105,1610428,['angular hard'],,['carbide'],,,,,,,
oc_4106,1610919,"['ibridge expands the', 'share photos videos and music']",,['leef'],,,,,,,
oc_4107,1611268,"['sff lovers', 'power supplies combined']",,,,,,,,,
oc_4108,1611732,,,['asrock'],,,,,,,
oc_4109,1611815,,,['bitfenix'],,,['x sata power extension white'],,,,
oc_4110,1612727,,,,['100 ram'],,,,['year warranty'],,
oc_4111,1613892,['6qf leopard pro 1087uk'],,,"['msi gp62', '128gb']",,"['m 2', '7200rpm', 'windows 10']",,['gddr5'],,['i7 6700hq nvidia gtx']
oc_4112,1614882,,,"['experience', 'usb']",,,['usb 3 0 card'],,['reader'],,
oc_4113,1615565,,,['gigabyte p55w'],['1tb'],,['win8'],,,,['intel core i7 5700hq gtx']
oc_4114,1616882,['1x pcie x1 6x'],,['socket'],,"['support 4x', 'ddr4 dimm 2x pcie x16']",['usb 3'],,,,
oc_4115,1618695,,,,,,,,,,
oc_4116,1619414,['year warranty'],,['powerful'],,,,['ecc ram'],,,['dual core turbo']
oc_4117,1620162,"['led backlit 2560x1440', 'time 1x', '2 year warranty', 'led backlit 2560x1440', 'time 1x', '2 year warranty']",,"['xf270huabmiidprzx', 'xf270huabmiidprzx']",,,,,,,
oc_4118,1623760,,,,,,,,,,['nvidia']
oc_4119,1625046,['existing'],,['extend'],,,,,,,
oc_4120,1625118,,,['intel'],,,,,,,
oc_4121,1625772,,,,,,,,,,
oc_4122,1626028,,,['raspberry'],,,,,,,
oc_4123,1627205,"['4k ips level 3840 x 2160 i7 6820hk nvidia sli gtx 1070', '4k ips level 3840 x 2160 i7 6820hk nvidia sli gtx 1070']",,"['msi', 'msi']",,,,,,,
oc_4124,1627311,['f1251 copper bushing'],,['xaf'],,,,,,,
oc_4125,1627395,['smart graphics'],,['visibly'],,,,,,,
oc_4126,1628458,"['pwm', 'gigabyte msi and asrock']",,['airpressure'],,['35 cfm'],,['650 1550 rpm'],['year warranty'],,
oc_4127,1628532,['option'],,,,,,,,,
oc_4128,1628837,['intel'],,['socket compatibility'],,,,,,,
oc_4129,1629066,['cpu coolers'],,['carry'],,,,,,,
oc_4130,1629690,,,,['14nm'],,,,,,['intel celeron dual core']
oc_4131,1631928,['processors 384 3'],['stream'],,,['gddr5'],,['3004mhz'],['years warranty'],,
oc_4132,1632587,,"['stream', 'physx cuda']",,,['gddr5'],,['7010mhz'],,,
oc_4133,1632723,"['face led s', 'stealthy keyboard']",,['ever popular ducky one'],,,,,,,
oc_4134,1633619,['design'],,['hydraulic bearing'],,,,,,,
oc_4135,1635088,,,['msi s'],,,['features a'],,,['gs60'],
oc_4136,1635403,['rog rampage'],,['ek fb'],,,['complete'],,,,
oc_4137,1635645,"['p5ds core', 'processors 1920 sli ready']",['stream'],,,['gddr5'],['vr ready physx cuda'],['8192mb 8000mhz'],,,
oc_4138,1636137,,,['socket compatibility'],,,,,,,
oc_4139,1636256,['grey aluminium panels tempered glass good watercooling'],,,,,,,,,
oc_4140,1636575,,,['socket compatibility'],,,,,,['socket 115x 1356 2011'],['intel']
oc_4141,1636788,,,['everything'],,,,,,,
oc_4142,1636982,"['p5dnx core', 'processors 1920 sli ready']",['stream'],['c107v4'],,['gddr5'],['vr ready physx cuda'],['8200 mhz'],,,
oc_4143,1637116,"['mx brown', 'key rollover on usb usb']",['switches'],['cherry'],,,,,,,
oc_4144,1637563,['2560x1080'],,['led backlit'],,,,,,,
oc_4145,1637851,,,,,,,['13ghz'],,,
oc_4146,1638107,['processors 384 physx cuda'],['stream'],,,['gddr3'],,"['700mhz', '1800mhz']",['years warranty'],,['enabled directx']
oc_4147,1638548,['7200rpm'],,['hp'],,,['windows 10'],,['1yr warranty'],,['1920x1080 i7 7200u nvidia gtx 1050']
oc_4148,1639284,['aquastream'],,['reservoirs'],,,,,,,
oc_4149,1640494,['time 1x'],,['led backlit'],,,,,['year warranty'],['2560x1440'],
oc_4150,1641038,,,['typical small'],,,"['chassis', '220']",,,,
oc_4151,1641162,,['glidestream'],,,,,,,,
oc_4152,1641184,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['35v'],,,
oc_4153,1641880,"['you want the', 'look no further']",,['if'],,,,,,,
oc_4154,1641937,,,['enjoy'],,,,,,,
oc_4155,1642054,,,['gt75vr'],,"['gddr5', 'ddr4 windows']","['fhd gsync 120hz', '3ms super raid 4']",,,,['intel core i7 7820hk nvidia gtx 1080']
oc_4156,1642179,['win'],,['msi'],,,['fhd 1920 1080 antiglare wide viewing'],['7200rpm'],['gddr5'],,['intel core i7 67000hq']
oc_4157,1642713,,,['true'],,,,,,,
oc_4158,1644544,"['platinum certified ensures to deliver', 'control system optimizes the']",,,,,,,,,
oc_4159,1644590,,,['gigabyte'],,['ddr4'],,['2400mhz'],,['15w'],"['cf2 gtx 1060', 'intel core i7 7700hq']"
oc_4160,1644755,['pci e x16 x1 pci e x1 x1 pci x2'],,['intel'],,,"['sata 6gb s x4 sata 3gb s', 'lan x4 usb 3 0 x10 usb 2 0 7 1 hd audio']",,,,
oc_4161,1644845,,,,,,,,,,
oc_4162,1644945,,,['socket compatibility'],,,,,,,
oc_4163,1645317,,['lifetime warranty'],,,['vdimm'],,"['3600mhz ram', '35v']",,,
oc_4164,1645993,['clean and beautiful system'],,['phanteks'],,,,,,,
oc_4165,1646641,['pci e x16 2x pci e x1 2x pci 6x'],,,,['ddr3'],['sata 6gb s'],,['lan'],,
oc_4166,1647741,['notebook tablet backpack'],,['techair'],,,['lateral protection'],,,,
oc_4167,1647904,['compact capless design'],,['datatraveler'],['128gb'],,,,,,
oc_4168,1648193,,,['introducing'],,,,,"['Black', 'Black']",,
oc_4169,1649291,,,,,,,,,,"['socket compatibility', 'intel lga2066 lga2011']"
oc_4170,1649809,,,['gigabyte s'],,,['sleek and li'],,,,['intel core i7 quad core processor and latest']
oc_4171,1650850,,,['edimax'],,,,,,,
oc_4172,1651504,"['year warranty', 'gpu clock', 'year warranty']",,['integrated'],,"['cores ddr3', 'cores ddr3']",,"['720mhz', '757mhz']",,,['r7 graphics quad core technology']
oc_4173,1653707,,,,,,,,,,
oc_4174,1655569,,,['tower'],,,,,,,
oc_4175,1655693,['optical drive supports hot swapping'],,['silverstone'],,,,,,,
oc_4176,1656800,['processors 768 sli ready'],"['stream', 'physx cuda']",,,['gddr5'],,['6610mhz'],,,
oc_4177,1657180,"['have released', 'case fans the slipstream', 'their main aim with']",,['scythe'],['120mm'],,,,,,
oc_4178,1657203,,,['1920x1200'],,,,['1000'],,,
oc_4179,1657436,,['lifetime warranty'],['f4'],,['vdimm'],,,,,
oc_4180,1657593,,,['near silent'],['12 cm'],,['any'],,,,
oc_4181,1657608,['avexir'],['strobe'],,,,,,,,
oc_4182,1657631,['nvidia gtx 1060'],,['msi'],,"['gddr5', 'ddr4']",,,,,
oc_4183,1659289,,,['gigabyte'],,,,,,,['intel core i7 quad core processor and']
oc_4184,1659296,,,['member'],,,,,,,
oc_4185,1659650,"['silverstone sst', 'air penetrator', 'channeling technology']",,,['120mm'],,,['700'],,,
oc_4186,1659817,['5 year warranty backwards compatible'],,,['5tb'],,['sata 6gb s'],['128mb'],,,
oc_4187,1659938,,,['two computers'],,,,,,,
oc_4188,1659960,,,,,,,,,,['geforce gtx 970 strix series graphics cards']
oc_4189,1659979,['based graphics cards'],,,,,,,,,
oc_4190,1660250,"['budget friendly', 'side panel']",,['phanteks'],,,,,,,
oc_4191,1660754,,,['asus'],,,,,,,
oc_4192,1662166,"['stream processors', 'ati stream', 'ati avivo hd exclusive']",,,,['gddr5'],,['865mhz'],['ati crossfirex'],,
oc_4193,1663269,['stylish wireless keyboard and mouse from'],,,,,,,,,
oc_4194,1663528,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,
oc_4195,1664147,"['gs63vr 6rf', 'stealth pro']",,"['msi', 'msi']",,"['7200rpm', '7200rpm']",['4k ips level 3840 x 2160 i7 6700hk nvidia gtx 1060'],,"['gddr5', '2yr warranty', 'gddr5', '2yr warranty']",,
oc_4196,1664804,,,['with'],,,,,,,['intel ssd 530']
oc_4197,1664949,,['lifetime warranty'],,['2666mhz ram'],['vdimm'],,['35v'],,,
oc_4198,1665389,['blade design'],,,,,,,,,
oc_4199,1665944,,['technology'],,,,,,,,
oc_4200,1666621,,,['msi'],,,,['7200rpm'],['2yr warranty'],['gs63vr'],"['x 2160 i7', 'nvidia gtx 1060']"
oc_4201,1666815,,['black'],,,,,,,,
oc_4202,1667982,,,['lamptron'],,,,,,,
oc_4203,1668048,['fan bracket'],['table allowing'],,,,,,,,
oc_4204,1668105,,,['lian li ex'],,,"['usb 3 0', 'transfer rates']",,,,
oc_4205,1668226,,,['xilence'],,,,,,,
oc_4206,1669477,['corsair'],,,,,,['800mhz ram'],,,
oc_4207,1669978,,,"['lian', 'lian']",,,"['pci e', 'pci e']",,"['riser cable', 'riser cable']",['li high speed'],
oc_4208,1670234,,,['1600mhz ram'],,,,['5v'],,,
oc_4209,1671379,['pc case'],,,,['white led'],,,,,
oc_4210,1671790,['rucksack'],,['ge62'],,,['7200rpm'],,['ghost recon'],,
oc_4211,1672141,"['rog', 'nvme ssd']",,['asus'],['256gb'],,"['fhd 1920x1080', '7200rpm']",,['ddr4'],,['intel i7 6700hq nvidia gtx 1060']
oc_4212,1673810,,,['hp omen'],,['ddr4'],,['2400mhz'],,,
oc_4213,1674033,['hbm2 stream processors 4096'],,['21275'],,,,"['8192mb', '945mhz']",,,
oc_4214,1675049,,,,,,,,,,
oc_4215,1675170,['sst kl07b has been'],,['silverstone'],,,,,,,
oc_4216,1676730,,,['usb'],,,,,,,
oc_4217,1676835,,,['silverstone'],,,,,,,
oc_4218,1677200,,,['socket compatibilty'],,,,,,,
oc_4219,1677617,"['hbm stream processors 4096', 'amd liquid vr dolby']",['amd crossfirex ready'],['amd eyefinity'],,,,['1000mhz'],['year warranty'],,
oc_4220,1677764,['write'],,,,,,,,['95k'],
oc_4221,1678022,['intel hyper threading'],,,,['ddr3 controller 6'],,,,,
oc_4222,1678803,,,,,,,,,,
oc_4223,1678936,,,['lian li industrial'],,,,,,,
oc_4224,1681474,['warranty'],,,,,,,,,
oc_4225,1684057,,,['285'],,,,,,,
oc_4226,1684442,,['gpu water block'],,,,,,,,
oc_4227,1684749,['2k 2560x1440'],,,,['gddr5'],,,,,
oc_4228,1684891,,,,,,,,,,['amd firepro']
oc_4229,1685166,"['power supply', 'pc system']",,,,,,,,,
oc_4230,1686057,,,,['2666mhz ram'],,['timings 1 2v'],,['vdimm lifetime'],,
oc_4231,1687015,,,['msi'],,,,,['gddr5'],['stealth pro'],['6700hk nvidia gtx 1060']
oc_4232,1687845,['rx550d5'],['stream'],,,['gddr5'],,['7000mhz'],['years warranty'],,
oc_4233,1688193,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7010mhz'],,,
oc_4234,1688821,"['processors 2304 crossfire ready', 'years warranty']",['stream'],['rx'],,['gddr5'],,,,,
oc_4235,1690194,,,['built'],,,,,,,
oc_4236,1690880,"['hbm stream processors 4096', 'amd liquid vr dolby']",['amd crossfirex ready'],['amd eyefinity'],,,,,,,
oc_4237,1691649,['power supply'],,['corsair'],,,['watt 1200w'],,,['hx series hx1200 1200'],
oc_4238,1692335,['chassis'],['unique interior layout'],['9'],,,,,,,
oc_4239,1693639,,,['system power'],,,,,,,
oc_4240,1695817,"['corsair', 'write']",,['cssd'],['480gb'],,,,,,
oc_4241,1696071,,,,,,,,,,
oc_4242,1696393,"['p6dn core', 'years warranty']",,,['n1080 1ddn'],,,['8192mb 10000mhz'],,,
oc_4243,1696833,,,"['msi', 'msi']",,,"['7200rpm', 'windows 10', 'ips level 1920x1080 i7 6820hq nvidia gtx 1080', '7200rpm', 'windows 10']",,"['warranty', 'warranty']",,['nvidia gtx 1080']
oc_4244,1697949,,,"['designed', 'lc17']",,,,,,,
oc_4245,1698079,['processors 2304 directx'],"['stream', 'amd crossfire']",,,['gddr5'],,['8192mb 8000mhz'],['years warranty'],,
oc_4246,1699636,['platinum'],,['fully modular'],,,,,,,
oc_4247,1699712,,['stream'],['core'],,['gddr5'],['physx cuda'],['7010mhz'],,,
oc_4248,1700753,['ips 4k 3840 x 2160 i7'],['7700hq'],,,,,,['7200rpm'],,
oc_4249,1701096,['years warranty'],,,['08g p4'],,,"['6181', '8192mb 10010mhz']",,,
oc_4250,1701383,,['hot swap'],['add a'],,,,,,,
oc_4251,1701433,,['5'],,,,,"['p10810f', '11200mhz']",,,
oc_4252,1702592,"['iops', 'write', 'iops']","['300k', '300k']",['samsung'],,,,,,"['1700mb s', 'sm961']",
oc_4253,1702905,"['seek time', '2 year warranty compatible']",,,['1tb'],,,,,['sata ii'],
oc_4254,1704193,"['line', 'g unit this bad']",,['next'],,,,,,,
oc_4255,1704265,,,['sabrepro15 cf1'],,,['7200rpm'],,['2400mhz'],,
oc_4256,1704269,,,['msi'],['128gb'],['ddr4 windows'],['nvme ssd'],['7200rpm'],,['ge73vr'],['intel core i7 7700hq nvidia gtx 1060']
oc_4257,1704317,['hgst s'],,,['8tb'],,,,,,
oc_4258,1704478,,,['connect'],,,,,,,
oc_4259,1706017,,['lifetime warranty'],,,,,,,,
oc_4260,1707350,,,,['2tb'],,,,,,
oc_4261,1708550,"['call business to business', 'note despatched usually within 48']",,['please'],,,,,,,
oc_4262,1708834,['rog strix'],,,,,,,,,
oc_4263,1708930,['5 year warranty'],,['part'],['12tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_4264,1709231,,,['external'],,,['usb 3 0'],,,,
oc_4265,1709697,['processors 2048 sli ready'],"['stream', 'physx cuda']",,,['gddr5'],,['7010mhz'],,,
oc_4266,1710450,,,['citysmart'],,,,,['lifetime warranty'],,
oc_4267,1710629,,,,['3733mhz ram'],,,"['45v', '3733mhz ram', '45v']",,,
oc_4268,1711352,,,['glass'],,,,,,,
oc_4269,1712865,['crossfire support 7'],,['intel'],,['ddr3 2x pci e x16 2x pci 6x'],,,,,
oc_4270,1713549,"['face led s', 'stealthy keyboard']",,['ever popular ducky'],,,,,,,
oc_4271,1713831,['pci e x16'],,['intel'],,['ddr3'],"['pci e x1 4x', 'sata 6gb s', '7 1 hd audio']",,,,
oc_4272,1714021,,['lifetime warranty'],,,['vdimm'],,['35v'],,,
oc_4273,1714198,"['best air coolers', 'phanteks enters the case arena']",,['standard'],,,,,,,
oc_4274,1715208,['side panels'],,['evolv'],,,,,,,['dual']
oc_4275,1716361,"['world leader in computer', 'world leader in computer']",,['developed in conjunction with'],,,,,,"['the zg3 120tl', 'the zg3 120tl']",
oc_4276,1718301,['leds'],,['akasa'],,,,,,,
oc_4277,1719137,['processors 2048 sli ready'],"['stream', 'physx cuda']",['core'],,['gddr5'],,['7010mhz'],,,
oc_4278,1719431,"['ati stream', 'ati avivo hd']",,,,,,['880mhz'],,,
oc_4279,1719497,"['cpu cooler from cryorig for', 'fin design for efficient']",,,,,,,,,
oc_4280,1720105,['micro atx'],,,,,"['mini itx', 'side panel']",,['black'],,
oc_4281,1720775,"['offers peerless dependability and best in', 'sleeved cables']",,['pure power'],,,['silence optimized'],,,['9 300w'],
oc_4282,1721025,,,,['4tb'],,['sata 6gb s'],,,,
oc_4283,1721254,['mainstream full tower'],,['urban'],,,,,,,
oc_4284,1721773,,,['lian'],,,,,,,
oc_4285,1722173,"['rog', 'Intel Core i7']",,['asus'],,['ddr4 ram'],['fhd ips'],,['gddr5'],['g752vy'],
oc_4286,1722409,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7200mhz'],,,
oc_4287,1723014,"['aluminum exterior the evolv s', 'unparalleled design', 'free release system']",,,,,,,,,
oc_4288,1723921,,,"['ml06', 'milo', 'milo']",,,,,,,
oc_4289,1724992,"['seek time', '3 year warranty', 'seek time', '3 year warranty']",,,,,,,,"['sata ii interface', 'sata ii interface']",
oc_4290,1725398,['processors 1536 shader'],['stream'],['core'],,['gddr5'],['physx cuda'],['6008mhz'],,,
oc_4291,1725958,,,,,,,,,,
oc_4292,1726170,,,['socket'],,,,,,,
oc_4293,1727047,['nzxt s'],,['showcases'],,,,,,,
oc_4294,1727111,,['lifetime warranty'],,['2133mhz ram'],['vdimm'],['timings 1 20'],['35v'],,,
oc_4295,1727294,"['seek time', '3 year warranty']",,,,,,,,['sata interface'],
oc_4296,1727516,"['mounting kit delivers', 'over stock']",,['kraken'],,,,,['year warranty'],,
oc_4297,1727631,,,['socket'],,,,,,,
oc_4298,1728170,,,['intel solid state'],,,['up to six times faster'],,,,
oc_4299,1728194,,,['individually sleeved'],,,['white'],,,['in a'],
oc_4300,1728867,"['seek time', '5 year warranty', 'seek time', '5 year warranty']",,,"['750gb', '750gb']",,,,,"['sata ii interface', 'sata ii interface']",
oc_4301,1729281,['huge'],,,,,,,,,
oc_4302,1729805,,,,,,,,,,['amd radeon vega based graphics cards']
oc_4303,1729947,['60cm blue'],,['bitfenix'],,,,,,,
oc_4304,1730273,['psu room'],,['black tower'],,,,,,,
oc_4305,1730336,['graphics cards'],,['matte'],,,['slots pre'],,,,
oc_4306,1730971,['usb type'],,['1x'],,,['usb 3 0 type a'],,['power'],,
oc_4307,1731644,['twisted pair blue'],,,,,,,,,
oc_4308,1732438,['stealth pro 067uk'],,['msi'],,,"['120hz 1920x1080 i7 6700hq nvidia gtx 1060', '7200rpm']",,['warranty'],['gs73vr'],
oc_4309,1732597,,['gpu water block'],,,,,,,,
oc_4310,1733183,,,['those'],,,,,['front panel'],,
oc_4311,1734413,,,['bitfenix'],,,,,,,['adaptor 20cm']
oc_4312,1734906,,,,['support for x series'],,,,,,
oc_4313,1734914,['years warranty'],,,,,,,,,
oc_4314,1735483,"['ati stream', 'ati avivo hd']","['stream', 'ati eyefinity']",['core'],,['gddr5'],,['6000mhz'],['ati crossfirex'],,
oc_4315,1736274,,,['amd'],,['ddr3 x1 pci e x16 x1 pci e x1 x1 pci x6'],['usb 2 0'],,,,
oc_4316,1737622,,,['silverstone'],,,['mini pci e expansion module'],,,,
oc_4317,1737847,"['corsair force le series', 'write']",,['cssd'],,,,['83k'],,,
oc_4318,1738915,,,['ocz'],['features a'],,['pci e'],,,['revodrive3 x2'],
oc_4319,1741249,,,['these units'],,,['eco'],,,,
oc_4320,1741622,['cpu water block compatible with'],,,,,,,,,
oc_4321,1741725,,,['switches'],,,,['1000 mhz'],,,
oc_4322,1742225,,,['compatible'],,,,,,,
oc_4323,1743213,['stylish wireless keyboard and mouse from'],,,,,,,,,
oc_4324,1744212,['grey'],,,,,,,,,
oc_4325,1746963,['ever'],,['most'],,,,,['lian li'],,
oc_4326,1747206,['wired keyboard and mouse bundle black'],,['asus'],,,,,,['u2000'],
oc_4327,1747643,['7700hq'],,['nh q1tek'],,['ddr4 windows'],,,,,
oc_4328,1747698,"['supreme command pc game', 'supreme command pc game']",,['675mhz'],,"['gddr3', 'gddr3']",,"['2000mhz', '2000mhz']",,,
oc_4329,1749256,,,,['1600mhz ram'],,,,['5v'],,
oc_4330,1749658,,,['socket compatibility'],,,,,,,
oc_4331,1750922,['side panels'],,['evolv'],,,,,,,['dual']
oc_4332,1751616,,,['socket compatibility'],,,,,,,
oc_4333,1752245,,,['lowest price'],,,['uk for the'],,,,['amd radeon r9 fury x with hbm memory with free delivery amd vr ready premium']
oc_4334,1755411,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7010mhz'],,,
oc_4335,1755538,,,['intel'],,,['pci e x16'],,,['sata express 3'],
oc_4336,1757066,['rog maximus ix and x hero motherboard'],,['intel'],,,,,,,
oc_4337,1757282,,,['edimax'],,,,,,,
oc_4338,1757760,['fan bracket'],['table allowing'],['silver'],,,,,,,
oc_4339,1758016,,,,['2666mhz ram'],,['cas 11 13 13 35'],['65v'],,,
oc_4340,1758817,['avexir'],,['1600mhz ram'],,,,,,,
oc_4341,1759783,['power extension cable'],['vga'],,['40cm'],,,,,,
oc_4342,1760003,,,['bitfenix alchemy'],,,['sata 45cm power extension'],,,,
oc_4343,1760926,,['stream'],,,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_4344,1761317,['fan controller'],,,['the evga'],,,,,['usb3'],
oc_4345,1761893,,,['ducky shine'],,,['9'],,,,
oc_4346,1761948,,,['aerocool'],,,,,,,
oc_4347,1763361,['aluminum'],,,,,,,,,
oc_4348,1764634,['pci e x16 x1 pci e x1 x1 pci x2'],,,,,"['sata 6gb s x4 sata 3gb s', 'lan x4 usb 3 0 x10 usb 2 0 7 1 hd audio']",,,,
oc_4349,1764719,"['devices spill resistant design', 'compact foldable design ultrathin and lightweight']",,,,,,,,,
oc_4350,1765004,,,,,,,['520mb'],,,
oc_4351,1765097,['sata hard drive connected'],['aluminum'],,,,,,['those who'],,
oc_4352,1765150,,['stream'],['core'],,['gddr5'],,['7010mhz'],"['physx cuda', 'enabled 5']",,
oc_4353,1765188,"['solid state drive', 'mechanical hard drives']",,['kingston s'],,,,,,['a400'],
oc_4354,1765443,,['router'],['netgear'],,,,,,,
oc_4355,1766705,,,,,,,,,,
oc_4356,1766824,['dual band wireless'],,,,,,,,,
oc_4357,1767761,,,,,['ddr4'],,,,,
oc_4358,1767844,,,['single'],,,,,,,
oc_4359,1767926,,,['if'],,,,,,,
oc_4360,1768509,"['cover seamlessly hides', 'optical drives', 'from view preserving']",,['a'],,,,,,,
oc_4361,1768835,['shining blue leds'],,,,,,,,,
oc_4362,1769010,,,['intel'],,,,,,,
oc_4363,1770536,,['gpu water block'],,,,,,,,
oc_4364,1771056,,['4k'],,,"['sc17', '758 41 2633 t2']",,,,,['i7 6820hk nvidia gtx 1070']
oc_4365,1771125,['whether it be for'],,,,,,,['digital content'],,
oc_4366,1772251,,,['1600mhz ram'],,['vdimm'],,,,,
oc_4367,1773330,"['rmx series power supplies give you', 'control quiet']",,['corsair'],,,,,,,
oc_4368,1774459,,,['amd'],,,,,,['chipset x4 ddr3 x3 pci e x16 x3 pci e x1 x1'],
oc_4369,1774578,"['red switches', 'black german engineering']",,['cherry'],,,,,,,
oc_4370,1774800,['than two years after'],,,,,,,,,
oc_4371,1775287,['water block'],,['gpu'],,,,,,,
oc_4372,1775296,"['quad air inlet system', '3 year warranty']",,,,,,,,,
oc_4373,1775355,['determination to push'],,['creation'],,,,,,,
oc_4374,1775989,['aluminium travel pouch 5 year warranty'],,['sandberg'],,,,,['caddy usb3'],,['external']
oc_4375,1776134,['both silent operation'],,['engineered'],,,,,,,
oc_4376,1776262,['displayport equipped'],['external multi'],['connect'],,,,,,,
oc_4377,1777816,['processors 2304 shader'],['stream'],,,['gddr5'],['physx cuda'],"['954mhz', '6008mhz']",,,
oc_4378,1778259,['pci e x16 x3 pci e x1 x1 pci x4'],,,,,,,['support'],,['intel']
oc_4379,1780676,,,,,,,,,,['intel lga 2011']
oc_4380,1781578,['processors 448 shader'],"['stream', 'enabled 2']",['core'],,['gddr5'],,"['607mhz', '3348mhz']",,,
oc_4381,1781633,['that accommodates micro atx built with a'],,,,,['modern black design'],,,,
oc_4382,1782408,,,['corsair'],,,,,,,
oc_4383,1783208,,,['nh q17ek'],,['ddr4 windows'],,,,['003'],['i7 6700hq']
oc_4384,1783939,,['lifetime warranty'],['2400mhz'],,['ddr4'],,,,,
oc_4385,1787009,,,,,,,,,,['intel xeon e5 2620 s2011 sandy bridge six core']
oc_4386,1787041,"['processors 1536 shader', 'sli ready']","['stream', 'physx cuda']",,,['gddr5'],,"['1006mhz', '6008mhz']",,['2012mhz'],
oc_4387,1787149,"['hbm stream processors', 'amd liquid vr vr ready creator', '2 year warranty']",['amd crossfirex ready'],"['core', 'amd eyefinity']",,,,['1000mhz'],,,
oc_4388,1787281,,,,,,,,,,['amd 990fx chipset x4 ddr3 x3 pci e x16 x3 pci e x1 x6 sata']
oc_4389,1789989,,,['aqua computer'],,,,,,,
oc_4390,1790866,"['gpu water block', 'warranty']",,,,,['gtx1080'],,,,
oc_4391,1791049,,,['ikbc f87'],,,,,,['rgb'],
oc_4392,1793927,,,,,,,,,,['those who demand a flexible platform']
oc_4393,1794672,"['lights lifetime warranty', 'avexir']",,['2400mhz ram'],,,,['60v'],,,
oc_4394,1796254,['warranty'],,['led backlit'],,,,['80000000'],,['1920x1200'],
oc_4395,1796574,,,['corsair'],,,,,,,
