ids,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title,label
ban_187_half_116,Eric Schlosser,Eric Schlosser,,,ban_187,half_116,9780618593941,9780618593941,318,318,4/23/07,"Apr. 23rd, 2007",Houghton Mifflin Harcourt,Houghton Mifflin Harcourt (HMH),Chew On This: Everything You Don't Want to Know about Fast Food,Chew on This,1
ban_669_half_967,Julie Kagawa,Julie Kagawa,,,ban_669,half_967,9780373210787,9780373210787,1504,1504,9/25/12,"Sep. 25th, 2012",Harlequin,Harlequin Teen,"The Iron Fey Boxed Set: The Iron King, The Iron Daughter, The Iron Queen, The Iron Knight",The Iron Fey Boxed Set,1
ban_881_half_679,P. C. Cast,P. C. Cast,,Paperback,ban_881,half_679,9780312360283,9780312360283,320,310,10/2/07,"Oct. 2nd, 2007",St. Martin's Press,St. Martin's Griffin,Betrayed,Betrayed,1
ban_14360_half_1687,Jodie Patterson,Katherine Paterson,,,ban_14360,half_1687,9780486991719,9780547406275,112,145,,"Sep. 20th, 2010",Dover Publications,Houghton Mifflin Harcourt (HMH),Create Your Own Scrapbook Papers: 135 Design Templates to Use with Photoshop Elements,The Day of the Pelican,0
ban_1422_half_2006,Barbara A. Lewis,Barbara A. Lewis,,,ban_1422,half_2006,9781575420295,9781575420295,288,276,11/15/05,"Nov. 15th, 2005","Free Spirit Publishing, Inc.",Free Spirit Publishing,What Do You Stand For? For Teens: A Guide to Building Character,What Do You Stand For?: For Teens,1
ban_2358_half_1299,James Patterson,James Patterson,,,ban_2358,half_1299,9780316207744,9780316119696,384,239,11/10/15,"Jun. 15th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Lost,Watch the Skies,0
ban_10787_half_427,Christopher Swenson,John Christopher,,Paperback,ban_10787,half_427,9780470135938,9780689856723,264,195,,"Apr. 1st, 2003",Wiley,Simon Pulse,Modern Cryptanalysis: Techniques for Advanced Code Breaking / Edition 1,The White Mountains,0
ban_1159_half_597,Lensey Namioka,Lensey Namioka,,,ban_1159,half_597,9780440415992,9780440415992,160,160,11/28/00,"Nov. 14th, 2000",Random House Children's Books,Laurel Leaf Library,"Ties That Bind, Ties That Break","Ties That Bind, Ties That Break",1
ban_1459_half_2818,Lisa Schroeder,Lisa Schroeder,,,ban_1459,half_2818,9781416955207,9781416955207,240,226,1/8/08,"Jan. 8th, 2008",Simon Pulse,Simon Pulse,"I Heart You, You Haunt Me","I Heart You, You Haunt Me",1
ban_2390_half_1755,Lois Duncan,Lois Duncan,,,ban_2390,half_1755,9780316098984,9780316099042,240,287,4/19/11,"Apr. 19th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Down a Dark Hall,Stranger with My Face,0
ban_4012_half_1801,Darren Lockyer,Darren Shan,,Paperback,ban_4012,half_1801,9781864712735,9780316012331,400,233,12/01/2011,"May. 10th, 2006",Random House Australia,"Little, Brown Books for Young Readers",Darren Lockyer - An Autobiography,Lord Loss,0
ban_42_half_5,Markus Zusak,Markus Zusak,,,ban_42,half_5,9780375842207,9780375842207,576,552,9/11/07,"Sep. 11th, 2007",Random House Children's Books,Alfred A. Knopf Books for Young Readers,The Book Thief,The Book Thief,1
ban_1624_half_1110,Anna Carey,Anna Carey,,,ban_1624,half_1110,9780062048516,9780062048516,352,322,7/3/12,"Jul. 3rd, 2012",HarperCollins Publishers,HarperCollins,Eve,Eve,1
ban_2681_half_2807,Martine Leavitt,Martine Leavitt,,,ban_2681,half_2807,9781590789490,9781590789490,224,216,10/1/12,"Oct. 1st, 2012",Highlights Press,Boyds Mills Press,Keturah and Lord Death,Keturah and Lord Death,1
ban_221_half_205,Susan Beth Pfeffer,Susan Beth Pfeffer,,,ban_221,half_205,9780152061548,9780152061548,347,360,5/1/08,"May. 1st, 2008",Houghton Mifflin Harcourt,Graphia Books,Life As We Knew It,Life as We Knew It,1
ban_1006_half_715,Michael A. Tompkins,Michael A. Tompkins,,,ban_1006,half_715,9781433804502,9781433804502,196,196,4/15/09,"Jul. 1st, 2009",American Psychological Association,Magination Press,My Anxious Mind: A Teen's Guide to Managing Anxiety and Panic,My Anxious Mind,1
ban_12255_half_349,Bruce Smith,L. J. Smith,,,ban_12255,half_349,9780992391676,9780062017710,402,416,,"Dec. 1st, 2012",BSB,Harper Teen,Raspberry Pi Insider Guide,The Vampire Diaries: The Hunters,0
ban_991_half_345,Cinda Williams Chima,Cinda Williams Chima,,,ban_991,half_345,9781423121367,9781423121367,528,506,8/31/10,"Aug. 31st, 2010",Disney-Hyperion,Hyperion Books,The Demon King,The Demon King,1
ban_2462_half_2850,S. Beth Atkin,S. Beth Atkin,,,ban_2462,half_2850,9780316056205,9780316056205,96,96,4/1/00,"Apr. 1st, 2000","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Voices from the Fields: Children of Migrant Farmworkers Tell Their Stories,Voices from the Fields,1
ban_110_half_291,Ned Vizzini,Ned Vizzini,,,ban_110,half_291,9780786851973,9781423141914,464,444,4/3/07,"Aug. 31st, 2010",Disney-Hyperion,Hyperion Books,It's Kind of a Funny Story,It's Kind of a Funny Story,0
ban_54_half_543,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,half_543,9780547928227,9780395520215,320,304,9/18/12,"Oct. 30th, 1989",Houghton Mifflin Harcourt,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit,0
ban_1525_half_2762,Melissa de la Cruz,Melissa de La Cruz,,Paperback,ban_1525,half_2762,9781423101260,9781423101260,336,336,3/27/07,"Mar. 27th, 2007",Disney-Hyperion,Hyperion Books,Blue Bloods,Blue Bloods,1
ban_1287_half_2343,Heather Brewer,Heather Brewer,,,ban_1287,half_2343,9780142415603,9780142415603,304,292,1/12/10,"Jan. 12th, 2010",Penguin Young Readers Group,Speak,Tenth Grade Bleeds,Tenth Grade Bleeds,1
ban_473_half_1612,Garth Nix,Garth Nix,,Paperback,ban_473,half_1612,9780062315557,9780064471831,352,496,6/3/14,"Aug. 23rd, 1997",HarperCollins Publishers,HarperTrophy,Sabriel,Sabriel,0
ban_2223_half_1662,Tamora Pierce,Tamora Pierce,,Paperback,ban_2223,half_1662,9780689878572,9781442427662,400,368,1/28/05,"Apr. 19th, 2011",Simon Pulse,Atheneum Books for Young Readers,Lioness Rampant,Lioness Rampant,0
ban_2390_half_2980,Lois Duncan,Lois Duncan,,,ban_2390,half_2980,9780316098984,9780316098984,240,211,4/19/11,"Apr. 19th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Down a Dark Hall,Down a Dark Hall,1
ban_336_half_123,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_336,half_123,9780142406113,9780142406113,304,234,2/16/06,"Feb. 16th, 2006",Penguin Young Readers Group,Puffin Books,Stormbreaker,Stormbreaker,1
ban_8960_half_93,Richard Hunter,Erin Hunter,,,ban_8960,half_93,9781422147610,9780060525507,256,288,,"Jan. 6th, 2004",Harvard Business Review Press,HarperCollins,The Real Business of IT: How CIOs Create and Communicate Value,Warriors #1,0
ban_1115_half_366,Catherine Fisher,Catherine Fisher,,,ban_1115,half_366,9780142418529,9780142418529,464,442,2/8/11,"Feb. 8th, 2011",Penguin Young Readers Group,Firebird,Incarceron,Incarceron,1
ban_75_half_45,Laurie Halse Anderson,Laurie Halse Anderson,,,ban_75,half_45,9780312674397,9780142407325,224,197,5/10/11,"Apr. 20th, 2006",Square Fish,Puffin Books,Speak,Speak,0
ban_592_half_144,Nikki Grimes,Nikki Grimes,,,ban_592,half_144,9780142501894,9780142501894,176,167,12/29/03,"Dec. 29th, 2003",Penguin Young Readers Group,Speak,Bronx Masquerade,Bronx Masquerade,1
ban_7189_half_266,Michael Kerrisk,Michael Scott,,Paperback,ban_7189,half_266,9781593272203,9780385735346,1552,385,,"Apr. 24th, 2012","No Starch Press San Francisco, CA",Ember,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,The Warlock,0
ban_165_half_1668,Jandy Nelson,Jandy Nelson,,,ban_165,half_1668,9780142417805,9780142417805,320,275,3/22/11,"Mar. 22nd, 2011",Penguin Young Readers Group,Speak,The Sky Is Everywhere,The Sky Is Everywhere,1
ban_1512_half_406,Lisi Harrison,Lisi Harrison,,Paperback,ban_1512,half_406,9780316176217,9780316176217,272,257,9/5/11,"Sep. 5th, 2011","Little, Brown Books for Young Readers",Poppy Books,Monster High,Monster High,1
ban_215_half_249,M. T. Anderson,M. T. Anderson,,,ban_215,half_249,9780763662622,9780763622596,320,299,7/17/12,"Mar. 1st, 2004",Candlewick Press,Candlewick Press (MA),Feed,Feed,0
ban_46_half_8,Sherman Alexie,Sherman Alexie,,,ban_46,half_8,9780316013697,9780316013697,288,229,4/1/09,"Apr. 1st, 2009","Little, Brown Books for Young Readers","Little, Brown Young Readers",The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,1
ban_702_half_2277,Meg Cabot,Meg Cabot,,,ban_702,half_2277,9780061479939,9780380814022,256,304,3/25/08,,HarperCollins Publishers,HarperTrophy,The Princess Diaries,The Princess Diaries,0
ban_2613_half_1799,Jay McGraw,Jay McGraw,,,ban_2613,half_1799,9780743224703,9780743224703,176,176,8/28/01,"Aug. 28th, 2001",Touchstone,Fireside Books,Life Strategies for Teens Workbook,Life Strategies for Teens,1
ban_92_half_710,J. K. Rowling,J. K. Rowling,,,ban_92,half_710,9780439136365,9780439655484,448,547,9/11/01,,"Scholastic, Inc.",Scholastic Paperbacks,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0
ban_664_half_926,Philip Pullman,Philip Pullman,,Paperback,ban_664,half_926,9780440418320,9780440238133,432,351,5/22/01,"Sep. 9th, 2003",Random House Children's Books,Laurel Leaf Library,The Golden Compass,The Golden Compass,0
ban_2073_half_2579,Maggie Stiefvater,Maggie Stiefvater,,,ban_2073,half_2579,9780738713700,9780738713700,336,325,10/1/08,"Oct. 8th, 2008","Llewellyn Worldwide, Ltd.",Flux,Lament: The Faerie Queen's Deception,Lament,1
ban_2848_half_1332,Jennifer Brown,Jennifer Brown,,,ban_2848,half_1332,9780316086967,9780316086967,384,364,5/15/12,"May. 15th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Bitter End,Bitter End,1
ban_1553_half_2934,Julia Alvarez,Julia Alvarez,,,ban_1553,half_2934,9780553494068,9780553494068,288,264,5/9/06,"May. 9th, 2006",Random House Children's Books,Laurel Leaf Library,Finding Miracles,Finding Miracles,1
ban_1661_half_1662,Tamora Pierce,Tamora Pierce,,Paperback,ban_1661,half_1662,9781442427655,9781442427662,272,368,4/19/11,"Apr. 19th, 2011",Atheneum Books for Young Readers,Atheneum Books for Young Readers,The Woman Who Rides Like a Man,Lioness Rampant,0
ban_367_half_185,Sharon M. Draper,Sharon M. Draper,,,ban_367,half_185,9781416953487,9781416953487,336,314,1/1/08,"Jan. 1st, 2008",Atheneum Books for Young Readers,Simon Pulse,Copper Sun,Copper Sun,1
ban_2853_half_3064,Ni-Ni Simone,Ni-Ni Simone,,,ban_2853,half_3064,9780758241894,9780758241894,240,240,4/1/10,"Apr. 1st, 2010",Kensington,K-Teen,Teenage Love Affair,Teenage Love Affair,1
ban_11328_half_1318,Philip Hanan,Philip Pullman,,Paperback,ban_11328,half_1318,9781257671526,9780375823459,-1,416,,"Sep. 10th, 2002",Lulu.com,Alfred A. Knopf Books for Young Readers,The History of the Video Game Console,The Golden Compass,0
ban_2603_half_2626,Margaret Bechard,Margaret Bechard,,,ban_2603,half_2626,9780689862687,9780689862687,176,176,12/1/03,"Dec. 2nd, 2003",Simon Pulse,Simon Pulse,Hanging on to Max,Hanging on to Max,1
ban_1925_half_1154,Darren Shan,Darren Shan,,Paperback,ban_1925,half_1154,9780316114370,9780316114370,256,256,9/1/05,"Sep. 1st, 2005","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Allies of the Night,Allies of the Night,1
ban_630_half_955,Sarah Dessen,Sarah Dessen,,,ban_630,half_955,9780142406250,9780142401767,400,228,4/6/06,"May. 11th, 2004",Penguin Young Readers Group,Speak,The Truth about Forever,Keeping the Moon,0
ban_1695_half_1711,L. J. Smith,L. J. Smith,,,ban_1695,half_1711,9780061720802,9780061720802,586,608,3/16/10,"Mar. 16th, 2010",HarperCollins Publishers,Harper Teen,Nightfall,The Vampire Diaries: The Return,1
ban_1688_half_974,Gary Paulsen,Gary Paulsen,,,ban_1688,half_974,9780439786614,9780439786614,128,114,12/12/05,"Jan. 1st, 2006","Scholastic, Inc.",Scholastic Paperbacks,The Crossing,The Crossing,1
ban_1892_half_3034,Anna Godbersen,Anna Godbersen,,Paperback,ban_1892,half_3034,9780061345685,9780061345685,464,433,9/23/08,"Sep. 23rd, 2008",HarperCollins Publishers,HarperCollins,The Luxe,The Luxe,1
ban_545_half_379,Sarah Dessen,Sarah Dessen,,,ban_545,half_379,9780142415566,9780142415566,432,399,4/5/11,"Apr. 5th, 2011",Penguin Young Readers Group,Speak,Along for the Ride,Along for the Ride,1
ban_1336_half_924,Mariatu Kamara,Mariatu Kamara,,,ban_1336,half_924,9781554511587,9781554511587,224,216,9/12/08,"Sep. 12th, 2008","Annick Press, Limited",Annick Press,The Bite of the Mango,The Bite of the Mango,1
ban_1672_half_126,Scott Westerfeld,Scott Westerfeld,,,ban_1672,half_126,9781442483774,9781416947950,1552,372,10/30/12,"Sep. 30th, 2007",Simon Pulse,Simon Pulse,The Leviathan Trilogy: Leviathan; Behemoth; Goliath,Specials,0
ban_557_half_2639,Tim Tharp,Tim Tharp,,,ban_557,half_2639,9780385754309,9780375865022,304,294,7/9/13,"Dec. 14th, 2010",Random House Children's Books,Alfred A. Knopf,The Spectacular Now,The Spectacular Now,0
ban_225_half_101,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,,,ban_225,half_101,9780307976079,9780553272581,240,224,2/14/12,"Mar. 31st, 1983",Random House Children's Books,Laurel Leaf Library,Farewell to Manzanar,Farewell to Manzanar,0
ban_1024_half_511,Christopher Pike,Christopher Pike,,Paperback,ban_1024,half_511,9781442413191,9781442467316,528,528,8/9/11,"Mar. 5th, 2013",Simon Pulse,Simon Pulse,Thirst No. 4: The Shadow of Death,Thirst No. 5,0
ban_930_half_276,Sharon M. Draper,Sharon M. Draper,,,ban_930,half_276,9780689842337,9780689842337,352,352,12/28/04,"Dec. 28th, 2004",Simon Pulse,Simon Pulse,The Battle of Jericho,The Battle of Jericho,1
ban_803_half_439,Jack Gantos,Jack Gantos,,,ban_803,half_439,9780312641573,9780374430894,224,199,4/24/12,"Sep. 8th, 2004",Square Fish,Farrar Straus Giroux,Hole in My Life,Hole in My Life,0
ban_704_half_1557,Elizabeth Scott,Elizabeth Scott,,,ban_704,half_1557,9781416960607,9781416960607,176,170,9/8/09,"Sep. 8th, 2009",Simon Pulse,Simon Pulse,Living Dead Girl,Living Dead Girl,1
ban_5685_half_917,Art Smith,Roland Smith,,,ban_5685,half_917,2940027311520,9781423104018,-1,318,,"Jun. 1st, 2009","San Francisco, The Bulletin",Hyperion Books,Art Smith's story; the autobiography of the boy aviator which appeared as a serial in the Bulletin,Elephant Run,0
ban_378_half_1345,Eoin Colfer,Eoin Colfer,,,ban_378,half_1345,9781423124528,9780786848829,304,263,6/23/09,"Oct. 2nd, 2007",Disney-Hyperion,Hyperion Books for Children,Artemis Fowl,Artemis Fowl,0
ban_1620_half_542,Madeleine L'Engle,Madeleine L'Engle,,,ban_1620,half_542,9780312674885,9781250004673,272,236,6/7/11,"Jan. 31st, 2012",Square Fish,Square Fish,The Arm of the Starfish,A Wrinkle in Time,0
ban_1027_half_1188,Eoin Colfer,Eoin Colfer,,,ban_1027,half_1188,9781423136811,9781423136811,944,944,9/28/10,"Sep. 28th, 2010",Disney-Hyperion,Hyperion Books,Artemis Fowl 3-book boxed set,Artemis Fowl 3-Book Boxed Set,1
ban_1077_half_955,Sarah Dessen,Sarah Dessen,,,ban_1077,half_955,9780142401767,9780142401767,256,228,5/11/04,"May. 11th, 2004",Penguin Young Readers Group,Speak,Keeping the Moon,Keeping the Moon,1
ban_2545_half_2615,Meg Cabot,Meg Cabot,,,ban_2545,half_2615,9780060755881,9780060755881,320,288,7/3/07,"Jul. 3rd, 2007",HarperCollins Publishers,Harper Teen,Avalon High,Avalon High,1
ban_2161_half_2040,L. J. Smith,L. J. Smith,,,ban_2161,half_2040,9780061963872,9781416974529,256,732,8/25/09,"Apr. 7th, 2009",HarperCollins Publishers,Simon Pulse,The Struggle,Night World #03,0
ban_1384_half_2483,Andrew Klavan,Andrew Klavan,,Paperback,ban_1384,half_2483,9781595545862,9781401685201,346,343,6/8/10,"Nov. 29th, 2011","Nelson, Thomas, Inc.",Thomas Nelson s,The Last Thing I Remember,The Truth of the Matter,0
ban_198_half_202,Lois Lowry,Lois Lowry,,,ban_198,half_202,9780440239123,9780385737166,176,169,1/24/06,"Jan. 13th, 2009",Random House Children's Books,Bantam Books for Young Readers,Messenger,Messenger,0
ban_1905_half_2451,Lauren Barnholdt,Lauren Barnholdt,,,ban_1905,half_2451,9781442413153,9781442413153,336,312,6/12/12,"Jun. 12th, 2012",Simon Pulse,Simon Pulse,Sometimes It Happens,Sometimes It Happens,1
ban_16154_half_1701,Martin S. Matthews,Ann Matthews Martin,paperback,,ban_16154,half_1701,9781559585118,9780439388818,400,189,May 1994,"Jan. 1st, 2004", Premier,Scholastic Paperbacks,Access from the Ground Up,A Corner of the Universe,0
ban_11104_half_2968,John R. Gregg,John Green,,,ban_11104,half_2968,9780780334267,9780486290652,296,32,,"Dec. 24th, 1996",Wiley,Dover Publications,"Ones and Zeros: Understanding Boolean Algebra, Digital Circuits, and the Logic of Sets / Edition 1",Human Anatomy in Full Color,0
ban_737_half_2085,Malinda Lo,Malinda Lo,,,ban_737,half_2085,9780316040105,9780316040105,264,264,10/5/10,"Oct. 5th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Ash,Ash,1
ban_116_half_91,Lewis Carroll,Lewis Carroll,,,ban_116,half_91,9781593080150,9780486275437,320,96,1/1/04,"May. 20th, 1993",Barnes & Noble,Dover Publications,Alice's Adventures in Wonderland and Through the Looking Glass,Alice's Adventures in Wonderland,0
ban_4545_half_2490,Phil Dorman,Philip Pullman,,Paperback,ban_4545,half_2490,9780595853205,9780440238140,158,288,08/11/2006,"Sep. 9th, 2003","iUniverse, Incorporated",Laurel Leaf Library,"I CRY FOR HELP!: Autobiography/Health, My True Story Detailing the Aftermath of Child Abuse, Trauma, Stress, Combat Trauma, & Post Traumatic Stress Disorder",The Subtle Knife,0
ban_2538_half_1766,Sophie Jordan,Sophie Jordan,,,ban_2538,half_1766,9780061935091,9780061935091,352,326,9/6/11,"Sep. 6th, 2011",HarperCollins Publishers,Harper,Firelight,Firelight,1
ban_1773_half_1656,Kimberly Derting,Kimberly Derting,,,ban_1773,half_1656,9780061779831,9780061779831,352,329,2/15/11,"Feb. 15th, 2011",HarperCollins Publishers,Harper,The Body Finder,The Body Finder,1
ban_722_half_1233,Julie Anne Peters,Julie Anne Peters,,,ban_722,half_1233,9780316009850,9780316009850,272,250,5/4/05,"May. 4th, 2005","Little, Brown Books for Young Readers",Megan Tingley Books,Keeping You a Secret,Keeping You a Secret,1
ban_290_half_462,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_462,9781442419780,9781442419780,416,399,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Extras,Extras,1
ban_2850_half_2362,Jeyn Roberts,Jeyn Roberts,,,ban_2850,half_2362,9781442423527,9781442423527,327,352,9/4/12,"Sep. 4th, 2012",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Dark Inside,Dark Inside,1
ban_161_half_2405,Joseph Delaney,Joseph Delaney,,Paperback,ban_161,half_2405,9780060891299,9780060891299,576,532,2/24/09,"Feb. 24th, 2009",HarperCollins Publishers,Greenwillow Books,Attack of the Fiend,Attack of the Fiend,1
ban_688_half_1005,Jack Canfield,Jack Canfield,,,ban_688,half_1005,9780757307270,9780757307270,304,250,4/15/08,"Apr. 15th, 2008","Health Communications, Incorporated",Health Communications,The Success Principles for Teens: How to Get from Where You Are to Where You Want to Be,The Success Principles for Teens,1
ban_1743_half_2465,Darren Shan,Darren Shan,,Paperback,ban_1743,half_2465,9780316078672,9780316078696,272,272,4/10/12,"Oct. 2nd, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Ocean of Blood,Palace of the Damned,0
ban_550_half_2442,Jenny Han,Jenny Hubbard,,,ban_550,half_2442,9781416968290,9780385740562,304,183,4/6/10,"Jun. 12th, 2012",Simon & Schuster Books For Young Readers,Ember,The Summer I Turned Pretty,Paper Covers Rock,0
ban_1550_half_1228,Matt de la Pe��a,Matt de La Pena,,,ban_1550,half_1228,9780385738286,9780385738286,320,320,11/8/11,"Nov. 8th, 2011",Random House Children's Books,Ember,I Will Save You,I Will Save You,1
ban_316_half_581,Lauren Oliver,Lauren Oliver,,,ban_316,half_581,9780061978074,9780061978074,375,400,2/5/13,"Jan. 22nd, 2013",HarperCollins Publishers,HarperCollins,Pandemonium,Pandemonium,1
