ids,label,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title
wor_23401_half_70,1,Jerry Spinelli,Jerry Spinelli,Paperback,,wor_23401,half_70,9780440416777,9780440416777,186,186,(11 May 2004),"May. 11th, 2004",Random House USA Inc ,Laurel Leaf Library,Stargirl,Stargirl
wor_34537_half_1111,0,Tamora Pierce,Tamora Pierce,Paperback,Paperback,wor_34537,half_1111,9781442427648,9780689878565,241,264,(19 Apr 2011),"Jan. 6th, 2005",Simon & Schuster ,Simon Pulse,In the Hand of the Goddess,In the Hand of the Goddess
wor_34537_half_1477,1,Tamora Pierce,Tamora Pierce,Paperback,Paperback,wor_34537,half_1477,9781442427648,9781442427648,241,241,(19 Apr 2011),"Apr. 19th, 2011",Simon & Schuster ,Atheneum Books,In the Hand of the Goddess,In the Hand of the Goddess
wor_39143_half_1475,0,Kathe Koj,Kathe Koja,,,wor_39143,half_1475,9781501235726,9780142402092,-1,117,(21 Apr 2015),"Nov. 18th, 2004",Brilliance Audio ,Speak,Buddha Boy,Buddha Boy
wor_39142_half_1475,0,Kathe Koj,Kathe Koja,Hardback,,wor_39142,half_1475,9780756931179,9780142402092,117,117,(1 Nov 2004),"Nov. 18th, 2004",Perfection Learning ,Speak,Buddha Boy,Buddha Boy
wor_39129_half_1475,1,Kathe Koj,Kathe Koja,Paperback,,wor_39129,half_1475,9780142402092,9780142402092,117,117,(18 Nov 2004),"Nov. 18th, 2004",Speak ,Speak,Buddha Boy,Buddha Boy
wor_33855_half_1127,0,Peggy Kern,Peggy Kern,Hardback,,wor_33855,half_1127,9780606000451,9780545395496,140,140,(1 Jul 2009),"Aug. 1st, 2012",Turtleback Books ,Scholastic Inc.,No Way Out,No Way Out
wor_33856_half_1127,0,Peggy Kern,Peggy Kern,Hardback,,wor_33856,half_1127,9780606262033,9780545395496,144,140,(1 Aug 2012),"Aug. 1st, 2012",Turtleback Books ,Scholastic Inc.,No Way Out,No Way Out
wor_33861_half_1127,1,Peggy Kern,Peggy Kern,Paperback,,wor_33861,half_1127,9780545395496,9780545395496,140,140,(7 Jun 2016),"Aug. 1st, 2012",Scholastic US ,Scholastic Inc.,No Way Out,No Way Out
wor_31924_half_1822,0,Paul Langan,Paul Langan,Hardback,,wor_31924,half_1822,9781417784004,9780545391153,123,123,(1 Jun 2006),"Jan. 1st, 2012",Turtleback Books ,Scholastic Paperbacks,Shattered,Shattered
wor_31927_half_1822,1,Paul Langan,Paul Langan,Paperback,,wor_31927,half_1822,9780545391153,9780545391153,123,123,(7 Jun 2016),"Jan. 1st, 2012",Scholastic US ,Scholastic Paperbacks,Shattered,Shattered
wor_28683_half_1645,0,Scott O'Dell,Scott O'Dell,Paperback,,wor_28683,half_1645,9780547406329,9780440979753,144,121,(13 Sep 2010),"Mar. 31st, 1997","Cengage Learning, Inc ",Laurel Leaf Library,Sing Down the Moon,Sing Down the Moon
wor_40556_half_1716,0,Neta Lohnes Frazier,Neta Lohnes Frazier,Hardback,Paperback,wor_40556,half_1716,9781402731884,9781402736179,193,193,(1 Aug 2006),"Aug. 1st, 2006",Sterling Publishing (NY) ,Sterling Publishing (NY),The Stout-Hearted Seven: Orphaned on the Oregon Trail,The Stout-Hearted Seven
wor_40553_half_1716,1,Neta Lohnes Frazier,Neta Lohnes Frazier,Paperback,Paperback,wor_40553,half_1716,9781402736179,9781402736179,208,193,(28 Aug 2006),"Aug. 1st, 2006",Sterling Juvenile ,Sterling Publishing (NY),Sterling Point Books : The Stout-Hearted Seven: Orphaned on the Oregon Trail: Orphaned on the Oregon Trail,The Stout-Hearted Seven
wor_29450_half_724,0,Anthony Horowitz,Anthony Horowitz,Paperback,Paperback,wor_29450,half_724,9781406360264,9780142417195,432,388,(2 Apr 2015),"Nov. 16th, 2010",Walker Books Ltd ,Puffin Books,Crocodile Tears,Crocodile Tears
wor_40735_half_1742,0,Lynne Ewing,Lynne Ewing,,Paperback,wor_40735,half_1742,9780613076555,9780064406499,85,96,(20 Dec 1997),"Dec. 20th, 1997","Econo-Clad Books, Div. of American Cos., Inc. ",HarperCollins,Drive-by,Drive-By
wor_40721_half_1742,1,Lynne Ewing,Lynne Ewing,Paperback,Paperback,wor_40721,half_1742,9780064406499,9780064406499,96,96,(3 Dec 1998),"Dec. 20th, 1997",HarperCollins Publishers Inc ,HarperCollins,Drive-by,Drive-By
wor_44831_half_2411,0,Brent Hartinger,Brent Hartinger,,,wor_44831,half_2411,9781531808327,9780060012236,-1,226,(9 Aug 2016),"Feb. 17th, 2004",Audible Studios on Brilliance ,HarperTempest,Geography Club,Geography Club
wor_44822_half_2411,1,Brent Hartinger,Brent Hartinger,Paperback,,wor_44822,half_2411,9780060012236,9780060012236,226,226,(17 Feb 2004),"Feb. 17th, 2004",Harper Teen ,HarperTempest,Geography Club,Geography Club
wor_43983_half_2259,0,Elisabeth Combres,Elisabeth Combres,Hardback,,wor_43983,half_2259,9780888998927,9780888998934,139,139,(1 Oct 2009),"Apr. 1st, 2011",Groundwood Books ,Groundwood Books,Broken Memory: A Novel of Rwanda,Broken Memory
wor_43982_half_2259,1,Elisabeth Combres,Elisabeth Combres,Paperback,,wor_43982,half_2259,9780888998934,9780888998934,139,139,(1 Apr 2011),"Apr. 1st, 2011",Groundwood Books ,Groundwood Books,Broken Memory: A Novel of Rwanda,Broken Memory
wor_46677_half_2764,0,Marie Rutkoski,Marie Rutkoski,Hardback,,wor_46677,half_2764,9780374310264,9780312602390,258,265,(5 Aug 2008),"Feb. 2nd, 2010",Farrar Straus Giroux ,Square Fish,The Cabinet of Wonders,The Cabinet of Wonders
wor_33207_half_622,0,Ruth Minsky Sender,Ruth Minsky Sender,Hardback,,wor_33207,half_622,9780812467413,9780689813214,264,256,(1 Aug 1997),"Aug. 1st, 1997",Perfection Learning ,Simon Pulse,Cage,The Cage
wor_33205_half_622,1,Ruth Minsky Sender,Ruth Minsky Sender,Paperback,,wor_33205,half_622,9780689813214,9780689813214,264,256,(7 Oct 1997),"Aug. 1st, 1997",Simon & Schuster ,Simon Pulse,The Cage,The Cage
wor_16414_half_621,1,Ann Brashares,Ann Brashares,Paperback,Paperback,wor_16414,half_621,9780385730587,9780385730587,294,336,(11 Mar 2003),"Mar. 11th, 2003",Delacorte Press Books for Young Readers ,Ember,Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants
wor_47003_half_2803,0,Walt Morey,Walt Morey,Hardback,,wor_47003,half_2803,9780812420111,9780142405512,191,191,(1 Jan 1992),"Feb. 2nd, 2006",Perfection Learning ,Puffin Books,Gentle Ben,Gentle Ben
wor_47004_half_2803,1,Walt Morey,Walt Morey,Paperback,,wor_47004,half_2803,9780142405512,9780142405512,192,191,(2 Feb 2006),"Feb. 2nd, 2006",Penguin Putnam Inc ,Puffin Books,Gentle Ben,Gentle Ben
wor_28353_half_10,0,Edward Bloor,Edward Bloor,,,wor_28353,half_10,9780358310259,9780152057800,-1,312,(3 Sep 2019),"Sep. 1st, 2006",Hmh Audio ,Harcourt Paperbacks,Tangerine,Tangerine
wor_8038_half_10,0,Edward Bloor,Edward Bloor,Paperback,,wor_8038,half_10,9780439286039,9780152057800,294,312,(22 Jul 2013),"Sep. 1st, 2006",Scholastic US ,Harcourt Paperbacks,Tangerine,Tangerine
wor_28346_half_10,1,Edward Bloor,Edward Bloor,Paperback,,wor_28346,half_10,9780152057800,9780152057800,324,312,(1 Oct 2006),"Sep. 1st, 2006",Harcourt Children's Books ,Harcourt Paperbacks,Tangerine,Tangerine
wor_1336_half_2482,0,Kenneth Oppel,Kenneth Oppel,Paperback,Paperback,wor_1336,half_2482,9781910200360,9781416949992,336,320,(7 May 2015),"Mar. 1st, 2008",David Fickling Books ,Simon & Schuster Books for Young Readers,Firewing,Firewing
wor_1340_half_2482,1,Kenneth Oppel,Kenneth Oppel,Paperback,Paperback,wor_1340,half_2482,9781416949992,9781416949992,336,320,(1 Mar 2008),"Mar. 1st, 2008",Simon & Schuster ,Simon & Schuster Books for Young Readers,Firewing,Firewing
wor_29920_half_169,0,Rosa Parks,Rosa Parks,Hardback,,wor_29920,half_169,9780613229968,9780141301204,48,192,(1 Dec 1999),"Jan. 1st, 1999",Turtleback Books ,Puffin Books,I Am Rosa Parks,Rosa Parks
wor_29918_half_169,1,Rosa Parks,Rosa Parks,Paperback,,wor_29918,half_169,9780141301204,9780141301204,208,192,(1 Jan 1999),"Jan. 1st, 1999",Penguin Books Australia ,Puffin Books,Rosa Parks: My Story,Rosa Parks
wor_31959_half_2423,0,Kimberly Willis Holt,Kimberly Willis Holt,Paperback,,wor_31959,half_2423,9780312632120,9780440238416,227,256,(19 Jul 2011),"May. 13th, 2003",St Martin's Press ,Laurel Leaf Library,When Zachary Beaver Came to Town,When Zachary Beaver Came to Town
wor_46005_half_2636,0,Amy Efaw,Amy Efaw,Hardback,,wor_46005,half_2636,9781606867327,9780142415900,350,350,(2 Dec 2010),"Dec. 2nd, 2010",Perfection Learning ,Speak,After,After
wor_46002_half_2636,1,Amy Efaw,Amy Efaw,Paperback,,wor_46002,half_2636,9780142415900,9780142415900,350,350,(9 Feb 2011),"Dec. 2nd, 2010",Penguin Putnam Inc ,Speak,After,After
wor_42722_half_2050,0,Lauren DeStefano,Lauren DeStefano,Paperback,,wor_42722,half_2050,9780007387007,9781442409088,352,368,(28 Feb 2013),"Feb. 12th, 2013",HarperCollins Publishers ,Simon & Schuster Books for Young Readers,Fever,Fever
wor_42718_half_2050,1,Lauren DeStefano,Lauren DeStefano,Paperback,,wor_42718,half_2050,9781442409088,9781442409088,349,368,(12 Feb 2013),"Feb. 12th, 2013",Simon & Schuster Books for Young Readers ,Simon & Schuster Books for Young Readers,Fever,Fever
wor_28500_half_85,0,Laurie Halse Anderson,Laurie Halse Anderson,Hardback,,wor_28500,half_85,9780756910570,9780689848919,251,256,(1 Mar 2002),"Mar. 1st, 2002",Perfection Learning ,Aladdin Paperbacks,"Fever, 1793",Fever 1793
wor_6627_half_85,1,Laurie Halse Anderson,Laurie Halse Anderson,Paperback,,wor_6627,half_85,9780689848919,9780689848919,256,256,(15 May 2002),"Mar. 1st, 2002",Simon & Schuster ,Aladdin Paperbacks,Fever 1793,Fever 1793
wor_5844_half_1507,0,Rachel Cohn,Rachel Cohn,Paperback,,wor_5844,half_1507,9780375835339,9780375846144,183,183,(28 Aug 2007),"Aug. 26th, 2008",Random House USA Inc ,Alfred A. Knopf,Nick and Norah's Infinite Playlist,Nick & Norah's Infinite Playlist
wor_32765_half_1507,1,David Levithan,Rachel Cohn,Paperback,,wor_32765,half_1507,9780375846144,9780375846144,183,183,(8 Jan 2009),"Aug. 26th, 2008",Alfred A. Knopf ,Alfred A. Knopf,Nick Norah's Infinite Playlist Movie Tie-in,Nick & Norah's Infinite Playlist
wor_5844_half_615,1,Rachel Cohn,Rachel Cohn,Paperback,,wor_5844,half_615,9780375835339,9780375835339,183,183,(28 Aug 2007),"Aug. 28th, 2007",Random House USA Inc ,Alfred A. Knopf,Nick and Norah's Infinite Playlist,Nick & Norah's Infinite Playlist
wor_48708_half_3081,0,Lucy Maud Montgomery,Lucy Maud Montgomery,Paperback,Paperback,wor_48708,half_3081,9781406821703,9780451528827,208,320,(27 Sep 2006),"May. 6th, 2003",Echo Library ,Signet Classics,Anne of Green Gables,Anne of Green Gables
wor_11669_half_383,0,Eoin Colfer,Eoin Colfer,Hardback,,wor_11669,half_383,9780786808557,9781423124542,278,277,(1 Jun 2002),"Jun. 1st, 2009",Hyperion ,Hyperion Books,The Arctic Incident,The Arctic Incident
wor_40772_half_1748,0,Malin Alegri,Malin Alegria,Hardback,,wor_40772,half_1748,9780606262019,9780545402408,182,182,(1 May 2012),"May. 1st, 2012",Turtleback Books ,Point,Crossing the Line,Crossing the Line
wor_40774_half_1748,1,Malin Alegri,Malin Alegria,Paperback,,wor_40774,half_1748,9780545402408,9780545402408,182,182,(7 Jun 2016),"May. 1st, 2012",Scholastic US ,Point,Crossing the Line,Crossing the Line
wor_33369_half_2109,0,Virginia Euwer Wolff,Virginia Euwer Wolff,Hardback,,wor_33369,half_2109,9780590897990,9780590898003,256,230,(1 May 1998),"Apr. 1st, 2000",Scholastic ,Scholastic Signature,Bat 6,Bat 6
wor_33368_half_2109,1,Virginia Euwer Wolff,Virginia Euwer Wolff,Paperback,,wor_33368,half_2109,9780590898003,9780590898003,230,230,(30 Apr 2000),"Apr. 1st, 2000",Scholastic US ,Scholastic Signature,Bat 6,Bat 6
wor_38709_half_1413,0,Aprilynne Pike,Aprilynne Pike,Paperback,,wor_38709,half_1413,9780007314362,9780061668050,356,294,(30 Apr 2009),"Apr. 6th, 2010",HarperCollins Publishers ,Harper Teen,Wings,Wings
wor_38698_half_1413,1,Aprilynne Pike,Aprilynne Pike,Paperback,,wor_38698,half_1413,9780061668050,9780061668050,294,294,(3 May 2011),"Apr. 6th, 2010",HarperCollins Publishers Inc ,Harper Teen,Wings,Wings
wor_36736_half_2351,0,Celia Rees,Celia Rees,Paperback,,wor_36736,half_2351,9781526618481,9780763618292,256,272,(3 Sep 2020),,Bloomsbury Publishing PLC ,Candlewick Press (MA),Witch Child,Witch Child
wor_36725_half_2351,0,Celia Rees,Celia Rees,Paperback,,wor_36725,half_2351,9780763642280,9780763618292,261,272,(12 May 2009),,Candlewick Press (MA) ,Candlewick Press (MA),Witch Child,Witch Child
wor_29488_half_125,0,Sharon G Flake,Sharon G. Flake,Hardback,,wor_29488,half_125,9781417808601,9781423103851,171,171,(1 Aug 2007),"Aug. 1st, 2007",Turtleback Books ,Jump at the Sun,The Skin I'm in,The Skin I'm In
wor_32210_half_477,0,Mitali Perkins,Mitali Perkins,,,wor_32210,half_477,9781501278778,9781580893299,-1,272,(11 Aug 2015),"Jul. 1st, 2012",Brilliance Audio ,Charlesbridge Publishing,Bamboo People,Bamboo People
wor_32202_half_477,1,Mitali Perkins,Mitali Perkins,Paperback,,wor_32202,half_477,9781580893299,9781580893299,288,272,(1 Jul 2012),"Jul. 1st, 2012","Charlesbridge Publishing,U.S. ",Charlesbridge Publishing,Bamboo People,Bamboo People
wor_34995_half_879,0,Dean Lorey,Dean Lorey,Paperback,Paperback,wor_34995,half_879,9780007257218,9780061340505,384,291,(25 Jun 2009),"Aug. 31st, 2010",HarperCollins Publishers ,Harper,Monster War,Monster War
wor_34998_half_879,1,Dean Lorey,Dean Lorey,Paperback,Paperback,wor_34998,half_879,9780061340505,9780061340505,291,291,(27 Jul 2010),"Aug. 31st, 2010",HarperCollins ,Harper,Nightmare Academy #3: Monster War,Monster War
wor_48328_half_3007,0,Nahoko Uehashi,Nahoko Uehashi,Hardback,Paperback,wor_48328,half_3007,9780545005425,9780545005432,248,248,(1 Jun 2008),"Apr. 1st, 2009",Scholastic US ,Scholastic Inc.,Moribito: Guardian of the Spirit,Guardian of the Spirit
wor_48327_half_3007,1,Nahoko Uehashi,Nahoko Uehashi,Paperback,Paperback,wor_48327,half_3007,9780545005432,9780545005432,-1,248,(1 Jul 2009),"Apr. 1st, 2009",Scholastic US ,Scholastic Inc.,Guardian of the Spirit,Guardian of the Spirit
wor_29096_half_298,0,Kristin Cashore,Kristin Cashore,Paperback,Paperback,wor_29096,half_298,9780575085138,9780142415917,400,461,(28 Feb 2009),"Jan. 25th, 2011",Orion Publishing Co ,Speak,Fire,Fire
wor_29103_half_298,0,Kristin Cashore,Kristin Cashore,Hardback,Paperback,wor_29103,half_298,9780606230858,9780142415917,461,461,(25 Jan 2011),"Jan. 25th, 2011",Turtleback Books ,Speak,Fire,Fire
wor_29104_half_298,1,Kristin Cashore,Kristin Cashore,Paperback,Paperback,wor_29104,half_298,9780142415917,9780142415917,461,461,(25 Jan 2011),"Jan. 25th, 2011",Penguin Putnam Inc ,Speak,Fire,Fire
wor_29868_half_443,0,Maggie Stiefvater,Maggie Stiefvater,Paperback,,wor_29868,half_443,9781407145778,9780545123297,432,360,(1 May 2014),"May. 1st, 2011",Scholastic ,Scholastic Paperbacks,Linger,Linger
wor_12864_half_2357,0,Garth Nix,Garth Nix,Hardback,Paperback,wor_12864,half_2357,9780060273224,9780061474354,304,311,(1 Jan 2001),"Apr. 22nd, 2008",HarperCollins Publishers Inc ,Eos,Sabriel,Sabriel
wor_22732_half_2755,0,"Erich Maria Remarque, Maurice  del Bourgo",Erich Maria Remarque,Hardback,Paperback,wor_22732,half_2755,9781911238232,9780835910637,52,90,(1 Jul 2019),"May. 1st, 1998",Classic Comic Store Ltd ,Globe Fearon,All Quiet on the Western Front,All Quiet on the Western Front
wor_46847_half_2782,0,Philip de Souz,Philip de Souza,Hardback,,wor_46847,half_2782,9781613835487,9780763641993,32,32,(1 Mar 2009),"Mar. 1st, 2009",Perfection Learning ,Candlewick Press (MA),The Roman News,The Roman News
wor_14000_half_3092,0,Jane Austen,Jane Austen,Paperback,,wor_14000,half_3092,9780141199078,9781402785306,416,416,(6 Dec 2012),"Mar. 6th, 2012",Penguin Books Ltd ,Splinter,Pride and Prejudice,Pride and Prejudice
wor_32067_half_1744,0,Ginny Rorby,Ginny Rorby,,,wor_32067,half_1744,9781441775948,9780765353047,-1,272,(1 Jan 2013),"Jul. 31st, 2007",Blackstone Audiobooks ,Starscape Books,Hurt Go Happy,Hurt Go Happy
wor_32069_half_1744,0,Ginny Rorby,Ginny Rorby,Hardback,,wor_32069,half_1744,9780765314420,9780765353047,-1,272,(8 Aug 2006),"Jul. 31st, 2007",Starscape Books ,Starscape Books,Hurt Go Happy,Hurt Go Happy
wor_32064_half_1744,1,Ginny Rorby,Ginny Rorby,Paperback,,wor_32064,half_1744,9780765353047,9780765353047,-1,272,(27 Oct 2008),"Jul. 31st, 2007",St Martin's Press ,Starscape Books,Hurt Go Happy,Hurt Go Happy
wor_43612_half_2193,0,Brenna Yovanoff,Brenna Yovanoff,,,wor_43612,half_2193,9781469232669,9781595143815,-1,343,(19 Mar 2013),"Sep. 6th, 2011",Brilliance Audio ,Razorbill,The Replacement,The Replacement
wor_43607_half_2193,0,Brenna Yovanoff,Brenna Yovanoff,Paperback,,wor_43607,half_2193,9781847388391,9781595143815,384,343,(6 Jan 2011),"Sep. 6th, 2011",Simon & Schuster Ltd ,Razorbill,The Replacement,The Replacement
wor_43600_half_2193,1,Brenna Yovanoff,Brenna Yovanoff,Paperback,,wor_43600,half_2193,9781595143815,9781595143815,343,343,(6 Sep 2011),"Sep. 6th, 2011",Razorbill ,Razorbill,The Replacement,The Replacement
wor_32347_half_497,0,Fred Gipson,Fred Gipson,,,wor_32347,half_497,9780061960765,9780064403825,3,192,(5 Jan 2010),"Jun. 9th, 1995",Caedmon ,HarperTrophy,Old Yeller,Old Yeller
wor_32343_half_497,0,Fred Gipson,Fred Gipson,Hardback,,wor_32343,half_497,9780812416336,9780064403825,184,192,(1 Oct 1990),"Jun. 9th, 1995",Perfection Learning ,HarperTrophy,Old Yeller,Old Yeller
wor_32346_half_497,0,Fred Gipson,Fred Gipson,Hardback,,wor_32346,half_497,9780613857444,9780064403825,132,192,(15 May 2011),"Jun. 9th, 1995",Turtleback Books ,HarperTrophy,Old Yeller,Old Yeller
wor_32345_half_497,1,Fred Gipson,Fred Gipson,Paperback,,wor_32345,half_497,9780064403825,9780064403825,-1,192,(3 Feb 2007),"Jun. 9th, 1995",HarperCollins Publishers Inc ,HarperTrophy,Old Yeller,Old Yeller
wor_34288_half_772,0,Karen Cushman,Karen Cushman,Paperback,,wor_34288,half_772,9780547722177,9780064406307,122,128,(19 Jun 2012),"Aug. 16th, 1996",Clarion Books ,HarperTrophy,The Midwife's Apprentice,The Midwife's Apprentice
wor_34291_half_772,0,Karen Cushman,Karen Cushman,Hardback,,wor_34291,half_772,9780395692295,9780064406307,122,128,(27 Mar 1995),"Aug. 16th, 1996",Houghton Mifflin ,HarperTrophy,The Midwife's Apprentice,The Midwife's Apprentice
wor_6858_half_772,1,Karen Cushman,Karen Cushman,Paperback,,wor_6858,half_772,9780064406307,9780064406307,128,128,(16 Aug 1996),"Aug. 16th, 1996",HarperTrophy ,HarperTrophy,The Midwife's Apprentice,The Midwife's Apprentice
wor_47608_half_2886,0,Victoria McKernan,Victoria McKernan,Paperback,,wor_47608,half_2886,9780449816554,9780440239628,384,359,(12 Nov 2013),"Oct. 12th, 2010",Ember ,Laurel Leaf Library,The Devil's Paintbox,The Devil's Paintbox
wor_47610_half_2886,0,Victoria McKernan,Victoria McKernan,Hardback,,wor_47610,half_2886,9780375837500,9780440239628,359,359,(13 Jan 2009),"Oct. 12th, 2010",Alfred A. Knopf Books for Young Readers ,Laurel Leaf Library,The Devil's Paintbox,The Devil's Paintbox
wor_47611_half_2886,1,Victoria McKernan,Victoria McKernan,Paperback,,wor_47611,half_2886,9780440239628,9780440239628,359,359,(12 Oct 2010),"Oct. 12th, 2010",Laurel Leaf Library ,Laurel Leaf Library,The Devil's Paintbox,The Devil's Paintbox
wor_31523_half_2189,0,Sarah Dessen,Sarah Dessen,Paperback,,wor_31523,half_2189,9780141337791,9780142423837,416,432,(30 May 2011),"Apr. 9th, 2013",Penguin Books Ltd ,Speak,What Happened to Goodbye,What Happened to Goodbye
wor_42073_half_2142,0,E L Konigsburg,E. L. Konigsburg,Hardback,,wor_42073,half_2142,9780756910884,9780689836022,261,261,(1 Apr 2002),"Apr. 1st, 2002",Perfection Learning ,Aladdin Paperbacks,Silent to the Bone,Silent to the Bone
wor_42072_half_2142,1,E. L. Konigsburg,E. L. Konigsburg,Paperback,,wor_42072,half_2142,9780689836022,9780689836022,261,261,(1 Apr 2002),"Apr. 1st, 2002",Simon & Schuster ,Aladdin Paperbacks,Silent to the Bone,Silent to the Bone
wor_34981_half_878,0,Carl Deuker,Carl Deuker,,,wor_34981,half_878,9781482100921,9780547076317,-1,313,(11 Jun 2013),"Sep. 1st, 2008",Blackstone Audiobooks ,Graphia Books,Gym Candy,Gym Candy
wor_34973_half_878,1,Carl Deuker,Carl Deuker,Paperback,,wor_34973,half_878,9780547076317,9780547076317,313,313,(20 Sep 2010),"Sep. 1st, 2008",Houghton Mifflin Harcourt Publishing Company ,Graphia Books,Gym Candy,Gym Candy
wor_5947_half_39,0,Antoine de Saint-Exupery,Antoine de Saint-Exupery,Paperback,,wor_5947,half_39,9781853261589,9780156012195,112,96,(5 Jun 1995),"Jun. 29th, 2000",Wordsworth Editions Ltd ,Harvest Books,The Little Prince,The Little Prince
wor_18639_half_39,0,Antoine De Saint-Exupery,Antoine de Saint-Exupery,Hardback,,wor_18639,half_39,9780808563372,9780156012195,96,96,(29 Jun 2000),"Jun. 29th, 2000",Turtleback Books ,Harvest Books,The Little Prince,The Little Prince
wor_45759_half_2577,0,China Mieville,China Mieville,Paperback,,wor_45759,half_2577,9780330536684,9780345458445,528,474,(6 May 2011),"Jan. 29th, 2008",Pan Macmillan ,Del Rey Books,Un Lun Dun,Un Lun Dun
wor_28206_half_2,0,John Green,John Green,Paperback,,wor_28206,half_2,9780007523160,9780142402511,272,221,(28 Feb 2013),"Jan. 1st, 2007",HarperCollins Publishers ,Speak,Looking For Alaska,Looking for Alaska
