ids,bx_author,wor_author,bx_binding,wor_binding,bx_id,wor_id,bx_isbn,wor_isbn,bx_pages,wor_pages,bx_pubdate,wor_pubdate,bx_publisher,wor_publisher,bx_title,wor_title,label
bx_199696_wor_19304,Leo Tolstoy,Leo Tolstoy,,Paperback,bx_199696,wor_19304,9780192833983,9781784871949,-1,1296,1998,(5 Jan 2017),Oxford University Press,Vintage Publishing ,War and Peace,War and Peace,0
bx_10948_wor_6340,Helen Fielding,Helen Fielding,,Paperback,bx_10948,wor_6340,9780670880720,9780670880720,-1,271,1998,(25 Jun 1998),Viking Books,Viking Books ,Bridget Jones's Diary,Bridget Jones's Diary,1
bx_96104_wor_17150,Louisa May Alcott,Louisa May Alcott,,Hardback,bx_96104,wor_17150,9780451522757,9781840227789,-1,384,1993,(7 Sep 2018),Signet Classics,Wordsworth Editions Ltd ,Little Men,Little Women,0
bx_23879_wor_11307,Judy Delton,Judy Delton,Paperback,Paperback,bx_23879,wor_11307,9780440400639,9780440400639,-1,69,1988,(1 Oct 1988),Yearling Books,Bantam Doubleday Dell Publishing Group Inc ,Lucky Dog Days,Lucky Dog Days,1
bx_13387_wor_7313,Niccolo Machiavelli,"Philipp Rippel, Philipp Rippel, Niccolo Machiavelli",,Paperback,bx_13387,wor_7313,9783150012192,9783150012192,-1,255,1986,(1 Jan 1986),"Reclam, Ditzingen",Reclam Philipp Jun. ,Der Fürst / Il Principe. Italienisch/ Deutsch.,Der Fürst / Il Principe: Italienisch/Deutsch,1
bx_25216_wor_11693,Roger Lea Macbride,Roger Lea MacBride,,Paperback,bx_25216,wor_11693,9780064404785,9780064404785,-1,353,1993,(3 Jul 1996),HarperCollins Publishers,HarperCollins Publishers Inc ,Little House on Rocky Ridge,Little House on Rocky Ridge,1
bx_11651_wor_6617,V.C. Andrews,Virginia Andrews,,Paperback,bx_11651,wor_6617,9780671873202,9780671873202,-1,10,1995,(2 Jul 2003),Pocket,Simon & Schuster ,Hidden Jewel,Hidden Jewel,1
bx_13643_wor_7398,DANIELLE STEEL,Danielle Steel,,Paperback,bx_13643,wor_7398,9780440214113,9780440214113,-1,432,1993,(2 Nov 1993),Dell,Random House USA Inc ,Mixed Blessings,Mixed Blessings,1
bx_78942_wor_15628,Nathaniel Hawthorne,Nathaniel Hawthorne,,Paperback,bx_78942,wor_15628,9780393001648,9780199554867,-1,320,1958,(25 Jun 2009),W W Norton  Co,Oxford University Press ,The Blithedale Romance,The Blithedale Romance,0
bx_197559_wor_8184,Kenneth Grahame,"Kenneth Grahame, Robin Lawrie",,Paperback,bx_197559,wor_8184,9780934593663,9780140366853,-1,256,1988,(25 Aug 1994),Stoneway Books,Penguin Books Ltd ,The wind in the willows,The Wind in the Willows,0
bx_118153_wor_9548,John Updike,"Tony Hillerman, Otto Penzler",,Paperback,bx_118153,wor_9548,9780395843673,9780618012718,-1,813,2000,(14 Aug 2001),Houghton Mifflin,Houghton Mifflin ,The Best American Short Stories of the Century,The Best American Mystery Stories of the Century,0
bx_15397_wor_8099,William S. Burroughs,William Burroughs,,Hardback,bx_15397,wor_8099,9788433920089,9788433920089,-1,252,1995,(1 Jan 1989),Anagrama,Espasa-Calpe SA ,El Almuerzo Desnudo,El Almuerzo Desnudo,1
bx_97161_wor_14572,Michael Ondaatje,Michael Ondaatje,,Paperback,bx_97161,wor_14572,9780679779131,9780679779131,-1,192,1997,(28 Jan 1997),Vintage Books USA,Vintage ,The Cinnamon Peeler: Selected Poems,The Cinnamon Peeler: Selected Poems,1
bx_255963_wor_4754,JEANNE DUPRAU,Jeanne DuPrau,,Paperback,bx_255963,wor_4754,9780375828249,9780375828256,-1,352,2004,(1 May 2004),Random House Books for Young Readers,Random House Children's Publishers UK ,The People of Sparks,The People of Sparks,0
bx_242743_wor_44822,Brent Hartinger,Brent Hartinger,,Paperback,bx_242743,wor_44822,9780060012212,9780060012236,-1,226,2003,(17 Feb 2004),HarperTempest,Harper Teen ,Geography Club,Geography Club,0
bx_160509_wor_17159,Louisa May Alcott,Louisa May Alcott,,Hardback,bx_160509,wor_17159,9780689835315,9781509827770,-1,664,2000,(26 Jan 2017),Aladdin,Pan Macmillan ,Little Women,Little Women,0
bx_10940_wor_2359,Emily Bronte,Emily Bronte,,Paperback,bx_10940,wor_2359,9780451523389,9780007350810,-1,400,1993,(1 Apr 2010),Signet Book,HarperCollins Publishers ,Wuthering Heights,Wuthering Heights,0
bx_28658_wor_12938,George Saunders,George Saunders,,Paperback,bx_28658,wor_12938,9781573225793,9781573225793,-1,-1,1997,(1 Jan 1997),Riverhead Books,Penguin Putnam Inc ,Civilwarland in Bad Decline: Stories and a Novella,Civilwarland in Bad Decline: Stories and a Novella,1
bx_12845_wor_7085,Robert Poe,Robert Poe,,Hardback,bx_12845,wor_7085,9780312860127,9780312860127,-1,284,1996,(1 Oct 1996),St Martins Pr,Forge ,Return to the House of Usher,Return to the House of Usher,1
bx_27234_wor_12426,Dave Courtney,Dave Courtney,,Paperback,bx_27234,wor_12426,9780753506851,9780753506851,-1,226,2001,(8 Nov 2001),True Crime,Ebury Publishing ,Dodgy Dave's Little Black Book,Dodgy Dave's Little Black Book,1
bx_31767_wor_17904,A. Manette Ansay,A. Manette Ansay,,Paperback,bx_31767,wor_17904,9780688144494,9780749079529,-1,-1,1996,(15 Sep 2008),William Morrow  Company,Allison & Busby ,Sister,Sister,0
bx_179388_wor_9767,Barbara Vine,Barbara Vine,,Paperback,bx_179388,wor_9767,9780670855612,9780140250404,-1,336,1995,(6 Jul 1995),Viking,Penguin Books Ltd ,No Night Is Too Long,No Night Is Too Long,0
bx_17585_wor_8893,Stuart J. Murphy,"Stuart J. Murphy, Lynne Cravath",,Paperback,bx_17585,wor_8893,9780064467353,9780064467353,-1,40,2000,(5 Apr 2001),HarperTrophy,HarperCollins Publishers Inc ,Shark Swimathon,Shark Swimathon,1
bx_19928_wor_9793,Richard Scarry,Richard Scarry,,Paperback,bx_19928,wor_9793,9780394882697,9780394882697,-1,-1,1989,(31 Dec 1989),Random House Children's Books,Random House USA Inc ,Richard Scarry's Bedtime Stories,Richard Scarry's Bedtime Stories,1
bx_28480_wor_12872,Leo Tolstoy,"Leo Tolstoy, Richard Pevear, Larissa Volokhonsky",,Paperback,bx_28480,wor_12872,9780143035008,9780143035008,-1,864,2004,(31 May 2004),Penguin Books,Penguin Putnam Inc ,Anna Karenina,Anna Karenina,1
bx_16291_wor_8451,SANDRA BROWN,Sandra Brown,,Paperback,bx_16291,wor_8451,9780553290851,9780553290851,-1,200,1991,(1 Dec 1991),Bantam,Bantam Doubleday Dell Publishing Group Inc ,22 Indigo Place,22 Indigo Place,1
bx_146004_wor_14304,Carl Sagan,Carl Sagan,,Paperback,bx_146004,wor_14304,9780679438410,9780345376596,-1,360,1994,(1 Jan 1997),Random House Inc,Random House USA Inc ,Pale Blue Dot: A Vision of the Human Future in Space,Pale Blue Dot: a Vision of the Human Future in Space,0
bx_18140_wor_9065,Michael Jan Friedman,Michael Jan Friedman,,Paperback,bx_18140,wor_9065,9780671019143,9780671019143,-1,288,1998,(4 Jan 1999),Star Trek,Simon & Schuster ,Republic,My Brother's Keeper: Bk.2,1
bx_18607_wor_9240,Tom Clancy,Tom Clancy,,Hardback,bx_18607,wor_9240,9780399133459,9780399133459,-1,543,1988,(1 Jan 1982),Putnam Publishing Group,Penguin Putnam Inc ,The Cardinal of the Kremlin,The Cardinal of the Kremlin,1
bx_13329_wor_7292,Steven Millhauser,Steven Millhauser,,Paperback,bx_13329,wor_7292,9780375701436,9780375701436,-1,239,1998,(1 Mar 1998),Vintage Books USA,Random House USA Inc ,Little Kingdoms: Three Novellas,Little Kingdoms: Three Novellas,1
bx_13783_wor_7453,Rachael F. Heller,,,Paperback,bx_13783,wor_7453,9780452278387,9780452278387,-1,476,1998,(29 Jan 1998),Plume Books,Penguin Putnam Inc ,"The Carbohydrate Addict's Lifespan Program : A Personalized Plan for Becoming Slim, Fit and Healthy in Your 40s, 50s, 60s and Beyond",The Carbohydrate Addict's Lifespan Program,1
bx_10266_wor_6030,Miguel HernÃ¡ndez,Miguel Hernandez,,Paperback,bx_10266,wor_6030,9788437600017,9788437600017,-1,200,1998,(1 Jan 1990),CÃ¡tedra,"Ediciones Catedra, S.A. ",El Hombre y Su Poesia,El Hombre y Su Poesia,1
bx_4044_wor_16600,Frank McCourt,Frank McCourt,,Paperback,bx_4044,wor_16600,9780684865744,9780684864495,-1,608,2000,(21 Sep 1999),Scribner,Scribner Book Company ,Tis: A Memoir,Tis: A Memoir,0
bx_150848_wor_33205,Ruth Minsky Sender,Ruth Minsky Sender,,Paperback,bx_150848,wor_33205,9780553270037,9780689813214,-1,264,1988,(7 Oct 1997),Bantam Books,Simon & Schuster ,The Cage,The Cage,0
bx_12523_wor_6964,Susan Elizabeth Phillips,"Gertrud Wittich, Elizabeth Susan Phillips",,Paperback,bx_12523,wor_6964,9783442352982,9783442352982,-1,416,2000,(1 Sep 2000),Goldmann,Blanvalet Taschenbuchverl ,Kopfüber in die Kissen.,Kopfüber in die Kissen,1
bx_25565_wor_11837,Rosa Montero,Rosa Montero,,Paperback,bx_25565,wor_11837,9788423951536,9788423951536,-1,256,2002,(1 Jan 2001),"Espasa Calpe Mexicana, S.A.",Espasa-Calpe SA ,El Corazon Del Tartaro,El Corazon Del Tartaro,1
bx_11431_wor_6516,Peter Gethers,Peter Gethers,,Paperback,bx_11431,wor_6516,9780449907634,9780449907634,-1,194,1996,(1 Nov 1996),Ballantine Books,Random House USA Inc ,The Cat Who Went to Paris,The Cat Who Went to Paris,1
bx_26262_wor_12124,Scott M. Huse,"Scott M. Huse, Janice Huse",,Paperback,bx_26262,wor_12124,9780801057748,9780801057748,-1,224,1998,(1 Nov 1997),Baker Books,Baker Publishing Group ,The Collapse of Evolution,The Collapse of Evolution,1
bx_4854_wor_21600,Brian Aldiss,"H. G. Wells, Margaret Atwood, Steve Maclean, Patrick Parrinder",Paperback,Paperback,bx_4854,wor_21600,9780460872584,9780141441023,-1,176,1993,(31 Mar 2005),Everymans Library,Penguin Books Ltd ,The Island of Doctor Moreau,The Island of Doctor Moreau,0
bx_26978_wor_12360,Tami Hoag,Tami Hoag,,Paperback,bx_26978,wor_12360,9780752843339,9780752843339,-1,432,2001,(5 Jul 2001),Orion Publishing Co,Orion Publishing Co ,Dust to Dust,Dust To Dust,1
bx_10696_wor_6234,Bruce W. Hozeski,"Hildegard of Bingen, Bruce W. Hozeski",,Paperback,bx_10696,wor_6234,9780195113716,9780195113716,-1,316,1997,(1 Apr 1997),Oxford University Press,Oxford University Press Inc ,Hildegard of Bingen: The Book of the Rewards of Life,The Book of the Rewards of Life: Liber Vitae Meritorum,1
bx_21977_wor_10588,R. L. Stine,R. L. Stine,,Paperback,bx_21977,wor_10588,9780590568937,9780590568937,-1,152,1997,(28 Jul 1997),Scholastic,Scholastic US ,The Curse of Camp Cold Lake,Goosebumps 56: the Curse of Camp Cold Lake,1
bx_3909_wor_40743,F. Scott Fitzgerald,F. Scott Fitzgerald,,Hardback,bx_3909,wor_40743,9781853260414,9781912464043,-1,64,1999,(31 May 2018),Lb May  Assoc Inc,Baker Street Press ,The Great Gatsby,The Great Gatsby,0
bx_201418_wor_17450,Sebastian Junger,Sebastian Junger,,Paperback,bx_201418,wor_17450,9780679460350,9780393337013,-1,248,1997,(26 Jun 2009),Random House Audio,WW Norton & Co ,The Perfect Storm : A True Story of Men Against the Sea,The Perfect Storm: A True Story of Men Against the Sea,0
bx_16108_wor_8378,Eric Schiller,Eric Schiller,,Paperback,bx_16108,wor_8378,9781580420075,9781580420075,-1,144,1998,(31 Jan 1999),Cardoza,"Cardoza Publishing,U.S. ",Whiz Kids Teach Chess,Whiz Kids Teach Chess,1
bx_178929_wor_7737,Better Homes and Gardens,Carol Keough,,Paperback,bx_178929,wor_7737,9780696017353,9780553580655,-1,528,1989,(2 Mar 1999),Meredith Books,Bantam Doubleday Dell Publishing Group Inc ,Better Homes and Gardens Quick and Easy Diet Recipes,Better Homes and Gardens New Baby Book,0
bx_17573_wor_8888,DEBORAH HAUTZIG,"Deborah Hautzig, Marc Brown",,Paperback,bx_17573,wor_8888,9780394865874,9780394865874,-1,365,1984,(12 Oct 1984),Random House Books for Young Readers,Random House USA Inc ,Little Witch's Big Night,Little Witch's Big Night: Step Into Reading 3,1
bx_16787_wor_8576,Gilbert Morris,"Lynn Morris, Gilbert Morris",,Paperback,bx_16787,wor_8576,9781556614378,9781556614378,-1,317,2001,(1 Oct 2001),Bethany House Publishers,Baker Publishing Group ,Where Two Seas Met,Where Two Seas Met,1
bx_12615_wor_7004,Elisa Springer,,,Paperback,bx_12615,wor_7004,9788831766029,9788831766029,-1,-1,1997,,Marsilio,Marsilio ,"Il silenzio dei vivi: All'ombra di Auschwitz, un racconto di morte e di resurrezione","Springer, E: Silenzio dei vivi. All'ombra di Auschwitz, un r",1
bx_22907_wor_10949,Carrie Fisher,Carrie Fisher,,Paperback,bx_22907,wor_10949,9780671724733,9780671724733,-1,240,1990,(1 Sep 1990),Pocket,Pocket Books ,Postcards from the Edge,Postcards from the Edge,1
bx_9325_wor_15224,Paul Theroux,Paul Theroux,,Paperback,bx_9325,wor_15224,9780804105149,9780449912003,-1,512,1990,(29 Sep 1996),Ivy Books,Random House USA Inc ,My Secret History,My Secret History,0
bx_64812_wor_18912,Florence King,Florence King,,Paperback,bx_64812,wor_18912,9780312039783,9780312039783,-1,198,1990,(1 Feb 1990),St. Martin's Press,St Martin's Press ,Reflections in a Jaundiced Eye,Reflections in a Jaundiced Eye,1
bx_11373_wor_6493,GARY PAULSEN,Gary Paulsen,Paperback,Paperback,bx_11373,wor_6493,9780440411338,9780440411338,-1,192,1995,(1 Nov 1995),Yearling,Yearling Books ,Mr. Tucket,Mr. Tucket,1
bx_72349_wor_6697,Stephen Coonts,Stephen Coonts,,Paperback,bx_72349,wor_6697,9781578151820,9780671709600,-1,-1,2000,(2 May 1991),Media Books Audio Publishing,Simon & Schuster ,Flight of the Intruder,Flight of the Intruder,0
bx_11643_wor_6611,John D. MacDonald,John D. MacDonald,,Paperback,bx_11643,wor_6611,9780449224625,9780449224625,-1,321,1996,(29 Feb 1996),Fawcett Books,Random House USA Inc ,Dress Her in Indigo,Dress Her in Indigo,1
bx_15417_wor_8107,Terry Pratchett,Terry Pratchett,Hardback,Hardback,bx_15417,wor_8107,9780861403240,9780861403240,-1,207,1989,(1 Nov 1989),Colin Smythe,Colin Smythe Ltd ,Colour of Magic,The Colour of Magic,1
bx_239820_wor_18367,Jean Marzollo,"Jean Marzollo, Walter Wick",,,bx_239820,wor_18367,9780590341295,9780590341295,-1,26,1997,(27 Jun 2007),Scholastic,Scholastic US ,I Spy Little Book,I Spy Little Book,1
bx_25552_wor_11833,Noah Gordon,N. Gordon,,Paperback,bx_25552,wor_11833,9780449214541,9780449214541,-1,435,1991,(1 Jul 1990),Fawcett Books,Random House USA Inc ,The Rabbi,Rabbi,1
bx_17914_wor_9016,Penelope Lively,Penelope Lively,,Paperback,bx_17914,wor_9016,9780802136268,9780802136268,-1,210,1999,(9 Mar 1999),Grove Press,Avalon Travel Publishing ,Passing On,Passing on,1
bx_21888_wor_10548,Alessandro Baricco,Alessandro Baricco,,Paperback,bx_21888,wor_10548,9782070419586,9782070419586,-1,-1,2002,(5 Jun 2002),Gallimard,Gallimard ,Océan mer,Ocean Mer,1
bx_18594_wor_9232,James McBride,JAMES MCBRIDE,,Paperback,bx_18594,wor_9232,9781573229715,9781573229715,-1,320,2003,(7 Jan 2003),Riverhead Books,Riverhead Books ,Miracle at St. Anna,Miracle at St. Anna,1
bx_4481_wor_8362,Richard Preston,"Richard Preston, Preston",,Hardback,bx_4481,wor_8362,9780385479561,9780679430940,-1,300,1995,(20 Sep 1994),Anchor,Random House (NY) ,The Hot Zone,The Hot Zone,0
bx_15850_wor_8266,Vladimir Vladimirovich Nabokov,Vladimir Nabokov,,Paperback,bx_15850,wor_8266,9780679725220,9780679725220,-1,624,1990,(31 Dec 1998),Vintage Books USA,Random House USA Inc ,Ada or Ardor a Family Chronicle,"Ada, or Ardor",1
bx_150583_wor_2189,John Milne,Sir Arthur Conan Doyle,,Paperback,bx_150583,wor_2189,9780435272913,9780008110468,-1,176,1995,(15 Jan 2015),Delta Systems,HarperCollins Publishers ,The Sign of the Four,The Sign of the Four,0
bx_41094_wor_6667,Margaret Truman,Margaret Truman,,Paperback,bx_41094,wor_6667,9780394576039,9780449219393,-1,319,1990,(13 Dec 1991),Random House Inc,Random House USA Inc ,Murder at the National Cathedral,Murder at the National Cathedral,0
bx_27327_wor_12453,Master Lam Kam Chuen,Master Lam Kamchuen,,Paperback,bx_27327,wor_12453,9781856750660,9781856750660,-1,144,1994,(31 Aug 1994),Gaia Books,Octopus Publishing Group ,Step-by-step Tai Chi,Step By Step Tai Chi,1
bx_16804_wor_8580,Robert Lewis Stevenson,Robert Louis Stevenson,,Paperback,bx_16804,wor_8580,9781593080549,9781593080549,-1,320,2003,(1 Oct 2003),Barnes  Noble Books-Imports,Barnes & Noble Inc ,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories:,1
bx_147684_wor_36806,Jack London,Jack London,,Hardback,bx_147684,wor_36806,9780760727935,9780141336541,-1,160,2001,(6 Mar 2008),Barnes  Noble Books,Penguin Books Ltd ,The Call of the Wild,The Call of the Wild,0
bx_237820_wor_8088,Danielle Steel,Danielle Steel,,Hardback,bx_237820,wor_8088,9780553527858,9780385335379,-1,-1,2001,(10 Apr 2001),Random House Audio Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Lone Eagle,Lone Eagle,0
bx_23296_wor_11078,James A. Michener,James A. Michener,,Paperback,bx_23296,wor_11078,9780449217498,9780449217498,-1,811,1991,(28 Feb 1991),Fawcett Books,Random House USA Inc ,Caribbean,Caribbean,1
bx_15245_wor_8036,Sujata Massey,Sujata Massey,,Paperback,bx_15245,wor_8036,9780061031151,9780061031151,-1,400,2002,(24 Oct 2002),Avon,HarperCollins Publishers Inc ,"Bride's Kimono, The",The Bride's Kimono,1
bx_105627_wor_3139,Jack London,"Jack London, Ian Beck",,Paperback,bx_105627,wor_3139,9781569874134,9781847498014,-1,288,1995,(23 May 2019),Landoll,Alma Books Ltd ,White Fang,White Fang,0
bx_139097_wor_29451,Anthony Horowitz,Anthony Horowitz,,Paperback,bx_139097,wor_29451,9780744590074,9781406360219,-1,352,2002,(2 Apr 2015),Walker Books,Walker Books Ltd ,Skeleton Key,Skeleton Key,0
bx_27156_wor_2903,Ken Kesey,"Ken Kesey, Chuck Palahniuk, Robert Faggen, Ken Kesey",,Paperback,bx_27156,wor_2903,9780142000748,9780141187884,-1,320,2001,(5 May 2005),Penguin Books,Penguin Books Ltd ,One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0
bx_157203_wor_48315,David Patneaude,David Patneaude,,Hardback,bx_157203,wor_48315,9780807590966,9780807590980,-1,214,2001,(1 May 1999),Albert Whitman  Company,Albert Whitman & Company ,Framed in Fire,Framed in Fire,0
bx_28526_wor_12889,J.R.R. Tolkien,TOLKIEN,,Paperback,bx_28526,wor_12889,9780618154050,9780618154050,-1,472,2001,(19 Sep 2001),Houghton Mifflin,Mariner Books ,Unfinished Tales of Numenor and Middle-Earth,Unfinished Tales,1
bx_13164_wor_7222,Lisa Scottoline,Lisa Scottoline,,Paperback,bx_13164,wor_7222,9780061096112,9780061096112,-1,592,2000,(2 Feb 2000),HarperTorch,Atlantic Books ,Mistaken Identity,Mistaken Identity,1
bx_22975_wor_10972,Ursula K. Le Guin,Ursula K Le Guin,,Paperback,bx_22975,wor_10972,9780441008636,9780441008636,-1,246,2001,(9 Feb 2005),Ace Books,Penguin Putnam Inc ,The Telling,The Telling,1
bx_74309_wor_45212,Charlotte Bronte,Charlotte Bronte,,Paperback,bx_74309,wor_45212,9780451520838,9781853260728,-1,496,1990,(5 Oct 1993),Signet Classics,Wordsworth Editions Ltd ,Villette,Villette,0
bx_132423_wor_3097,Frances Hodgson Burnett,Frances Hodgson Burnett,,Hardback,bx_132423,wor_3097,9780451520807,9780062692573,-1,272,1987,(14 Jun 2018),Signet Book,HarperCollins Publishers Inc ,The Secret Garden,The Secret Garden,0
bx_25342_wor_11748,Stephen King,"Stephen King, Peter Straub",,Hardback,bx_25342,wor_11748,9780375507779,9780375507779,-1,672,2001,(15 Sep 2001),Random House Trade,Random House (NY) ,The Talisman,The Talisman,1
bx_7322_wor_41796,Joyce Carol Oates,Joyce Carol Oates,,Paperback,bx_7322,wor_41796,9780786711031,9780786711031,-1,160,2002,(16 Dec 2002),Carroll  Graf Publishers,Avalon Travel Publishing ,Beasts,Beasts,1
bx_19835_wor_9754,Ridley Pearson,Ridley Pearson,,Paperback,bx_19835,wor_9754,9780786889082,9780786889082,-1,512,1997,(1 Feb 1997),Hyperion,Hachette Books ,Chain of Evidence,Chain of Evidence,1
bx_22027_wor_7410,John Sandford,John Sandford,,Paperback,bx_22027,wor_7410,9780399143823,9780425168295,-1,384,1998,(17 Mar 2004),Putnam Pub Group,Penguin Putnam Inc ,Secret Prey,Secret Prey,0
bx_192218_wor_21920,John Milton,Judith McNaught,,Paperback,bx_192218,wor_21920,9780393092301,9780671776800,-1,709,1980,(1 Jun 1992),W.W. Norton  Company Ltd,Simon & Schuster Ltd ,Paradise Lost,Paradise,0
bx_255559_wor_10072,JAMES A. MICHENER,James A. Michener,,Paperback,bx_255559,wor_10072,9780449223871,9780449223451,-1,532,1995,(31 Dec 1995),Fawcett,Random House USA Inc ,Recessional,Recessional,0
bx_55766_wor_10463,Dianne Day,Dianne Day,Hardback,Paperback,bx_55766,wor_10463,9780385475495,9780553569216,-1,272,1995,(31 Jan 1996),Doubleday Books,Bantam Doubleday Dell Publishing Group Inc ,The Strange Files of Fremont Jones,The Strange Files of Fremont Jones,0
bx_26449_wor_12179,Mary Wollstonecraft Shelley,"Mary Wollstonecraft Shelley, Leonard Wolf, Christopher Bing",,Paperback,bx_26449,wor_12179,9780452269682,9780452269682,-1,368,1993,(27 Oct 1994),Penguin USA,Penguin Books Ltd ,The Essential Frankenstein: Including the Complete Novel by Mary Shelley,Frankenstein: Essential Frankenstein,1
bx_19821_wor_2704,Michael Chabon,Michael Chabon,,Paperback,bx_19821,wor_2704,9780060972127,9780340936269,-1,240,1989,(28 Dec 2006),Perennial,Hodder & Stoughton ,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,0
