ids,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title,label
ban_2392_wor_46376,Brodi Ashton,Brodi Ashton,,Paperback,ban_2392,wor_46376,9780062071200,9780062071200,368,368,12/23/14,(23 Dec 2014),HarperCollins Publishers,Balzer & Bray/Harperteen ,Evertrue: An Everneath Novel,Evertrue,1
ban_979_wor_18849,Lewis Carroll,"Lewis Carroll, Julia Sarda",,Hardback,ban_979,wor_18849,9780141321073,9781509897582,176,196,6/19/08,(25 Jun 2019),Penguin Young Readers Group,Pan Macmillan ,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
ban_2867_wor_24253,Paramahansa Yogananda,Paramhansa Yoganand,,Hardback,ban_2867,wor_24253,9780876120798,9781515426639,592,372,12/28/1978,(3 Apr 2018),Self-Realization Fellowship,SMK Books ,Autobiography of a Yogi,Autobiography of a Yogi,0
ban_2644_wor_35377,Gabrielle Zevin,Gabrielle Zevin,,Paperback,ban_2644,wor_35377,9781250034229,9781250010285,384,372,9/10/13,(8 May 2012),Square Fish,Square Fish ,Because It Is My Blood,All These Things I've Done,0
ban_1380_wor_11577,Isaac Asimov,Isaac Asimov,,Paperback,ban_1380,wor_11577,9780553293395,9780553293395,288,288,11/28/91,(1 Nov 1991),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,The Naked Sun,Naked Sun,1
ban_3412_wor_25698,Norberto Fuentes,Norberto Fuentes,,Paperback,ban_3412,wor_25698,9780393076738,9780393339031,592,592,12/06/2010,(6 Dec 2010),"Norton, W. W.  Company, Inc.",WW Norton & Co ,The Autobiography of Fidel Castro,The Autobiography of Fidel Castro,0
ban_123_wor_23096,Richard Paul Evans,Richard Paul Evans,,Paperback,ban_123,wor_23096,9781481424394,9781481424394,336,336,5/5/15,(1 Jul 2015),Simon Pulse/Mercury Ink,Simon & Schuster ,Hunt for Jade Dragon,Michael Vey 4: Hunt for Jade Dragon,1
ban_2098_wor_39324,Kady Cross,Kady Cross,,Paperback,ban_2098,wor_39324,9780373211166,9781848452305,336,384,3/25/14,(7 Jun 2013),Harlequin,HarperCollins Publishers ,The Girl with the Iron Touch,The Girl with the Iron Touch,0
ban_2892_wor_23155,Vladimir Nabokov,Vladimir Nabokov,,Paperback,ban_2892,wor_23155,9780679723394,9780141183220,336,288,08/15/1989,(26 Jul 2000),Knopf Doubleday Publishing Group,Penguin Books Ltd ,"Speak, Memory: An Autobiography Revisited","Speak, Memory: An Autobiography Revisited",0
ban_1268_wor_28657,Cassandra Clare,Cassandra Clare,,Paperback,ban_1268,wor_28657,9781937856229,9781937856229,256,256,1/29/13,(1 Feb 2013),"BenBella Books, Inc.",BenBella Books ,Shadowhunters and Downworlders: A Mortal Instruments Reader,Shadowhunters and Downworlders: A Mortal Instruments Reader,1
ban_2158_wor_40691,Francesca Lia Block,Francesca Lia Block,,Paperback,ban_2158,wor_40691,9780060736255,9780060736255,128,128,7/6/04,(15 Sep 2004),HarperCollins Publishers,HarperCollins Publishers Inc ,Weetzie Bat,Weetzie Bat,1
ban_3018_wor_25299,Kevin Pietersen,Kevin Pietersen,,Paperback,ban_3018,wor_25299,9780751557565,9780751557572,-1,336,10/09/2014,(21 May 2015),"Little, Brown Book Group","Little, Brown Book Group ",KP: The Autobiography,KP: The Autobiography,0
ban_2911_wor_24044,Chuck Yeager,Chuck Yeager,,Paperback,ban_2911,wor_24044,9780553256741,9780712667050,448,364,08/28/1986,(2 Nov 2000),Random House Publishing Group,Vintage Publishing ,Yeager: An Autobiography,Yeager: An Autobiography,0
ban_1968_wor_42499,Cris Beam,Cris Beam,,Paperback,ban_1968,wor_42499,9780316053600,9780316053600,352,336,11/13/12,(13 Nov 2012),"Little, Brown Books for Young Readers","Little, Brown & Company ",I Am J,I Am J,1
ban_2755_wor_46870,Karen Ann Hopkins,Karen Ann Hopkins,,,ban_2755,wor_46870,9780373210541,9781522691792,400,-1,6/26/12,(31 May 2016),Harlequin,Audible Studios on Brilliance ,Temptation,Temptation,0
ban_1682_wor_32556,Jenny Han,Jenny Han,,Hardback,ban_1682,wor_32556,9781442440821,9781442440814,416,387,9/15/15,(16 Sep 2014),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,Ashes to Ashes,Ashes to Ashes,0
ban_2773_wor_41871,Carolyn Meyer,Carolyn Meyer,,Paperback,ban_2773,wor_41871,9780152054472,9780152054472,210,198,1/1/09,(1 Jan 2009),Houghton Mifflin Harcourt Publishing,"Cengage Learning, Inc ","Patience, Princess Catherine","Patience, Princess Catherine: A Young Royals Book",1
ban_308_wor_37218,Matthew Quick,Matthew Quick,,Paperback,ban_308,wor_37218,9780316221351,9780316221351,304,304,7/1/14,(1 Jul 2014),"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers ","Forgive Me, Leonard Peacock","Forgive Me, Leonard Peacock",1
ban_2155_wor_14517,Philip Pullman,Philip Pullman,,Hardback,ban_2155,wor_14517,9780375843693,9780857535573,64,80,9/25/07,(22 Jun 2017),Random House Children's Books,Random House Children's Publishers UK ,Lyra's Oxford,Lyra's Oxford,0
ban_3420_wor_26717,Gary Burton,Gary Burton,,Paperback,ban_3420,wor_26717,9780876391402,9780876391402,400,384,08/01/2013,(1 Aug 2013),Hal Leonard Corporation,Berklee Press Publications ,Learning to Listen: The Jazz Journey of Gary Burton,Learning to Listen: The Jazz Journey of Gary Burton,1
ban_549_wor_33451,S. A. Bodeen,S A Bodeen,,Paperback,ban_549,wor_33451,9781250027399,9781250027399,256,231,5/28/13,(28 May 2013),Square Fish,Square Fish ,The Raft,The Raft,1
ban_450_wor_32534,Richelle Mead,Richelle Mead,,Paperback,ban_450,wor_32534,9781595146021,9780141337142,448,448,1/8/13,(12 Jun 2012),Penguin Young Readers Group,Penguin Books Ltd ,The Golden Lily,Bloodlines: The Golden Lily,0
ban_496_wor_34265,Veronica Rossi,Veronica Rossi,,Paperback,ban_496,wor_34265,9780062072078,9780062072078,368,344,12/23/13,(23 Dec 2013),HarperCollins Publishers,HarperCollins ,Through the Ever Night,Through the Ever Night,1
ban_464_wor_28294,Sean Covey,Sean Covey,,Paperback,ban_464,wor_28294,9780743265041,9781501157134,336,336,10/3/06,(1 Nov 2017),Touchstone,Simon & Schuster ,The 6 Most Important Decisions You'll Ever Make: A Guide for Teens,The 6 Most Important Decisions You'll Ever Make: A Guide for Teens: Updated for the Digital Age,0
ban_2816_wor_41862,Annie Thoms,Annie Thoms,,Paperback,ban_2816,wor_41862,9780060517182,9780060517182,245,228,8/20/02,(1 Sep 2002),HarperCollins Publishers,HarperCollins Publishers Inc ,With Their Eyes: September 11th: The View from a High School at Ground Zero,with wheir eyes September 11th: The View from a High School at Ground Zero,1
ban_2270_wor_10776,Lois Duncan,Lois Duncan,,Paperback,ban_2270,wor_10776,9780316099042,9780440983569,320,256,4/19/11,(1 Jan 2002),"Little, Brown Books for Young Readers",Random House USA Inc ,Stranger with My Face,Stranger with My Face,0
ban_2099_wor_46980,Daria Snadowsky,Daria Snadowsky,,Hardback,ban_2099,wor_46980,9780440239444,9780385737982,272,-1,9/23/08,(8 Jan 2013),Random House Children's Books,Delacorte Press ,Anatomy of a Boyfriend,Anatomy of a Single Girl,0
ban_23_wor_4024,Stephen Chbosky,"Stephen Chbosky, Gunthild Porteous-Schwier, Ingrid Ross",,Paperback,ban_23,wor_4024,9781451696196,9783464360002,224,184,8/14/12,(1 Apr 2004),MTV Books,Cornelsen Verlag GmbH ,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0
ban_2901_wor_23846,Ned Vizzini,Ned Vizzini,,Hardback,ban_2901,wor_23846,9780385739450,9781613835609,272,258,09/14/2010,(14 Sep 2010),Random House Children's Books,Perfection Learning ,Teen Angst? Naaah...: A Quasi-Autobiography,Teen Angst? Naaah... a Quasi-Autobiography,0
ban_905_wor_47227,Mark Peter Hughes,Mark Peter Hughes,,Paperback,ban_905,wor_47227,9780385735117,9780552565554,352,352,11/11/08,(4 Aug 2011),Random House Children's Books,Random House Children's Publishers UK ,Lemonade Mouth,Lemonade Mouth,0
ban_91_wor_29404,Marissa Meyer,Marissa Meyer,,Paperback,ban_91,wor_29404,9781250007216,9781250007216,512,505,2/4/14,(4 Feb 2014),Square Fish,Square Fish ,Scarlet,Scarlet,1
ban_2107_wor_40448,Megan Carle,Jill Carle,,Paperback,ban_2107,wor_40448,9781580087520,9781580087520,176,176,2/28/06,(1 Feb 2006),Potter/Ten Speed/Harmony,Random House USA Inc ,Teens Cook Dessert,Teens Cook Dessert,1
ban_2561_wor_39765,Cecily von Ziegesar,Cecily Von Ziegesar,,Paperback,ban_2561,wor_39765,9780316735162,9780316735162,256,227,9/30/04,(15 Jul 2016),"Little, Brown Books for Young Readers","Little, Brown & Company ",You're the One That I Want,You'RE the One That I Want: No. 6: A Gossip Girl Novel,1
ban_979_wor_3409,Lewis Carroll,"Lewis Carroll, Anthony Browne",,Paperback,ban_979,wor_3409,9780141321073,9781406370706,176,128,6/19/08,(1 Sep 2016),Penguin Young Readers Group,Walker Books Ltd ,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
ban_2211_wor_33628,Jenny Downham,Jenny Downham,,Paperback,ban_2211,wor_33628,9780385751834,9781909531161,336,336,5/26/09,(1 Dec 2014),Random House Children's Books,Random House Children's Publishers UK ,Before I Die,Before I Die,0
ban_2727_wor_30183,Cory Doctorow,Cory Doctorow,,Paperback,ban_2727,wor_30183,9780765333841,9780765333841,496,496,9/4/12,(4 Sep 2012),"Doherty, Tom Associates, LLC",Tor Books ,For the Win,For the Win,1
ban_2316_wor_38391,Susane Colasanti,Susane Colasanti,,Paperback,ban_2316,wor_38391,9780142411551,9780142411551,336,310,5/1/08,(29 Jun 2009),Penguin Young Readers Group,Penguin Putnam Inc ,When It Happens,When It Happens,1
ban_785_wor_35786,Heather Brewer,Heather Brewer,,Paperback,ban_785,wor_35786,9780142417522,9780142417522,336,336,4/19/11,(19 Apr 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Twelfth Grade Kills,Twelfth Grade Kills #5: The Chronicles of Vladimir Tod,1
ban_7608_wor_47788,John Barnes,John Barnes,,Paperback,ban_7608,wor_47788,9781107424814,9781107424814,976,967,,(19 Jun 2014),Cambridge University Press,Cambridge University Press ,Programming in Ada 2012,Programming in Ada 2012,1
ban_1767_wor_29576,Christopher Collier,James Lincoln Collier,,Paperback,ban_1767,wor_29576,9780440219835,9780440219835,256,256,12/28/96,(1 Dec 1996),Random House Children's Books,Laurel Leaf Library ,With Every Drop of Blood,With Every Drop of Blood: A Novel of the Civil War,1
ban_12583_wor_29631,John C. Davis,J.C. Davis,,Hardback,ban_12583,wor_29631,9780471172758,9780471198956,656,564,,(1 Jan 1973),Wiley,John Wiley and Sons Ltd ,Statistics and Data Analysis in Geology / Edition 3,Statistics and Data Analysis in Geology,0
ban_745_wor_32436,Christopher Pike,Christopher Pike,,Paperback,ban_745,wor_32436,9781442467316,9781442467316,441,441,3/5/13,(5 Mar 2013),Simon Pulse,Simon & Schuster ,Thirst No. 5: The Sacred Veil,The Sacred Veil,1
ban_1599_wor_21848,Suzanne Brockmann,"Suzanne Brockmann, Melanie Brockmann",,Paperback,ban_1599,wor_21848,9781492623144,9781492608707,448,512,10/6/15,(8 Sep 2015),Sourcebooks,"Sourcebooks, Inc ",Wild Sky,Night Sky,0
ban_2315_wor_40553,Neta Lohnes Frazier,Neta Lohnes Frazier,,Paperback,ban_2315,wor_40553,9781402736179,9781402736179,208,208,8/28/06,(28 Aug 2006),Sterling,Sterling Juvenile ,The Stout-Hearted Seven: Orphaned on the Oregon Trail,Sterling Point Books : The Stout-Hearted Seven: Orphaned on the Oregon Trail: Orphaned on the Oregon Trail,1
ban_2329_wor_42988,Malinda Lo,Malinda Lo,,Paperback,ban_2329,wor_42988,9780316197984,9781444917949,386,432,9/3/13,(3 Apr 2014),"Little, Brown Books for Young Readers",Hachette Children's Group ,Adaptation,Adaptation,0
ban_1505_wor_33274,Danica McKellar,Danica McKellar,,Paperback,ban_1505,wor_33274,9780452297197,9780452297197,432,432,6/28/11,(28 Jun 2011),Penguin Publishing Group,Penguin Putnam Inc ,Hot X: Algebra Exposed!,Hot X: Algebra Exposed,1
ban_2131_wor_42217,Sonya Sones,Sonya Sones,,,ban_2131,wor_42217,9780064462181,9780064462181,160,160,4/28/06,(12 Jul 2016),HarperCollins Publishers,HarperCollins Publishers Inc ,Stop Pretending: What Happened when My Big Sister Went Crazy,Stop Pretending: What Happened When My Big Sister Went Crazy,1
ban_2209_wor_10713,David Eddings,David Eddings,,Paperback,ban_2209,wor_10713,9780345335708,9780345335708,384,416,12/28/85,(30 Sep 1991),Random House Publishing Group,Random House USA Inc ,Castle of Wizardry,Castle of Wizardry,1
ban_6_wor_28205,Lois Lowry,Lois Lowry,,Paperback,ban_6,wor_28205,9780544336261,9780544340688,240,240,7/1/14,(1 Jul 2014),Houghton Mifflin Harcourt,Houghton Mifflin ,The Giver,The Giver,0
ban_1377_wor_39112,Mari Mancusi,Mari Mancusi,,Paperback,ban_1377,wor_39112,9781492608691,9781492623137,416,368,8/4/15,(1 Sep 2015),Sourcebooks,"Sourcebooks, Inc ",Shattered,Smoked,0
ban_110_wor_23837,Ned Vizzini,Ned Vizzini,,Paperback,ban_110,wor_23837,9780786851973,9780786851973,464,448,4/3/07,(3 Apr 2007),Disney-Hyperion,Disney Book Publishing Inc. ,It's Kind of a Funny Story,It's Kind of a Funny Story,1
ban_571_wor_31391,Robert Cormier,Robert Cormier,,Paperback,ban_571,wor_31391,9780375840395,9780375840395,256,256,9/11/07,(11 Sep 2007),Random House Children's Books,Random House USA Inc ,I Am the Cheese,I Am the Cheese,1
ban_69_wor_28184,Suzanne Collins,Suzanne Collins,,Paperback,ban_69,wor_28184,9780439023528,9781407132082,384,448,7/1/10,(1 Dec 2011),"Scholastic, Inc.",Scholastic ,The Hunger Games,The Hunger Games,0
ban_2224_wor_34159,Geoff Herbach,Geoff Herbach,,Paperback,ban_2224,wor_34159,9781402277917,9781402277917,320,320,5/7/13,(7 May 2013),Sourcebooks,"Sourcebooks, Inc ",I'm With Stupid,I'm with Stupid,1
ban_1362_wor_30240,Paul Zindel,Paul Zindel,,Paperback,ban_1362,wor_30240,9780060759704,9780060757359,176,224,3/29/05,(5 Aug 2006),HarperCollins Publishers,HarperCollins Publishers Inc ,The Pigman's Legacy,The Pigman,0
ban_1068_wor_34939,Brian Jacques,Brian Jacques,,Paperback,ban_1068,wor_34939,9780441001866,9780441001866,384,376,9/28/99,(1 Apr 1996),Penguin Publishing Group,Time Warner International ,Martin the Warrior,Martin the Warrior,1
ban_218_wor_28840,Lauren Oliver,Lauren Oliver,,Paperback,ban_218,wor_28840,9780061726811,9780340980903,496,368,10/25/11,(22 Jul 2010),HarperCollins Publishers,Hodder & Stoughton ,Before I Fall,Before I Fall,0
ban_1777_wor_31649,Lisi Harrison,Lisi Harrison,,Paperback,ban_1777,wor_31649,9780316701297,9780316701310,224,197,5/28/04,(1 Oct 2004),"Little, Brown Books for Young Readers","Little, Brown & Company ",The Clique,Best Friends for Never,0
ban_6427_wor_23317,"Paramhansa Yogananda, Ben Kingsley",Paramahansa Yoganand,,Hardback,ban_6427,wor_23317,9780876120859,9788120818941,15,516,09/28/1996,(1 Oct 2002),Self-Realization Fellowship,"Motilal Banarsidass, ",Autobiography of a Yogi,Autobiography of a Yogi,0
ban_917_wor_15691,Lois Duncan,Lois Duncan,,Paperback,ban_917,wor_15691,9780316126588,9780316126588,215,240,10/5/10,(5 Oct 2010),"Little, Brown Books for Young Readers","Little, Brown & Company ",Don't Look Behind You,Don't Look Behind You,1
ban_1172_wor_45107,Nina LaCour,Nina LaCour,,Paperback,ban_1172,wor_45107,9780142422946,9780142422946,336,336,5/5/15,(5 May 2015),Penguin Young Readers Group,Speak ,Everything Leads to You,Everything Leads to You,1
ban_323_wor_11492,Mark Twain,"Mark Twain, Toni Morrison",,Hardback,ban_323,wor_11492,9780393966404,9780195101409,416,453,12/28/98,(1 Dec 1996),"Norton, W. W. & Company, Inc.",Oxford University Press Inc ,Adventures of Huckleberry Finn: A Norton Critical Edition,Adventures of Huckleberry Finn,0
ban_2218_wor_42225,Sonya Sones,Sonya Sones,,Hardback,ban_2218,wor_42225,9781442493841,9780689876028,291,291,5/7/13,(5 Jun 2007),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,What My Girlfriend Doesn't Know,What My Girlfriend Doesn't Know,0
ban_880_wor_31895,Chris Crowe,Chris Crowe,,Hardback,ban_880,wor_31895,9780142501924,9780756915674,240,240,12/1/03,(1 Nov 2003),Penguin Young Readers Group,Perfection Learning ,Mississippi Trial 1955,"Mississippi Trial, 1955",0
ban_1975_wor_33237,Melina Marchetta,Melina Marchett,,Paperback,ban_1975,wor_33237,9780375829833,9780375829833,256,243,5/9/06,(9 May 2006),Random House Children's Books,Random House USA Inc ,Saving Francesca,Saving Francesca,1
ban_1094_wor_33600,Maureen Johnson,Maureen Johnson,,Paperback,ban_1094,wor_33600,9780060541439,9780007319909,368,320,9/26/06,(30 Apr 2009),HarperCollins Publishers,HarperCollins Publishers ,13 Little Blue Envelopes,13 Little Blue Envelopes,0
ban_2381_wor_44272,Nancy Werlin,Nancy Werlin,,Hardback,ban_2381,wor_44272,9780142403273,9780756949181,256,250,5/5/05,(5 May 2005),Penguin Young Readers Group,Perfection Learning ,Double Helix,Double Helix,0
ban_78_wor_45805,Kiera Cass,Kiera Cass,,Paperback,ban_78,wor_45805,9780062059949,9780007466696,327,272,3/26/13,(1 Jun 2012),HarperCollins Publishers,HarperCollins Publishers ,The Selection,The Selection,0
ban_1699_wor_42114,Megan McCafferty,Megan McCafferty,,Paperback,ban_1699,wor_42114,9780316244985,9780316244985,240,223,8/12/14,(12 Aug 2014),"Little, Brown Books for Young Readers",Poppy Books ,"Jessica Darling's It List: The Guaranteed Guide to Popularity, Prettiness & Perfection","Jessica Darling's It List: The Guaranteed Guide to Popularity, Prettiness Perfection",1
ban_7724_wor_28114,James Dale Davidson# Lord William Rees-Mogg# Lord William Rees-Mogg Lord William,James Dale Davidson,,,ban_7724,wor_28114,9780684832722,9781797103402,448,-1,,(14 Jan 2020),Touchstone,Simon & Schuster Audio ,The Sovereign Individual: Mastering the Transition to the Information Age,The Sovereign Individual: Mastering the Transition to the Information Age,0
ban_1064_wor_10019,Dodie Smith,Dodie Smith,,Paperback,ban_1064,wor_10019,9780312201654,9780312201654,352,343,3/28/99,(15 Mar 1999),St. Martin's Press,St. Martin's Griffin ,I Capture the Castle,I Capture the Castle,1
ban_2890_wor_23678,"Mick Fleetwood, Anthony Bozza",Mick Fleetwood,,Paperback,ban_2890,wor_23678,9780316403429,9780316403412,352,352,10/28/2014,(27 Oct 2015),"Little, Brown and Company","Little, Brown & Company ","Play On: Now, Then, and Fleetwood Mac: The Autobiography","Play on: Now, Then, and Fleetwood Mac: The Autobiography",0
ban_1151_wor_45122,Nina LaCour,Nina LaCour,,Paperback,ban_1151,wor_45122,9780142416945,9780142416945,256,229,10/5/10,(5 Oct 2010),Penguin Young Readers Group,Penguin Putnam Inc ,Hold Still,Hold Still,1
ban_129_wor_29071,Pittacus Lore,Pittacus Lore,,Paperback,ban_129,wor_29071,9780061969577,9780241953570,496,400,8/23/11,(27 Jan 2011),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four,I Am Number Four:,0
ban_1141_wor_31187,Irene Hunt,Irene Hunt,,Paperback,ban_1141,wor_31187,9780425099698,9780425099698,224,223,6/28/15,(15 Sep 1986),Penguin Publishing Group,Berkley Books ,No Promises in the Wind,No Promises in the Wind,1
ban_1703_wor_37272,Lisa McMann,Lisa McMann,,Paperback,ban_1703,wor_37272,9781442405912,9781442405912,233,256,8/6/13,(1 Aug 2013),Simon Pulse,Simon & Schuster ,Crash,Crash,1
ban_2917_wor_24127,Rod Stewart,Rod Stewart,,Paperback,ban_2917,wor_24127,9780307987327,9780099574750,400,384,05/07/2013,(23 May 2013),Crown/Archetype,Cornerstone ,Rod: The Autobiography,Rod: The Autobiography,0
ban_958_wor_28441,Sharon M. Draper,Sharon M. Draper,,Paperback,ban_958,wor_28441,9780689842092,9780689842092,336,336,5/1/01,(1 May 2001),Simon Pulse,Simon Pulse ,Romiette and Julio,Romiette and Julio,1
ban_1753_wor_37631,Brigid Kemmerer,Brigid Kemmerer,,Paperback,ban_1753,wor_37631,9780758272812,9780758272812,432,432,5/1/12,(1 May 2012),Kensington,Kensington Publishing ,Storm,Storm,1
ban_889_wor_42296,Holly Black,Holly Black,,Hardback,ban_889,wor_42296,9781416989547,9781416989530,415,415,4/3/12,(21 Sep 2010),Margaret K. McElderry Books,Margaret K. McElderry Books ,Zombies vs. Unicorns,Zombies vs. Unicorns,0
ban_4047_wor_24255,Paramahansa Yogananda,Paramhansa Yoganand,,Paperback,ban_4047,wor_24255,9780876126394,9781793198921,562,664,02/19/2015,(5 Jan 2019),Self-Realization Fellowship,Independently Published ,Autobiography of a Yogi,Autobiography of a Yogi,0
ban_1679_wor_29739,Tavi Gevinson,Tavi Gevinson,,Paperback,ban_1679,wor_29739,9781595147943,9780143572251,352,368,10/21/14,(27 Oct 2014),Penguin Young Readers Group,Penguin Books Australia ,Rookie Yearbook Three,Rookie Yearbook Three,0
ban_1426_wor_35146,Donald R. Gallo,"Gallo Donald, R. (Editor)",,Paperback,ban_1426,wor_35146,9780763632915,9780763632915,240,235,3/13/07,(1 May 2007),Candlewick Press,"Candlewick Press,U.S. ",First Crossing: Stories About Teen Immigrants,First Crossing,1
