ids,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title,label
bx_123405_half_294,Hans Magnus Enzensberger,Hans Magnus Enzensberger,,,bx_123405,half_294,9780805062991,9780805062991,-1,262,2000,"May. 1st, 2000",Metropolitan Books,Metropolitan Books,The Number Devil: A Mathematical Adventure,The Number Devil,1
bx_110333_half_2190,J.K. Rowling,J. K. Rowling,,,bx_110333,half_2190,9788478889013,9788478889969,-1,602,2004,"Feb. 23rd, 2006",Lectorum Publications,Lectorum Publications,Harry Potter y la Ã?rden del Fénix,Harry Potter y El Misterio del Principe,0
bx_81327_half_182,Jean Craighead George,Jean Craighead George,,,bx_81327,half_182,9780141312415,9780141312422,-1,192,2001,"May. 21st, 2001",Puffin Books,Puffin Books,On the Far Side of the Mountain,My Side of the Mountain,0
bx_15506_half_721,C. S. Lewis,C. S. Lewis,,,bx_15506,half_721,9780066238500,9780066238500,-1,768,2001,"Oct. 2nd, 2001",Harpercollins Juvenile Books,HarperCollins,Complete Chronicles of Narnia,The Chronicles of Narnia,1
bx_136802_half_420,N,,,,bx_136802,half_420,9780307101709,9781423170884,-1,144,1988,"Jan. 22nd, 2013",Random House Childrens Books,Disney Press,Dumbo's Book of Colors,Oz Junior Novel,0
bx_113849_half_645,Antoine de Saint-Exupery,Antoine De Saint-Exupery,,,bx_113849,half_645,9783506464071,9782070612758,-1,113,1981,"Mar. 1st, 2007","F. Schöningh, Paderborn",Editions Gallimard,Le Petit Prince.,Le Petit Prince,0
bx_200004_half_2141,William Shakespeare,William Shakespeare,Paperback,,bx_200004,half_2141,9780174435822,9780810993259,-1,208,1998,"Apr. 1st, 2007",Arden Shakespeare,ABRAMS,Twelfth Night,Romeo and Juliet,0
bx_93606_half_902,Hal Borland,Hal Borland,,,bx_93606,half_902,9780553257380,9780553257380,-1,304,1984,"Jul. 31st, 1984",Bantam,Laurel Leaf Library,When the Legends Die,When the Legends Die,1
bx_121602_half_393,Sheila Burnford,Sheila Burnford,,,bx_121602,half_393,9780553478068,9780440413240,-1,148,1997,"Jan. 22nd, 1997",Bantam Books-Audio,Yearling Books,The Incredible Journey,The Incredible Journey,0
bx_103474_half_1994,GARY PAULSEN,Gary Paulsen,,,bx_103474,half_1994,9780440227502,9780440227502,-1,160,1998,"Jan. 31st, 1998",Laurel Leaf,Laurel Leaf Library,The River,The River,1
bx_203489_half_2489,Charlotte BrontÃ«,Charlotte Bronte,,Paperback,bx_203489,half_2489,9780895772008,9780140366785,-1,656,1984,"Mar. 1st, 1995",Reader's Digest Association,Puffin Books,Jane Eyre,Jane Eyre,0
bx_50560_half_833,Walter Dean Myers,Walter Dean Myers,,,bx_50560,half_833,9780064406239,9780064406239,-1,224,1996,"Dec. 8th, 1995",HarperTrophy,HarperTrophy,Scorpions,Scorpions,1
bx_22563_half_2346,Lois Greiman,Lois Duncan,,,bx_22563,half_2346,9780060571450,9780440983248,-1,208,2004,"Oct. 31st, 1977",Avon,Laurel Leaf Library,The Princess Masquerade,Summer of Fear,0
bx_173806_half_2345,Bram Stoker,Bram Stoker,,Paperback,bx_173806,half_2345,9780439154116,9780141325668,-1,612,2000,"Jun. 11th, 2009",Scholastic,Puffin Books,Dracula,Dracula,0
bx_129583_half_645,Antoine De Saint-Exupery,Antoine De Saint-Exupery,,,bx_129583,half_645,9782070393954,9782070612758,-1,113,2000,"Mar. 1st, 2007",Gallimard,Editions Gallimard,Vol de Nuit,Le Petit Prince,0
bx_122943_half_1649,Maia Wojciechowska,Maia Wojciechowska,,,bx_122943,half_1649,9780689702983,9781416933953,-1,151,1972,"Feb. 1st, 2007",Athenum,Aladdin Paperbacks,Shadow of a Bull,Shadow of a Bull,0
bx_166424_half_261,Karen Hesse,Karen Hesse,,,bx_166424,half_261,9780439272001,9780439272001,-1,176,2003,"Feb. 1st, 2003",Scholastic Paperbacks,Scholastic Paperbacks,Witness,Witness,1
